## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 12488611.920328835}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8272e+00   1.0374e+00   1.6109e-02   1.3103e-02   2.2351e+03   2.1997e+03   1.5076e+04
  3.5313e+00   3.5717e+00   1.2712e+00   1.8039e-02   1.0759e-02   3.3215e+03   3.2626e+03   2.2551e+04
  4.4457e+00   4.4884e+00   1.4996e+00   5.3394e-02   8.6276e-03   5.3446e+03   5.0737e+03   3.5134e+04
  5.5968e+00   5.6516e+00   1.7301e+00   4.0931e-02   6.9940e-03   8.0369e+03   7.7208e+03   5.3525e+04
  7.0460e+00   7.1088e+00   1.9594e+00   3.8736e-02   5.7274e-03   1.1959e+04   1.1513e+04   8.1391e+04
  8.8703e+00   8.9655e+00   2.1915e+00   5.2014e-03   4.6555e-03   1.7516e+04   1.7425e+04   1.2127e+05
  1.1167e+01   1.1276e+01   2.4208e+00   3.3130e-02   3.7729e-03   2.7411e+04   2.6532e+04   1.8424e+05
  1.4059e+01   1.4197e+01   2.6511e+00   3.2796e-02   3.1149e-03   4.0201e+04   3.8924e+04   2.7074e+05
  1.7699e+01   1.7864e+01   2.8808e+00   3.4055e-02   2.6112e-03   5.7274e+04   5.5388e+04   3.8929e+05
  2.2281e+01   2.2477e+01   3.1105e+00   3.7365e-02   2.1880e-03   8.1836e+04   7.8888e+04   5.6357e+05
  2.8050e+01   2.8303e+01   3.3410e+00   7.1574e-02   1.8415e-03   1.1934e+05   1.1137e+05   8.0959e+05
  3.5313e+01   3.5577e+01   3.5697e+00   4.0050e-02   1.5541e-03   1.6263e+05   1.5637e+05   1.1276e+06
  4.4457e+01   4.4836e+01   3.8010e+00   1.7920e-02   1.3080e-03   2.2469e+05   2.2074e+05   1.5681e+06
  5.5968e+01   5.6467e+01   4.0317e+00   1.2574e-02   1.0898e-03   3.2197e+05   3.1797e+05   2.2331e+06
  7.0460e+01   7.1098e+01   4.2621e+00   1.9872e-02   8.9846e-04   4.7716e+05   4.6786e+05   3.2640e+06
  8.8703e+01   8.9446e+01   4.4916e+00   2.0014e-02   7.6433e-04   6.5941e+05   6.4648e+05   4.5649e+06
  1.1167e+02   1.1278e+02   4.7234e+00   1.6987e-02   6.1814e-04   1.0052e+06   9.8840e+05   6.9300e+06
  1.4059e+02   1.4210e+02   4.9544e+00  -4.4174e-04   4.9853e-04   1.5189e+06   1.5196e+06   1.0568e+07
  1.7699e+02   1.7900e+02   5.1853e+00  -1.5895e-03   3.9613e-04   2.4030e+06   2.4068e+06   1.6849e+07
  2.2281e+02   2.2328e+02   5.4063e+00   1.2043e-02   3.4752e-04   3.1648e+06   3.1271e+06   2.2054e+07
