## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 47332332.92828396}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8287e+00   1.0379e+00   2.0866e-02   7.2578e-03   7.5178e+03   7.3642e+03   4.8146e+04
  3.5313e+00   3.5671e+00   1.2699e+00   2.6377e-02   5.8510e-03   1.1630e+04   1.1331e+04   7.3553e+04
  4.4457e+00   4.4908e+00   1.5002e+00   1.7284e-02   4.6958e-03   1.7896e+04   1.7592e+04   1.1433e+05
  5.5968e+00   5.6531e+00   1.7303e+00   3.8926e-02   3.8025e-03   2.7872e+04   2.6828e+04   1.7672e+05
  7.0460e+00   7.1156e+00   1.9604e+00   2.5138e-02   3.0622e-03   4.2408e+04   4.1368e+04   2.6625e+05
  8.8703e+00   8.9725e+00   2.1923e+00   1.7337e-02   2.4477e-03   6.5869e+04   6.4747e+04   4.1593e+05
  1.1167e+01   1.1280e+01   2.4211e+00   2.3727e-02   1.9384e-03   1.0569e+05   1.0324e+05   6.6078e+05
  1.4059e+01   1.4192e+01   2.6507e+00   1.0187e-02   1.5705e-03   1.5888e+05   1.5728e+05   1.0086e+06
  1.7699e+01   1.7890e+01   2.8823e+00   5.4279e-03   1.2695e-03   2.4199e+05   2.4068e+05   1.5486e+06
  2.2281e+01   2.2499e+01   3.1115e+00   1.7144e-02   1.0242e-03   3.7616e+05   3.6982e+05   2.3616e+06
  2.8050e+01   2.8332e+01   3.3420e+00   2.7242e-02   8.4434e-04   5.5894e+05   5.4412e+05   3.4990e+06
  3.5313e+01   3.5668e+01   3.5723e+00   2.8478e-02   6.9105e-04   8.3543e+05   8.1229e+05   5.2151e+06
  4.4457e+01   4.4859e+01   3.8015e+00   5.1976e-02   5.7286e-04   1.2435e+06   1.1821e+06   7.6526e+06
  5.5968e+01   5.6410e+01   4.0306e+00   5.4771e-02   4.8439e-04   1.7438e+06   1.6532e+06   1.0756e+07
  7.0460e+01   7.1011e+01   4.2608e+00   5.2134e-02   4.1781e-04   2.3380e+06   2.2222e+06   1.4479e+07
  8.8703e+01   8.9322e+01   4.4903e+00   3.0126e-02   3.6165e-04   3.0552e+06   2.9659e+06   1.9086e+07
  1.1167e+02   1.1249e+02   4.7209e+00   6.6465e-03   3.1590e-04   3.9130e+06   3.8871e+06   2.4936e+07
  1.4059e+02   1.4116e+02   4.9478e+00  -1.8419e-05   2.8613e-04   4.7379e+06   4.7380e+06   3.0277e+07
  1.7699e+02   1.7662e+02   5.1719e+00  -2.5524e-02   2.8956e-04   4.5085e+06   4.6266e+06   2.9078e+07
  2.2281e+02   2.2410e+02   5.4099e+00  -1.6910e-02   3.0722e-04   4.0405e+06   4.1100e+06   2.6011e+07
