## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 743675597.8088113}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8329e+00   1.0394e+00   1.4437e-02   3.4482e-03   3.6089e+04   3.5575e+04   2.2861e+05
  3.5313e+00   3.5677e+00   1.2700e+00   8.2013e-03   2.7776e-03   5.5276e+04   5.4826e+04   3.5349e+05
  4.4457e+00   4.4935e+00   1.5008e+00   2.0467e-02   2.2363e-03   8.6314e+04   8.4582e+04   5.4793e+05
  5.5968e+00   5.6555e+00   1.7308e+00   1.6544e-02   1.7941e-03   1.3359e+05   1.3141e+05   8.4973e+05
  7.0460e+00   7.1194e+00   1.9609e+00   8.3030e-03   1.4415e-03   2.0525e+05   2.0356e+05   1.3124e+06
  8.8703e+00   8.9672e+00   2.1917e+00   8.2646e-03   1.1560e-03   3.1912e+05   3.1650e+05   2.0367e+06
  1.1167e+01   1.1285e+01   2.4215e+00   1.2572e-02   9.2413e-04   5.0152e+05   4.9529e+05   3.1850e+06
  1.4059e+01   1.4204e+01   2.6516e+00   8.6790e-03   7.4547e-04   7.6775e+05   7.6114e+05   4.9125e+06
  1.7699e+01   1.7883e+01   2.8819e+00   4.9875e-03   6.0071e-04   1.1780e+06   1.1722e+06   7.5674e+06
  2.2281e+01   2.2510e+01   3.1120e+00   9.0391e-03   4.8282e-04   1.8309e+06   1.8145e+06   1.1712e+07
  2.8050e+01   2.8335e+01   3.3421e+00   1.1043e-02   3.9184e-04   2.7854e+06   2.7550e+06   1.7819e+07
  3.5313e+01   3.5660e+01   3.5720e+00   9.2777e-03   3.1879e-04   4.2008e+06   4.1622e+06   2.6961e+07
  4.4457e+01   4.4882e+01   3.8020e+00   5.0750e-03   2.6048e-04   6.2660e+06   6.2343e+06   4.0264e+07
  5.5968e+01   5.6513e+01   4.0325e+00   8.4595e-03   2.1463e-04   9.2600e+06   9.1823e+06   5.9109e+07
  7.0460e+01   7.1124e+01   4.2624e+00   2.3528e-02   1.7780e-04   1.3695e+07   1.3380e+07   8.6284e+07
  8.8703e+01   8.9594e+01   4.4933e+00   3.3100e-02   1.4629e-04   2.0419e+07   1.9764e+07   1.2696e+08
  1.1167e+02   1.1289e+02   4.7244e+00   3.3467e-02   1.1745e-04   3.1692e+07   3.0666e+07   1.9552e+08
  1.4059e+02   1.4232e+02   4.9561e+00   2.2133e-02   9.1287e-05   5.1882e+07   5.0758e+07   3.2191e+08
  1.7699e+02   1.7913e+02   5.1861e+00   2.4088e-02   6.9597e-05   8.9431e+07   8.7328e+07   5.5920e+08
  2.2281e+02   2.2448e+02   5.4118e+00   2.3994e-02   5.6527e-05   1.3555e+08   1.3238e+08   8.5020e+08
