## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 2918569.80177116}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8134e+00   1.0325e+00  -9.0531e-02   4.2926e-02   1.9745e+02   2.1711e+02   1.0770e+03
  3.5313e+00   3.5676e+00   1.2699e+00   2.5456e-02   3.5255e-02   3.3007e+02   3.2187e+02   1.7340e+03
  4.4457e+00   4.4968e+00   1.5015e+00  -8.6513e-02   2.8723e-02   4.4295e+02   4.8491e+02   2.5270e+03
  5.5968e+00   5.6363e+00   1.7273e+00  -4.5597e-02   2.3873e-02   6.6992e+02   7.0193e+02   3.7460e+03
  7.0460e+00   7.1157e+00   1.9605e+00  -4.8641e-02   1.9820e-02   9.6890e+02   1.0184e+03   5.5790e+03
  8.8703e+00   8.9234e+00   2.1868e+00  -4.0837e-02   1.6595e-02   1.3934e+03   1.4528e+03   7.6800e+03
  1.1167e+01   1.1260e+01   2.4193e+00   4.2799e-02   1.4283e-02   2.0449e+03   1.9609e+03   1.1085e+04
  1.4059e+01   1.4210e+01   2.6520e+00   1.1309e-01   1.1924e-02   3.1319e+03   2.8137e+03   1.6713e+04
  1.7699e+01   1.7870e+01   2.8812e+00   9.7302e-02   9.9449e-03   4.4386e+03   4.0450e+03   2.4394e+04
  2.2281e+01   2.2460e+01   3.1098e+00   9.6396e-02   8.1449e-03   6.6117e+03   6.0304e+03   3.6217e+04
  2.8050e+01   2.8369e+01   3.3433e+00   1.3117e-02   6.4092e-03   9.8667e+03   9.7390e+03   5.5613e+04
  3.5313e+01   3.5736e+01   3.5742e+00  -9.8452e-03   4.8604e-03   1.6768e+04   1.6935e+04   9.7042e+04
  4.4457e+01   4.5004e+01   3.8048e+00   1.5240e-02   3.7805e-03   2.8418e+04   2.7991e+04   1.6108e+05
  5.5968e+01   5.6703e+01   4.0359e+00   2.2163e-03   2.7867e-03   5.1629e+04   5.1515e+04   2.8639e+05
  7.0460e+01   7.1266e+01   4.2645e+00   1.7849e-02   2.2345e-03   8.1556e+04   8.0125e+04   4.5843e+05
  8.8703e+01   8.9766e+01   4.4953e+00  -3.5363e-04   1.7472e-03   1.3100e+05   1.3105e+05   7.4660e+05
  1.1167e+02   1.1278e+02   4.7235e+00   5.4128e-03   1.4482e-03   1.9179e+05   1.9076e+05   1.0921e+06
  1.4059e+02   1.4224e+02   4.9555e+00   2.2357e-04   1.1418e-03   3.0692e+05   3.0685e+05   1.7367e+06
  1.7699e+02   1.7799e+02   5.1796e+00  -4.5478e-03   9.6774e-04   4.2523e+05   4.2717e+05   2.4110e+06
  2.2281e+02   2.2505e+02   5.4143e+00   8.0312e-03   8.1584e-04   6.0589e+05   6.0106e+05   3.4375e+06
