## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1407215981.1651337}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8334e+00   1.0396e+00   1.7766e-02   3.2881e-03   4.0513e+04   3.9806e+04   2.4262e+05
  3.5313e+00   3.5672e+00   1.2699e+00   2.2569e-02   2.6465e-03   6.2831e+04   6.1444e+04   3.7581e+05
  4.4457e+00   4.4906e+00   1.5001e+00   1.8680e-02   2.1268e-03   9.6925e+04   9.5147e+04   5.8022e+05
  5.5968e+00   5.6545e+00   1.7306e+00   1.8721e-02   1.7110e-03   1.4976e+05   1.4701e+05   8.9110e+05
  7.0460e+00   7.1179e+00   1.9607e+00   9.4327e-03   1.3753e-03   2.2969e+05   2.2754e+05   1.3720e+06
  8.8703e+00   8.9661e+00   2.1915e+00   1.1196e-02   1.1028e-03   3.5780e+05   3.5384e+05   2.1341e+06
  1.1167e+01   1.1284e+01   2.4215e+00   1.1006e-02   8.8088e-04   5.6073e+05   5.5462e+05   3.3469e+06
  1.4059e+01   1.4207e+01   2.6518e+00   9.7065e-03   7.0562e-04   8.7275e+05   8.6436e+05   5.2358e+06
  1.7699e+01   1.7889e+01   2.8823e+00   6.0439e-03   5.6424e-04   1.3599e+06   1.3518e+06   8.1769e+06
  2.2281e+01   2.2521e+01   3.1125e+00   9.7480e-03   4.4836e-04   2.1617e+06   2.1408e+06   1.2924e+07
  2.8050e+01   2.8345e+01   3.3425e+00   5.2518e-03   3.5795e-04   3.3764e+06   3.3588e+06   2.0222e+07
  3.5313e+01   3.5690e+01   3.5729e+00   5.2250e-03   2.8548e-04   5.3080e+06   5.2804e+06   3.1741e+07
  4.4457e+01   4.4947e+01   3.8035e+00   2.4741e-03   2.2726e-04   8.3537e+06   8.3331e+06   4.9748e+07
  5.5968e+01   5.6588e+01   4.0338e+00   3.3774e-03   1.8002e-04   1.3324e+07   1.3279e+07   7.8869e+07
  7.0460e+01   7.1236e+01   4.2640e+00   8.1360e-03   1.4301e-04   2.1215e+07   2.1044e+07   1.2521e+08
  8.8703e+01   8.9683e+01   4.4943e+00   1.1330e-02   1.1336e-04   3.3867e+07   3.3488e+07   1.9992e+08
  1.1167e+02   1.1295e+02   4.7250e+00   1.3358e-02   8.9515e-05   5.4425e+07   5.3708e+07   3.2218e+08
  1.4059e+02   1.4221e+02   4.9553e+00   1.2434e-02   6.9887e-05   8.9208e+07   8.8113e+07   5.3031e+08
  1.7699e+02   1.7888e+02   5.1848e+00   3.7558e-03   5.4812e-05   1.4378e+08   1.4325e+08   8.5655e+08
  2.2281e+02   2.2477e+02   5.4131e+00   1.9914e-03   4.5176e-05   2.1129e+08   2.1087e+08   1.2580e+09
