## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 817950628.3906466}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8331e+00   1.0395e+00   1.5243e-02   2.9058e-03   4.6536e+04   4.5838e+04   3.0275e+05
  3.5313e+00   3.5690e+00   1.2704e+00  -5.2955e-03   2.3197e-03   7.1547e+04   7.1928e+04   4.6996e+05
  4.4457e+00   4.4918e+00   1.5004e+00  -4.6338e-03   1.8514e-03   1.1239e+05   1.1291e+05   7.3620e+05
  5.5968e+00   5.6552e+00   1.7307e+00  -1.1234e-02   1.4765e-03   1.7553e+05   1.7753e+05   1.1520e+06
  7.0460e+00   7.1196e+00   1.9610e+00  -1.5322e-02   1.1776e-03   2.7483e+05   2.7911e+05   1.8048e+06
  8.8703e+00   8.9644e+00   2.1914e+00  -1.6449e-02   9.3920e-04   4.3154e+05   4.3876e+05   2.8260e+06
  1.1167e+01   1.1286e+01   2.4217e+00  -1.2837e-02   7.4899e-04   6.8105e+05   6.8991e+05   4.4393e+06
  1.4059e+01   1.4206e+01   2.6518e+00  -9.5467e-03   5.9898e-04   1.0684e+06   1.0787e+06   6.9588e+06
  1.7699e+01   1.7888e+01   2.8822e+00  -1.0485e-02   4.7893e-04   1.6696e+06   1.6873e+06   1.0869e+07
  2.2281e+01   2.2519e+01   3.1124e+00  -8.5487e-03   3.8364e-04   2.6071e+06   2.6296e+06   1.6926e+07
  2.8050e+01   2.8342e+01   3.3424e+00  -7.8927e-03   3.0768e-04   4.0561e+06   4.0884e+06   2.6298e+07
  3.5313e+01   3.5676e+01   3.5725e+00  -1.5885e-02   2.4725e-04   6.2303e+06   6.3309e+06   4.0602e+07
  4.4457e+01   4.4912e+01   3.8027e+00  -1.9176e-02   1.9955e-04   9.5331e+06   9.7194e+06   6.2112e+07
  5.5968e+01   5.6544e+01   4.0330e+00  -1.8453e-02   1.6122e-04   1.4615e+07   1.4890e+07   9.5372e+07
  7.0460e+01   7.1163e+01   4.2630e+00  -2.1204e-02   1.3063e-04   2.2201e+07   2.2682e+07   1.4528e+08
  8.8703e+01   8.9566e+01   4.4930e+00  -2.0348e-02   1.0675e-04   3.3273e+07   3.3965e+07   2.1809e+08
  1.1167e+02   1.1276e+02   4.7232e+00  -1.5290e-02   8.7685e-05   4.9568e+07   5.0338e+07   3.2470e+08
  1.4059e+02   1.4188e+02   4.9530e+00  -7.5995e-03   7.2714e-05   7.2644e+07   7.3200e+07   4.7423e+08
  1.7699e+02   1.7853e+02   5.1827e+00  -4.0487e-03   6.0991e-05   1.0362e+08   1.0404e+08   6.7268e+08
  2.2281e+02   2.2438e+02   5.4113e+00   9.4758e-03   5.3236e-05   1.3786e+08   1.3656e+08   8.8776e+08
