## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 179164464.1706692}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8327e+00   1.0393e+00   8.9193e-02   5.6779e-03   1.8291e+04   1.6793e+04   9.4760e+04
  3.5313e+00   3.5674e+00   1.2699e+00   8.1785e-02   4.5819e-03   2.7896e+04   2.5787e+04   1.4371e+05
  4.4457e+00   4.4888e+00   1.4997e+00   7.2301e-02   3.6921e-03   4.2585e+04   3.9714e+04   2.2158e+05
  5.5968e+00   5.6517e+00   1.7301e+00   7.1412e-02   2.9768e-03   6.5457e+04   6.1094e+04   3.4123e+05
  7.0460e+00   7.1173e+00   1.9606e+00   5.3602e-02   2.4191e-03   9.7466e+04   9.2507e+04   5.1475e+05
  8.8703e+00   8.9630e+00   2.1912e+00   4.2957e-02   1.9481e-03   1.4877e+05   1.4264e+05   7.8444e+05
  1.1167e+01   1.1281e+01   2.4212e+00   2.9886e-02   1.5595e-03   2.2926e+05   2.2261e+05   1.2064e+06
  1.4059e+01   1.4193e+01   2.6508e+00   3.6681e-02   1.2657e-03   3.5031e+05   3.3792e+05   1.8327e+06
  1.7699e+01   1.7867e+01   2.8810e+00   1.0784e-02   1.0309e-03   5.1487e+05   5.0938e+05   2.7400e+06
  2.2281e+01   2.2490e+01   3.1111e+00   8.9732e-03   8.4139e-04   7.7157e+05   7.6471e+05   4.0929e+06
  2.8050e+01   2.8297e+01   3.3408e+00  -1.9001e-02   6.9353e-04   1.1042e+06   1.1255e+06   5.9290e+06
  3.5313e+01   3.5597e+01   3.5703e+00  -3.9002e-02   5.7952e-04   1.5491e+06   1.6120e+06   8.3602e+06
  4.4457e+01   4.4809e+01   3.8004e+00  -5.4151e-02   4.9134e-04   2.1211e+06   2.2425e+06   1.1538e+07
  5.5968e+01   5.6332e+01   4.0293e+00  -5.0986e-02   4.2743e-04   2.8122e+06   2.9633e+06   1.5248e+07
  7.0460e+01   7.0889e+01   4.2591e+00  -3.9210e-02   3.8506e-04   3.5081e+06   3.6513e+06   1.9200e+07
  8.8703e+01   8.9275e+01   4.4897e+00  -3.1470e-02   3.5091e-04   4.2580e+06   4.3964e+06   2.3153e+07
  1.1167e+02   1.1293e+02   4.7248e+00   3.0120e-02   3.0371e-04   6.0458e+06   5.8690e+06   3.2269e+07
  1.4059e+02   1.4262e+02   4.9582e+00   2.3460e-02   2.2497e-04   1.0947e+07   1.0696e+07   5.8579e+07
  1.7699e+02   1.7919e+02   5.1864e+00  -6.2137e-03   1.6456e-04   1.9867e+07   1.9991e+07   1.0743e+08
  2.2281e+02   2.2568e+02   5.4171e+00  -2.7280e-02   1.2626e-04   3.3032e+07   3.3958e+07   1.7874e+08
