## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 1456294023.7550306}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8328e+00   1.0394e+00   2.4164e-02   2.6683e-03   7.0879e+04   6.9207e+04   4.3931e+05
  3.5313e+00   3.5682e+00   1.2702e+00   2.2732e-02   2.1389e-03   1.1015e+05   1.0770e+05   6.8523e+05
  4.4457e+00   4.4919e+00   1.5004e+00   1.8463e-02   1.7088e-03   1.7185e+05   1.6874e+05   1.0691e+06
  5.5968e+00   5.6570e+00   1.7310e+00   1.7553e-02   1.3656e-03   2.6884e+05   2.6420e+05   1.6738e+06
  7.0460e+00   7.1198e+00   1.9610e+00   2.0149e-02   1.0929e-03   4.2087e+05   4.1256e+05   2.6252e+06
  8.8703e+00   8.9641e+00   2.1913e+00   1.1361e-02   8.7187e-04   6.5556e+05   6.4819e+05   4.1051e+06
  1.1167e+01   1.1285e+01   2.4216e+00   6.1242e-03   6.9380e-04   1.0299e+06   1.0236e+06   6.4507e+06
  1.4059e+01   1.4207e+01   2.6518e+00   7.0120e-03   5.5432e-04   1.6148e+06   1.6036e+06   1.0124e+07
  1.7699e+01   1.7887e+01   2.8821e+00   5.1266e-03   4.4189e-04   2.5363e+06   2.5233e+06   1.5884e+07
  2.2281e+01   2.2521e+01   3.1125e+00   2.3525e-03   3.5237e-04   3.9778e+06   3.9685e+06   2.4925e+07
  2.8050e+01   2.8346e+01   3.3425e+00   5.7669e-03   2.8216e-04   6.2248e+06   6.1891e+06   3.9008e+07
  3.5313e+01   3.5683e+01   3.5727e+00   2.7747e-03   2.2625e-04   9.6521e+06   9.6254e+06   6.0644e+07
  4.4457e+01   4.4915e+01   3.8028e+00   1.5204e-03   1.8199e-04   1.4900e+07   1.4878e+07   9.3690e+07
  5.5968e+01   5.6537e+01   4.0329e+00  -6.9181e-04   1.4665e-04   2.2897e+07   2.2912e+07   1.4405e+08
  7.0460e+01   7.1173e+01   4.2631e+00  -2.8704e-03   1.1885e-04   3.4785e+07   3.4885e+07   2.1818e+08
  8.8703e+01   8.9593e+01   4.4933e+00  -1.7502e-03   9.6488e-05   5.2833e+07   5.2926e+07   3.3022e+08
  1.1167e+02   1.1280e+02   4.7236e+00  -1.0073e-02   7.8268e-05   7.9625e+07   8.0435e+07   4.9699e+08
  1.4059e+02   1.4203e+02   4.9540e+00  -1.0516e-02   6.3652e-05   1.2034e+08   1.2162e+08   7.5187e+08
  1.7699e+02   1.7873e+02   5.1839e+00  -6.3206e-04   5.2028e-05   1.8191e+08   1.8203e+08   1.1363e+09
  2.2281e+02   2.2456e+02   5.4121e+00   3.6846e-03   4.3689e-05   2.5910e+08   2.5815e+08   1.6336e+09
