## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 27930920.668965682}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8288e+00   1.0380e+00  -7.2660e-04   1.2973e-02   2.9005e+03   2.9026e+03   1.6542e+04
  3.5313e+00   3.5656e+00   1.2694e+00   3.6526e-04   1.0480e-02   4.4496e+03   4.4480e+03   2.4710e+04
  4.4457e+00   4.4929e+00   1.5006e+00   3.3528e-02   8.5600e-03   6.8900e+03   6.6665e+03   3.7536e+04
  5.5968e+00   5.6456e+00   1.7290e+00  -1.2268e-02   6.9566e-03   9.9700e+03   1.0094e+04   5.5054e+04
  7.0460e+00   7.1130e+00   1.9600e+00  -2.4901e-02   5.7363e-03   1.4475e+04   1.4845e+04   8.0354e+04
  8.8703e+00   8.9496e+00   2.1897e+00  -3.8554e-02   4.7029e-03   2.1235e+04   2.2086e+04   1.1688e+05
  1.1167e+01   1.1271e+01   2.4203e+00  -5.5895e-02   3.8502e-03   3.1110e+04   3.2952e+04   1.6874e+05
  1.4059e+01   1.4192e+01   2.6507e+00  -3.5557e-02   3.2070e-03   4.5808e+04   4.7496e+04   2.4826e+05
  1.7699e+01   1.7840e+01   2.8795e+00  -4.8710e-02   2.6672e-03   6.5320e+04   6.8665e+04   3.6360e+05
  2.2281e+01   2.2474e+01   3.1104e+00  -4.6907e-02   2.2257e-03   9.3988e+04   9.8613e+04   5.3560e+05
  2.8050e+01   2.8225e+01   3.3382e+00  -4.4414e-02   1.9367e-03   1.2445e+05   1.3023e+05   7.1029e+05
  3.5313e+01   3.5532e+01   3.5684e+00  -6.7752e-02   1.7321e-03   1.5179e+05   1.6282e+05   8.6929e+05
  4.4457e+01   4.4858e+01   3.8015e+00  -8.6623e-02   1.4611e-03   2.0900e+05   2.2883e+05   1.2064e+06
  5.5968e+01   5.6411e+01   4.0307e+00  -8.8400e-02   1.2214e-03   2.9851e+05   3.2746e+05   1.7307e+06
  7.0460e+01   7.1016e+01   4.2609e+00  -7.2841e-02   1.0624e-03   4.0130e+05   4.3282e+05   2.2480e+06
  8.8703e+01   8.9283e+01   4.4898e+00  -5.1498e-02   9.3884e-04   5.2566e+05   5.5420e+05   2.9726e+06
  1.1167e+02   1.1325e+02   4.7277e+00  -6.0185e-02   7.2403e-04   8.7574e+05   9.3183e+05   4.9605e+06
  1.4059e+02   1.4272e+02   4.9589e+00  -2.4443e-02   5.3108e-04   1.6896e+06   1.7319e+06   9.3867e+06
  1.7699e+02   1.7916e+02   5.1862e+00   2.8722e-02   4.2187e-04   2.8235e+06   2.7447e+06   1.5453e+07
  2.2281e+02   2.2392e+02   5.4092e+00   6.2861e-02   3.5378e-04   4.1481e+06   3.9028e+06   2.2436e+07
