## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8333e+00   1.0395e+00   7.7895e-05   1.8764e-04   9.1776e+05   9.1776e+05
  3.5313e+00   3.5689e+00   1.2704e+00  -9.9288e-05   1.5033e-04   1.4298e+06   1.4298e+06
  4.4457e+00   4.4923e+00   1.5005e+00   1.7222e-04   1.2022e-04   2.2358e+06   2.2358e+06
  5.5968e+00   5.6562e+00   1.7309e+00   2.6567e-04   9.6148e-05   3.4953e+06   3.4953e+06
  7.0460e+00   7.1207e+00   1.9611e+00   4.2844e-04   7.6734e-05   5.4877e+06   5.4877e+06
  8.8703e+00   8.9661e+00   2.1915e+00   3.3278e-04   6.1182e-05   8.6321e+06   8.6321e+06
  1.1167e+01   1.1285e+01   2.4215e+00   3.7975e-04   4.8744e-05   1.3600e+07   1.3600e+07
  1.4059e+01   1.4208e+01   2.6518e+00   3.8128e-04   3.8995e-05   2.1249e+07   2.1249e+07
  1.7699e+01   1.7888e+01   2.8822e+00   4.1183e-04   3.1177e-05   3.3242e+07   3.3242e+07
  2.2281e+01   2.2515e+01   3.1122e+00   3.4800e-04   2.4889e-05   5.2162e+07   5.2162e+07
  2.8050e+01   2.8351e+01   3.3427e+00   4.0419e-04   1.9937e-05   8.1294e+07   8.1294e+07
  3.5313e+01   3.5688e+01   3.5728e+00   4.7826e-04   1.5942e-05   1.2714e+08   1.2714e+08
  4.4457e+01   4.4930e+01   3.8031e+00   4.7306e-04   1.2760e-05   1.9845e+08   1.9845e+08
  5.5968e+01   5.6559e+01   4.0333e+00   4.5113e-04   1.0213e-05   3.0977e+08   3.0977e+08
  7.0460e+01   7.1202e+01   4.2635e+00   3.3165e-04   8.1989e-06   4.8067e+08   4.8067e+08
  8.8703e+01   8.9632e+01   4.4937e+00   2.0675e-04   6.5930e-06   7.4336e+08   7.4336e+08
  1.1167e+02   1.1289e+02   4.7244e+00   1.6897e-04   5.2655e-06   1.1654e+09   1.1654e+09
  1.4059e+02   1.4213e+02   4.9547e+00   2.0036e-04   4.1802e-06   1.8492e+09   1.8492e+09
  1.7699e+02   1.7870e+02   5.1837e+00   3.7532e-04   3.3592e-06   2.8635e+09   2.8635e+09
  2.2281e+02   2.2463e+02   5.4124e+00   4.7889e-04   2.8268e-06   4.0438e+09   4.0438e+09
