## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8327e+00   1.0393e+00   1.1039e-04  -2.0893e-04   5.0376e-04   1.2764e+05   1.2764e+05
  3.5313e+00   3.5685e+00   1.2703e+00  -7.8927e-04   8.0260e-05   4.0379e-04   1.9867e+05   1.9867e+05
  4.4457e+00   4.4920e+00   1.5004e+00   9.4966e-06   1.5914e-04   3.2188e-04   3.1264e+05   3.1264e+05
  5.5968e+00   5.6562e+00   1.7309e+00  -2.2122e-04   1.0795e-04   2.5766e-04   4.8792e+05   4.8792e+05
  7.0460e+00   7.1202e+00   1.9611e+00   3.2908e-05   2.4865e-04   2.0603e-04   7.6310e+05   7.6310e+05
  8.8703e+00   8.9646e+00   2.1914e+00   3.9889e-04   1.0735e-04   1.6446e-04   1.1976e+06   1.1976e+06
  1.1167e+01   1.1283e+01   2.4214e+00   4.0533e-04   1.6395e-04   1.3163e-04   1.8695e+06   1.8695e+06
  1.4059e+01   1.4205e+01   2.6516e+00   1.1036e-04  -1.4424e-06   1.0586e-04   2.8904e+06   2.8904e+06
  1.7699e+01   1.7882e+01   2.8819e+00  -3.5627e-06  -2.0446e-04   8.5366e-05   4.4450e+06   4.4450e+06
  2.2281e+01   2.2505e+01   3.1118e+00   2.4420e-04  -1.4835e-05   6.8991e-05   6.8055e+06   6.8055e+06
  2.8050e+01   2.8321e+01   3.3416e+00   2.1076e-04   6.7894e-05   5.6431e-05   1.0172e+07   1.0172e+07
  3.5313e+01   3.5633e+01   3.5713e+00   1.2172e-04   5.3286e-06   4.6753e-05   1.4820e+07   1.4820e+07
  4.4457e+01   4.4851e+01   3.8014e+00   4.4198e-04  -1.0980e-04   3.9043e-05   2.1250e+07   2.1250e+07
  5.5968e+01   5.6438e+01   4.0311e+00   3.5192e-04  -1.4305e-04   3.2869e-05   2.9983e+07   2.9983e+07
  7.0460e+01   7.0966e+01   4.2602e+00   4.3203e-04   1.7248e-05   2.8291e-05   4.0470e+07   4.0470e+07
  8.8703e+01   8.9299e+01   4.4900e+00   7.3036e-04   2.6645e-04   2.5076e-05   5.1515e+07   5.1515e+07
  1.1167e+02   1.1255e+02   4.7214e+00   6.0882e-04   1.2949e-04   2.1848e-05   6.7860e+07   6.7860e+07
  1.4059e+02   1.4171e+02   4.9517e+00   5.2568e-04   1.5141e-04   1.8670e-05   9.2928e+07   9.2928e+07
  1.7699e+02   1.7809e+02   5.1802e+00   6.2691e-04   3.2807e-04   1.6439e-05   1.1986e+08   1.1986e+08
  2.2281e+02   2.2269e+02   5.4037e+00   6.4927e-04   7.5945e-04   1.6248e-05   1.2270e+08   1.2270e+08
