## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8335e+00   1.0396e+00   3.6033e-05  -2.8633e-04   2.5831e-04   4.8188e+05   4.8188e+05
  3.5313e+00   3.5685e+00   1.2703e+00  -2.1649e-04  -1.9156e-04   2.0682e-04   7.5167e+05   7.5167e+05
  4.4457e+00   4.4926e+00   1.5006e+00  -9.5004e-05   1.1213e-04   1.6525e-04   1.1775e+06   1.1775e+06
  5.5968e+00   5.6556e+00   1.7308e+00   2.3098e-05   5.7009e-06   1.3192e-04   1.8474e+06   1.8474e+06
  7.0460e+00   7.1201e+00   1.9610e+00  -6.0615e-05   1.0154e-04   1.0548e-04   2.8898e+06   2.8898e+06
  8.8703e+00   8.9661e+00   2.1915e+00   5.1438e-05  -2.3252e-05   8.4316e-05   4.5227e+06   4.5227e+06
  1.1167e+01   1.1284e+01   2.4215e+00   5.6153e-05   2.1668e-06   6.7262e-05   7.1070e+06   7.1070e+06
  1.4059e+01   1.4204e+01   2.6516e+00  -6.8607e-05   7.8325e-05   5.3997e-05   1.1028e+07   1.1028e+07
  1.7699e+01   1.7885e+01   2.8820e+00  -8.8903e-05   9.8878e-05   4.3414e-05   1.7059e+07   1.7059e+07
  2.2281e+01   2.2507e+01   3.1119e+00  -7.1343e-05   2.0057e-04   3.4935e-05   2.6344e+07   2.6344e+07
  2.8050e+01   2.8340e+01   3.3423e+00   1.4170e-05   2.0394e-04   2.8253e-05   4.0281e+07   4.0281e+07
  3.5313e+01   3.5673e+01   3.5724e+00  -5.3446e-05   1.5138e-04   2.2863e-05   6.1511e+07   6.1511e+07
  4.4457e+01   4.4904e+01   3.8025e+00  -6.5323e-05   1.3504e-04   1.8517e-05   9.3775e+07   9.3775e+07
  5.5968e+01   5.6526e+01   4.0327e+00  -1.4057e-04   1.2053e-04   1.5051e-05   1.4194e+08   1.4194e+08
  7.0460e+01   7.1169e+01   4.2630e+00  -2.3915e-04  -5.7427e-07   1.2254e-05   2.1414e+08   2.1414e+08
  8.8703e+01   8.9642e+01   4.4938e+00  -3.1758e-04  -8.6281e-06   9.8914e-06   3.2863e+08   3.2863e+08
  1.1167e+02   1.1296e+02   4.7250e+00  -2.6346e-04  -3.8604e-05   7.8338e-06   5.2393e+08   5.2393e+08
  1.4059e+02   1.4226e+02   4.9556e+00  -1.8219e-04  -3.3180e-05   6.0851e-06   8.6832e+08   8.6832e+08
  1.7699e+02   1.7890e+02   5.1848e+00  -6.6489e-05   1.6827e-05   4.7923e-06   1.4000e+09   1.4000e+09
  2.2281e+02   2.2431e+02   5.4110e+00  -1.9030e-04  -4.4647e-05   3.9994e-06   2.0102e+09   2.0102e+09
