## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8328e+00   1.0394e+00  -1.8230e-03  -1.6490e-03   1.2591e-03   2.0436e+04   2.0436e+04
  3.5313e+00   3.5689e+00   1.2704e+00  -5.8728e-06  -1.3797e-03   1.0208e-03   3.1095e+04   3.1095e+04
  4.4457e+00   4.4851e+00   1.4989e+00  -7.5146e-04  -1.2616e-03   8.3550e-04   4.6413e+04   4.6413e+04
  5.5968e+00   5.6475e+00   1.7293e+00  -2.0870e-04   2.7535e-04   6.9123e-04   6.7810e+04   6.7810e+04
  7.0460e+00   7.1115e+00   1.9598e+00  -5.4587e-04   1.5235e-03   5.6863e-04   1.0020e+05   1.0020e+05
  8.8703e+00   8.9573e+00   2.1905e+00   6.3115e-04   9.4274e-04   4.6737e-04   1.4832e+05   1.4832e+05
  1.1167e+01   1.1276e+01   2.4208e+00  -5.5612e-04   1.6101e-03   3.8013e-04   2.2422e+05   2.2422e+05
  1.4059e+01   1.4192e+01   2.6508e+00   1.4612e-04   1.4480e-03   3.1402e-04   3.2856e+05   3.2856e+05
  1.7699e+01   1.7869e+01   2.8811e+00   6.9327e-05   9.5808e-04   2.5894e-04   4.8319e+05   4.8319e+05
  2.2281e+01   2.2504e+01   3.1117e+00  -3.0948e-04   2.6378e-04   2.1042e-04   7.3172e+05   7.3172e+05
  2.8050e+01   2.8330e+01   3.3420e+00  -2.1492e-04  -7.9112e-04   1.7088e-04   1.1096e+06   1.1096e+06
  3.5313e+01   3.5670e+01   3.5723e+00   8.0712e-05  -7.9641e-04   1.3940e-04   1.6672e+06   1.6672e+06
  4.4457e+01   4.4882e+01   3.8020e+00  -1.0188e-04  -8.1532e-04   1.1468e-04   2.4634e+06   2.4634e+06
  5.5968e+01   5.6455e+01   4.0315e+00  -1.0111e-03  -1.1508e-03   9.5190e-05   3.5756e+06   3.5756e+06
  7.0460e+01   7.1041e+01   4.2613e+00  -6.2313e-04   1.3504e-04   7.9898e-05   5.0753e+06   5.0753e+06
  8.8703e+01   8.9052e+01   4.4872e+00  -8.5059e-04   3.5663e-04   7.2523e-05   6.1600e+06   6.1600e+06
  1.1167e+02   1.1170e+02   4.7137e+00  -2.9860e-04  -9.8118e-04   7.3443e-05   6.0066e+06   6.0066e+06
  1.4059e+02   1.4163e+02   4.9512e+00  -5.7915e-04  -1.1463e-03   7.0514e-05   6.5160e+06   6.5160e+06
  1.7699e+02   1.7916e+02   5.1862e+00  -5.6748e-04   4.0826e-04   5.6548e-05   1.0132e+07   1.0132e+07
  2.2281e+02   2.2546e+02   5.4160e+00   1.5911e-04  -9.6151e-05   4.3806e-05   1.6884e+07   1.6884e+07
