## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8327e+00   1.0393e+00  -7.3069e-04  -2.9762e-04   3.8241e-04   2.2758e+05   2.2758e+05
  3.5313e+00   3.5685e+00   1.2703e+00  -1.8643e-04   2.9834e-04   3.0664e-04   3.5392e+05   3.5392e+05
  4.4457e+00   4.4924e+00   1.5005e+00   2.8011e-04   7.0654e-05   2.4550e-04   5.5215e+05   5.5215e+05
  5.5968e+00   5.6552e+00   1.7307e+00   6.3275e-06  -2.2109e-05   1.9634e-04   8.6325e+05   8.6325e+05
  7.0460e+00   7.1200e+00   1.9610e+00   7.1215e-05  -6.9079e-05   1.5726e-04   1.3457e+06   1.3457e+06
  8.8703e+00   8.9642e+00   2.1913e+00   7.3207e-05  -8.0954e-05   1.2571e-04   2.1057e+06   2.1057e+06
  1.1167e+01   1.1284e+01   2.4214e+00  -5.8385e-05   2.9401e-05   1.0048e-04   3.2960e+06   3.2960e+06
  1.4059e+01   1.4206e+01   2.6517e+00   1.6282e-04   1.5060e-04   8.0720e-05   5.1075e+06   5.1075e+06
  1.7699e+01   1.7887e+01   2.8821e+00   3.1262e-06   2.7292e-05   6.4738e-05   7.9405e+06   7.9405e+06
  2.2281e+01   2.2506e+01   3.1118e+00  -1.0482e-04  -5.5316e-05   5.2132e-05   1.2245e+07   1.2245e+07
  2.8050e+01   2.8333e+01   3.3421e+00  -3.0608e-05  -1.3289e-05   4.2322e-05   1.8579e+07   1.8579e+07
  3.5313e+01   3.5659e+01   3.5720e+00  -1.2365e-04  -4.3523e-05   3.4472e-05   2.8006e+07   2.8006e+07
  4.4457e+01   4.4876e+01   3.8019e+00  -1.4549e-04  -1.2716e-04   2.8234e-05   4.1748e+07   4.1748e+07
  5.5968e+01   5.6476e+01   4.0318e+00  -9.3886e-05  -8.1405e-05   2.3369e-05   6.0940e+07   6.0940e+07
  7.0460e+01   7.1026e+01   4.2611e+00  -1.8173e-04  -1.7494e-04   1.9758e-05   8.5246e+07   8.5246e+07
  8.8703e+01   8.9315e+01   4.4902e+00  -1.0723e-04  -9.1574e-05   1.7167e-05   1.1292e+08   1.1292e+08
  1.1167e+02   1.1230e+02   4.7192e+00  -2.3029e-04   1.7396e-04   1.5414e-05   1.4007e+08   1.4007e+08
  1.4059e+02   1.4103e+02   4.9470e+00  -4.3895e-04   5.9688e-04   1.4457e-05   1.5922e+08   1.5922e+08
  1.7699e+02   1.7655e+02   5.1715e+00  -1.0097e-04   5.1300e-04   1.5211e-05   1.4383e+08   1.4383e+08
  2.2281e+02   2.2332e+02   5.4064e+00   3.4621e-04   4.1805e-04   1.6833e-05   1.1745e+08   1.1745e+08
