## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8316e+00   1.0389e+00  -5.6823e-04   1.5978e-04   4.2602e-04   1.8180e+05   1.8180e+05
  3.5313e+00   3.5668e+00   1.2698e+00   8.8597e-06   3.0142e-04   3.4489e-04   2.7738e+05   2.7738e+05
  4.4457e+00   4.4915e+00   1.5003e+00  -4.0936e-04   2.2057e-04   2.7856e-04   4.2522e+05   4.2522e+05
  5.5968e+00   5.6526e+00   1.7302e+00   6.3382e-05   1.7227e-04   2.2466e-04   6.5372e+05   6.5372e+05
  7.0460e+00   7.1161e+00   1.9605e+00   1.4037e-04  -1.6798e-04   1.8178e-04   9.9851e+05   9.9851e+05
  8.8703e+00   8.9647e+00   2.1914e+00   3.3235e-05  -1.2307e-04   1.4706e-04   1.5256e+06   1.5256e+06
  1.1167e+01   1.1281e+01   2.4212e+00  -2.3060e-04   3.1707e-05   1.1783e-04   2.3765e+06   2.3765e+06
  1.4059e+01   1.4205e+01   2.6517e+00  -1.1416e-04   1.9425e-04   9.4755e-05   3.6749e+06   3.6749e+06
  1.7699e+01   1.7886e+01   2.8820e+00   5.9392e-05   2.9768e-04   7.5883e-05   5.7300e+06   5.7300e+06
  2.2281e+01   2.2508e+01   3.1119e+00   1.1417e-04   6.3577e-05   6.0872e-05   8.9045e+06   8.9045e+06
  2.8050e+01   2.8344e+01   3.3425e+00  -4.9983e-05  -7.7918e-05   4.9004e-05   1.3740e+07   1.3740e+07
  3.5313e+01   3.5673e+01   3.5724e+00  -1.2837e-04  -7.2936e-05   3.9617e-05   2.1022e+07   2.1022e+07
  4.4457e+01   4.4917e+01   3.8028e+00  -4.0837e-04  -6.4341e-05   3.1883e-05   3.2458e+07   3.2458e+07
  5.5968e+01   5.6522e+01   4.0326e+00  -3.7484e-04  -1.2492e-04   2.5876e-05   4.9276e+07   4.9276e+07
  7.0460e+01   7.1152e+01   4.2628e+00  -2.4874e-04  -2.6236e-04   2.1169e-05   7.3630e+07   7.3630e+07
  8.8703e+01   8.9529e+01   4.4926e+00  -2.3344e-04  -2.7543e-04   1.7433e-05   1.0857e+08   1.0857e+08
  1.1167e+02   1.1269e+02   4.7226e+00  -7.0836e-05  -2.0574e-04   1.4481e-05   1.5735e+08   1.5735e+08
  1.4059e+02   1.4175e+02   4.9521e+00  -6.8680e-05  -1.3943e-04   1.2157e-05   2.2326e+08   2.2326e+08
  1.7699e+02   1.7789e+02   5.1792e+00  -9.6272e-05  -1.0280e-04   1.0791e-05   2.8332e+08   2.8332e+08
  2.2281e+02   2.2382e+02   5.4088e+00   2.4286e-04  -4.3217e-05   1.0148e-05   3.2037e+08   3.2037e+08
