## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8330e+00   1.0395e+00  -7.5692e-04   6.9641e-04   6.7088e+04   4.0696e+05
  3.5313e+00   3.5679e+00   1.2701e+00  -3.5480e-04   5.5847e-04   1.0432e+05   6.3230e+05
  4.4457e+00   4.4931e+00   1.5007e+00  -1.7135e-04   4.4686e-04   1.6294e+05   9.8768e+05
  5.5968e+00   5.6569e+00   1.7310e+00   1.8227e-04   3.5648e-04   2.5603e+05   1.5506e+06
  7.0460e+00   7.1204e+00   1.9611e+00  -1.9330e-06   2.8451e-04   4.0194e+05   2.4241e+06
  8.8703e+00   8.9657e+00   2.1915e+00  -5.1594e-04   2.2644e-04   6.3457e+05   3.8098e+06
  1.1167e+01   1.1286e+01   2.4216e+00  -3.2038e-04   1.8041e-04   9.9961e+05   6.0086e+06
  1.4059e+01   1.4208e+01   2.6519e+00  -4.7175e-04   1.4428e-04   1.5630e+06   9.4146e+06
  1.7699e+01   1.7885e+01   2.8820e+00  -3.5670e-04   1.1531e-04   2.4472e+06   1.4760e+07
  2.2281e+01   2.2518e+01   3.1124e+00  -3.6796e-04   9.2492e-05   3.8033e+06   2.3043e+07
  2.8050e+01   2.8342e+01   3.3424e+00  -5.0753e-04   7.4140e-05   5.9192e+06   3.5945e+07
  3.5313e+01   3.5676e+01   3.5725e+00  -6.4133e-04   5.9829e-05   9.0896e+06   5.5413e+07
  4.4457e+01   4.4912e+01   3.8027e+00  -5.7870e-04   4.8333e-05   1.3928e+07   8.5091e+07
  5.5968e+01   5.6511e+01   4.0324e+00  -4.8697e-04   3.9359e-05   2.1003e+07   1.2846e+08
  7.0460e+01   7.1129e+01   4.2625e+00  -5.0486e-04   3.2379e-05   3.1034e+07   1.8950e+08
  8.8703e+01   8.9493e+01   4.4921e+00  -4.6243e-04   2.6886e-05   4.5012e+07   2.7361e+08
  1.1167e+02   1.1259e+02   4.7218e+00  -3.4904e-04   2.2679e-05   6.3260e+07   3.8158e+08
  1.4059e+02   1.4169e+02   4.9516e+00  -8.0311e-05   1.9413e-05   8.6333e+07   5.1426e+08
  1.7699e+02   1.7837e+02   5.1818e+00   2.4043e-04   1.6758e-05   1.1585e+08   6.9063e+08
  2.2281e+02   2.2425e+02   5.4107e+00   1.4484e-04   1.4676e-05   1.5106e+08   9.1525e+08
