## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8340e+00   1.0397e+00   2.0469e-05   6.5806e-06   2.2355e-05   1.0742e+08   1.0742e+08
  3.5313e+00   3.5688e+00   1.2703e+00   9.6461e-06  -2.4224e-05   2.0805e-05   1.6821e+08   1.6821e+08
  4.4457e+00   4.4930e+00   1.5006e+00  -1.3325e-05  -2.6011e-05   1.7327e-05   2.6426e+08   2.6426e+08
  5.5968e+00   5.6566e+00   1.7309e+00   6.3359e-06   3.5577e-06   1.2435e-05   4.1560e+08   4.1560e+08
  7.0460e+00   7.1214e+00   1.9611e+00  -1.1852e-05  -2.7164e-05   1.0748e-05   6.5386e+08   6.5386e+08
  8.8703e+00   8.9666e+00   2.1915e+00  -2.9076e-06   2.8971e-06   8.8463e-06   1.0314e+09   1.0314e+09
  1.1167e+01   1.1287e+01   2.4216e+00  -7.0036e-06   1.4640e-05   9.8766e-06   1.6297e+09   1.6297e+09
  1.4059e+01   1.4209e+01   2.6519e+00  -3.1161e-06   8.2711e-07   8.6026e-06   2.5593e+09   2.5593e+09
  1.7699e+01   1.7890e+01   2.8822e+00  -9.1151e-06   1.5425e-06   8.8839e-06   4.0236e+09   4.0236e+09
  2.2281e+01   2.2519e+01   3.1124e+00  -1.0158e-05   1.8404e-05   8.9489e-06   6.3338e+09   6.3338e+09
  2.8050e+01   2.8352e+01   3.3427e+00  -5.7202e-06   1.5367e-05   9.6472e-06   9.9335e+09   9.9335e+09
  3.5313e+01   3.5691e+01   3.5729e+00  -6.4258e-06  -6.3939e-07   1.0764e-05   1.5581e+10   1.5581e+10
  4.4457e+01   4.4930e+01   3.8031e+00   1.9410e-06  -3.7151e-06   1.1932e-05   2.4386e+10   2.4386e+10
  5.5968e+01   5.6563e+01   4.0333e+00  -5.2358e-06  -2.3295e-06   1.3331e-05   3.8091e+10   3.8091e+10
  7.0460e+01   7.1205e+01   4.2635e+00  -3.8258e-06  -4.1150e-06   1.5798e-05   5.9316e+10   5.9316e+10
  8.8703e+01   8.9639e+01   4.4938e+00  -3.4901e-06   6.0541e-07   1.8403e-05   9.2108e+10   9.2108e+10
  1.1167e+02   1.1285e+02   4.7240e+00   2.4493e-06   7.6135e-06   2.2199e-05   1.4296e+11   1.4296e+11
  1.4059e+02   1.4206e+02   4.9542e+00   7.6184e-06   1.9411e-07   2.6401e-05   2.2117e+11   2.2117e+11
  1.7699e+02   1.7884e+02   5.1844e+00   1.0446e-07  -7.1008e-06   3.2338e-05   3.3997e+11   3.3997e+11
  2.2281e+02   2.2513e+02   5.4145e+00  -3.6048e-06  -1.5068e-05   3.4629e-05   5.1849e+11   5.1849e+11
