## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8337e+00   1.0396e+00   1.2995e-04  -2.8470e-05   1.2711e-04   1.8240e+06   1.0619e+07
  3.5313e+00   3.5683e+00   1.2702e+00   2.2392e-04   1.7455e-04   9.4333e-05   2.8402e+06   1.6540e+07
  4.4457e+00   4.4922e+00   1.5004e+00   2.0077e-04   4.8008e-05   7.2788e-05   4.4463e+06   2.5852e+07
  5.5968e+00   5.6556e+00   1.7307e+00   1.5652e-05  -4.7890e-05   5.4765e-05   6.9657e+06   4.0512e+07
  7.0460e+00   7.1203e+00   1.9611e+00   5.1654e-05   3.4846e-05   4.4574e-05   1.0920e+07   6.3535e+07
  8.8703e+00   8.9652e+00   2.1915e+00   5.9785e-05   3.6883e-05   3.4342e-05   1.7173e+07   9.9897e+07
  1.1167e+01   1.1285e+01   2.4216e+00   3.8307e-05   3.4637e-05   3.0738e-05   2.7060e+07   1.5737e+08
  1.4059e+01   1.4207e+01   2.6519e+00   6.2389e-05   1.9562e-05   2.6678e-05   4.2425e+07   2.4673e+08
  1.7699e+01   1.7887e+01   2.8822e+00   3.4104e-05  -6.6669e-06   2.5984e-05   6.6591e+07   3.8720e+08
  2.2281e+01   2.2517e+01   3.1123e+00   4.0107e-05  -1.0844e-05   2.1755e-05   1.0460e+08   6.0830e+08
  2.8050e+01   2.8350e+01   3.3427e+00   3.3995e-05  -6.3465e-06   1.9532e-05   1.6380e+08   9.5277e+08
  3.5313e+01   3.5689e+01   3.5729e+00   1.1212e-05   6.3837e-07   1.6861e-05   2.5659e+08   1.4926e+09
  4.4457e+01   4.4930e+01   3.8031e+00   2.1877e-05  -2.0960e-06   1.6738e-05   4.0111e+08   2.3333e+09
  5.5968e+01   5.6564e+01   4.0333e+00   4.8094e-06  -8.9966e-06   1.7259e-05   6.2600e+08   3.6423e+09
  7.0460e+01   7.1207e+01   4.2635e+00   2.0174e-05   2.6596e-06   1.7763e-05   9.7475e+08   5.6706e+09
  8.8703e+01   8.9642e+01   4.4938e+00   9.4488e-06  -3.0005e-06   2.1119e-05   1.5130e+09   8.8058e+09
  1.1167e+02   1.1286e+02   4.7240e+00   5.6093e-06   2.9925e-06   2.5235e-05   2.3464e+09   1.3662e+10
  1.4059e+02   1.4207e+02   4.9542e+00   1.5616e-05  -6.3967e-06   2.8336e-05   3.6270e+09   2.1125e+10
  1.7699e+02   1.7884e+02   5.1844e+00   7.5418e-06  -1.2345e-05   3.4441e-05   5.5724e+09   3.2467e+10
  2.2281e+02   2.2513e+02   5.4145e+00   3.2424e-06  -2.3145e-05   3.6142e-05   8.4982e+09   4.9511e+10
