## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 18850246.6965278}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8294e+00   1.0382e+00  -5.3580e-02   1.4421e-02   1.7765e+03   1.8771e+03   1.1286e+04
  3.5313e+00   3.5681e+00   1.2701e+00   9.9359e-03   1.1627e-02   2.9165e+03   2.8878e+03   1.7962e+04
  4.4457e+00   4.4959e+00   1.5013e+00  -5.9323e-03   9.3291e-03   4.4590e+03   4.4856e+03   2.7989e+04
  5.5968e+00   5.6533e+00   1.7303e+00   1.4486e-02   7.5337e-03   6.9780e+03   6.8784e+03   4.3578e+04
  7.0460e+00   7.1207e+00   1.9611e+00  -4.9973e-03   6.0600e-03   1.0578e+04   1.0631e+04   6.6048e+04
  8.8703e+00   8.9592e+00   2.1908e+00   4.3862e-04   4.8691e-03   1.6474e+04   1.6467e+04   1.0273e+05
  1.1167e+01   1.1281e+01   2.4213e+00  -1.8114e-02   3.9199e-03   2.4946e+04   2.5407e+04   1.5927e+05
  1.4059e+01   1.4193e+01   2.6508e+00  -4.1532e-02   3.1581e-03   3.7516e+04   3.9142e+04   2.4258e+05
  1.7699e+01   1.7869e+01   2.8811e+00  -1.6830e-02   2.5928e-03   5.7094e+04   5.8072e+04   3.6038e+05
  2.2281e+01   2.2500e+01   3.1115e+00  -1.9351e-02   2.1192e-03   8.5246e+04   8.6928e+04   5.3926e+05
  2.8050e+01   2.8304e+01   3.3410e+00  -1.9024e-02   1.7472e-03   1.2544e+05   1.2788e+05   7.9880e+05
  3.5313e+01   3.5643e+01   3.5716e+00  -4.0824e-03   1.4372e-03   1.8823e+05   1.8900e+05   1.1811e+06
  4.4457e+01   4.4828e+01   3.8008e+00   7.5571e-03   1.2074e-03   2.6981e+05   2.6778e+05   1.6816e+06
  5.5968e+01   5.6431e+01   4.0310e+00   1.2328e-02   1.0185e-03   3.8101e+05   3.7637e+05   2.3550e+06
  7.0460e+01   7.1197e+01   4.2635e+00   5.7540e-03   8.4335e-04   5.5205e+05   5.4890e+05   3.4149e+06
  8.8703e+01   8.9448e+01   4.4916e+00   9.0126e-03   6.9906e-04   8.0607e+05   7.9887e+05   4.9822e+06
  1.1167e+02   1.1276e+02   4.7232e+00   5.9701e-03   5.7352e-04   1.1940e+06   1.1869e+06   7.4081e+06
  1.4059e+02   1.4266e+02   4.9585e+00  -1.3304e-02   4.3379e-04   2.0470e+06   2.0746e+06   1.2984e+07
  1.7699e+02   1.7883e+02   5.1844e+00   4.1098e-03   3.3133e-04   3.5707e+06   3.5561e+06   2.2151e+07
  2.2281e+02   2.2383e+02   5.4088e+00   8.2931e-03   2.8547e-04   4.8302e+06   4.7905e+06   2.9800e+07
