## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 41612592.64702207}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8269e+00   1.0373e+00   5.1307e-02   9.5640e-03   5.2998e+03   5.0412e+03   2.9912e+04
  3.5313e+00   3.5660e+00   1.2696e+00   4.3205e-02   7.7537e-03   8.0014e+03   7.6700e+03   4.5079e+04
  4.4457e+00   4.4886e+00   1.4997e+00   2.4217e-03   6.3109e-03   1.1606e+04   1.1578e+04   6.6950e+04
  5.5968e+00   5.6485e+00   1.7295e+00   2.0652e-02   5.1319e-03   1.7870e+04   1.7509e+04   1.0074e+05
  7.0460e+00   7.1137e+00   1.9601e+00  -3.4537e-02   4.1830e-03   2.5444e+04   2.6354e+04   1.4863e+05
  8.8703e+00   8.9575e+00   2.1906e+00  -5.1570e-02   3.3963e-03   3.7915e+04   3.9976e+04   2.2066e+05
  1.1167e+01   1.1280e+01   2.4211e+00  -7.7570e-02   2.7259e-03   5.7242e+04   6.2055e+04   3.3485e+05
  1.4059e+01   1.4190e+01   2.6506e+00  -8.0521e-02   2.2218e-03   8.5894e+04   9.3416e+04   4.9402e+05
  1.7699e+01   1.7879e+01   2.8817e+00  -8.6392e-02   1.8124e-03   1.2825e+05   1.4037e+05   7.2874e+05
  2.2281e+01   2.2486e+01   3.1109e+00  -9.7784e-02   1.4631e-03   1.9435e+05   2.1542e+05   1.0886e+06
  2.8050e+01   2.8339e+01   3.3422e+00  -1.0703e-01   1.2051e-03   2.8355e+05   3.1754e+05   1.6109e+06
  3.5313e+01   3.5621e+01   3.5709e+00  -1.0593e-01   9.9210e-04   4.1886e+05   4.6849e+05   2.3945e+06
  4.4457e+01   4.4854e+01   3.8014e+00  -1.1765e-01   8.2480e-04   5.9808e+05   6.7783e+05   3.4807e+06
  5.5968e+01   5.6601e+01   4.0340e+00  -8.2412e-02   6.7498e-04   9.2871e+05   1.0121e+06   5.3260e+06
  7.0460e+01   7.1215e+01   4.2637e+00  -7.2099e-02   5.4191e-04   1.4570e+06   1.5702e+06   8.3235e+06
  8.8703e+01   8.9639e+01   4.4938e+00  -5.5544e-02   4.3656e-04   2.2851e+06   2.4195e+06   1.3026e+07
  1.1167e+02   1.1255e+02   4.7214e+00  -4.3622e-02   3.6584e-04   3.2951e+06   3.4454e+06   1.9103e+07
  1.4059e+02   1.4178e+02   4.9523e+00   1.8766e-02   3.1243e-04   4.8127e+06   4.7241e+06   2.7513e+07
  1.7699e+02   1.7813e+02   5.1804e+00   4.8500e-03   2.8083e-04   5.8755e+06   5.8471e+06   3.3819e+07
  2.2281e+02   2.2374e+02   5.4084e+00   1.0358e-02   2.5302e-04   7.2774e+06   7.2028e+06   4.2024e+07
