## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 702441748.6130325}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8316e+00   1.0389e+00   2.7209e-02   3.7293e-03   3.6232e+04   3.5273e+04   2.0905e+05
  3.5313e+00   3.5653e+00   1.2694e+00   2.2892e-02   3.0128e-03   5.5280e+04   5.4043e+04   3.1709e+05
  4.4457e+00   4.4910e+00   1.5002e+00   2.0639e-02   2.4297e-03   8.4812e+04   8.3097e+04   4.8494e+05
  5.5968e+00   5.6534e+00   1.7304e+00   2.0355e-02   1.9596e-03   1.3035e+05   1.2775e+05   7.4414e+05
  7.0460e+00   7.1147e+00   1.9603e+00   2.0763e-03   1.5796e-03   1.9702e+05   1.9661e+05   1.1269e+06
  8.8703e+00   8.9650e+00   2.1914e+00  -2.1338e-03   1.2700e-03   3.0349e+05   3.0414e+05   1.7404e+06
  1.1167e+01   1.1280e+01   2.4211e+00  -4.7164e-03   1.0162e-03   4.7282e+05   4.7506e+05   2.7197e+06
  1.4059e+01   1.4203e+01   2.6515e+00   5.9182e-04   8.2214e-04   7.2619e+05   7.2576e+05   4.1668e+06
  1.7699e+01   1.7881e+01   2.8818e+00  -2.7821e-03   6.6293e-04   1.1131e+06   1.1162e+06   6.3929e+06
  2.2281e+01   2.2505e+01   3.1118e+00  -9.0389e-03   5.3325e-04   1.7095e+06   1.7251e+06   9.8751e+06
  2.8050e+01   2.8352e+01   3.3427e+00  -4.5865e-03   4.2966e-04   2.6450e+06   2.6572e+06   1.5236e+07
  3.5313e+01   3.5675e+01   3.5725e+00   1.2508e-04   3.4670e-04   4.0817e+06   4.0812e+06   2.3503e+07
  4.4457e+01   4.4904e+01   3.8025e+00   2.0784e-03   2.8069e-04   6.2394e+06   6.2265e+06   3.5991e+07
  5.5968e+01   5.6524e+01   4.0327e+00   7.2396e-03   2.2906e-04   9.4175e+06   9.3498e+06   5.4414e+07
  7.0460e+01   7.1137e+01   4.2626e+00   1.2270e-02   1.8750e-04   1.4125e+07   1.3954e+07   8.1454e+07
  8.8703e+01   8.9565e+01   4.4930e+00   1.2825e-02   1.5399e-04   2.0953e+07   2.0687e+07   1.2101e+08
  1.1167e+02   1.1280e+02   4.7236e+00   6.0691e-03   1.2534e-04   3.1416e+07   3.1227e+07   1.8092e+08
  1.4059e+02   1.4207e+02   4.9543e+00   1.4039e-02   1.0141e-04   4.8373e+07   4.7703e+07   2.7808e+08
  1.7699e+02   1.7892e+02   5.1849e+00   2.2144e-02   8.1692e-05   7.5134e+07   7.3506e+07   4.3046e+08
  2.2281e+02   2.2531e+02   5.4154e+00   1.9688e-02   6.4469e-05   1.2035e+08   1.1803e+08   6.9058e+08
