## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 258661186.80613336}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8314e+00   1.0389e+00   2.6557e-02   4.1319e-03   2.6577e+04   2.5889e+04   1.6982e+05
  3.5313e+00   3.5659e+00   1.2695e+00   2.5275e-02   3.3365e-03   4.0708e+04   3.9704e+04   2.5860e+05
  4.4457e+00   4.4897e+00   1.4999e+00   1.4891e-02   2.6874e-03   6.2112e+04   6.1201e+04   3.9702e+05
  5.5968e+00   5.6545e+00   1.7306e+00   5.0505e-03   2.1674e-03   9.4566e+04   9.4091e+04   6.0620e+05
  7.0460e+00   7.1167e+00   1.9606e+00   4.8421e-03   1.7562e-03   1.4400e+05   1.4330e+05   9.2353e+05
  8.8703e+00   8.9627e+00   2.1912e+00   1.8400e-02   1.4199e-03   2.2326e+05   2.1923e+05   1.4318e+06
  1.1167e+01   1.1276e+01   2.4208e+00   1.8109e-02   1.1391e-03   3.4678e+05   3.4061e+05   2.2180e+06
  1.4059e+01   1.4198e+01   2.6512e+00   8.3025e-03   9.1907e-04   5.2761e+05   5.2326e+05   3.4018e+06
  1.7699e+01   1.7882e+01   2.8818e+00  -2.2388e-03   7.4126e-04   8.0260e+05   8.0440e+05   5.1965e+06
  2.2281e+01   2.2502e+01   3.1116e+00   8.7159e-03   6.0022e-04   1.2376e+06   1.2269e+06   7.9368e+06
  2.8050e+01   2.8328e+01   3.3419e+00   1.0165e-02   4.8989e-04   1.8604e+06   1.8417e+06   1.1982e+07
  3.5313e+01   3.5647e+01   3.5717e+00   4.1333e-03   4.0204e-04   2.7457e+06   2.7344e+06   1.7724e+07
  4.4457e+01   4.4854e+01   3.8014e+00  -4.1477e-03   3.3384e-04   3.9493e+06   3.9658e+06   2.5437e+07
  5.5968e+01   5.6437e+01   4.0311e+00  -6.0794e-04   2.8173e-04   5.5653e+06   5.5687e+06   3.5338e+07
  7.0460e+01   7.1018e+01   4.2609e+00  -1.2101e-02   2.4124e-04   7.5031e+06   7.5950e+06   4.7443e+07
  8.8703e+01   8.9387e+01   4.4910e+00  -2.4357e-02   2.0773e-04   9.9930e+06   1.0242e+07   6.2777e+07
  1.1167e+02   1.1274e+02   4.7230e+00  -2.7448e-02   1.7347e-04   1.4285e+07   1.4688e+07   9.0536e+07
  1.4059e+02   1.4196e+02   4.9535e+00  -4.0395e-02   1.4107e-04   2.1311e+07   2.2208e+07   1.3722e+08
  1.7699e+02   1.7859e+02   5.1831e+00  -2.2201e-02   1.1779e-04   3.1148e+07   3.1855e+07   2.0166e+08
  2.2281e+02   2.2459e+02   5.4122e+00   5.5508e-03   1.0120e-04   4.3398e+07   4.3159e+07   2.7774e+08
