## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 20142203.72633879}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8309e+00   1.0387e+00  -2.2740e-03   1.2372e-02   2.7857e+03   2.7920e+03   1.7796e+04
  3.5313e+00   3.5678e+00   1.2701e+00  -3.6589e-02   1.0001e-02   4.1160e+03   4.2723e+03   2.7115e+04
  4.4457e+00   4.4947e+00   1.5010e+00  -1.0840e-02   8.0090e-03   6.5902e+03   6.6625e+03   4.2390e+04
  5.5968e+00   5.6548e+00   1.7307e+00  -3.6861e-02   6.4152e-03   1.0001e+04   1.0384e+04   6.4690e+04
  7.0460e+00   7.1164e+00   1.9605e+00  -2.8078e-02   5.1700e-03   1.5539e+04   1.5988e+04   9.9900e+04
  8.8703e+00   8.9617e+00   2.1911e+00  -5.7314e-02   4.1228e-03   2.3701e+04   2.5142e+04   1.5365e+05
  1.1167e+01   1.1283e+01   2.4213e+00  -5.7356e-02   3.3232e-03   3.6477e+04   3.8697e+04   2.3642e+05
  1.4059e+01   1.4208e+01   2.6519e+00  -4.8188e-02   2.7125e-03   5.5286e+04   5.8085e+04   3.5540e+05
  1.7699e+01   1.7876e+01   2.8815e+00  -2.9790e-02   2.2167e-03   8.4384e+04   8.6975e+04   5.2480e+05
  2.2281e+01   2.2458e+01   3.1097e+00  -5.3208e-02   1.8267e-03   1.2125e+05   1.2807e+05   7.6523e+05
  2.8050e+01   2.8294e+01   3.3407e+00  -6.8445e-02   1.5332e-03   1.6935e+05   1.8180e+05   1.0794e+06
  3.5313e+01   3.5625e+01   3.5711e+00  -6.3718e-02   1.2973e-03   2.3773e+05   2.5391e+05   1.5161e+06
  4.4457e+01   4.4798e+01   3.8002e+00  -4.3901e-02   1.1024e-03   3.3622e+05   3.5166e+05   2.1341e+06
  5.5968e+01   5.6512e+01   4.0325e+00  -1.5554e-02   9.2281e-04   4.9403e+05   5.0184e+05   3.0792e+06
  7.0460e+01   7.1145e+01   4.2627e+00  -1.7815e-02   7.5854e-04   7.2951e+05   7.4274e+05   4.5385e+06
  8.8703e+01   8.9554e+01   4.4928e+00  -4.9059e-02   6.2227e-04   1.0495e+06   1.1037e+06   6.5569e+06
  1.1167e+02   1.1310e+02   4.7263e+00  -2.8509e-02   4.9270e-04   1.7102e+06   1.7604e+06   1.0441e+07
  1.4059e+02   1.4227e+02   4.9557e+00  -1.0517e-02   3.7926e-04   2.9399e+06   2.9711e+06   1.8043e+07
  1.7699e+02   1.7843e+02   5.1821e+00  -8.5232e-03   3.0712e-04   4.4923e+06   4.5309e+06   2.7718e+07
  2.2281e+02   2.2218e+02   5.4013e+00   6.4617e-03   3.2028e-04   4.1931e+06   4.1662e+06   2.5749e+07
