## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 167957504.9955922}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8299e+00   1.0383e+00   1.7053e-02   6.2085e-03   1.0643e+04   1.0464e+04   6.2218e+04
  3.5313e+00   3.5660e+00   1.2695e+00   8.7076e-03   5.1138e-03   1.5558e+04   1.5424e+04   9.1001e+04
  4.4457e+00   4.4851e+00   1.4989e+00  -2.4357e-02   4.1871e-03   2.2446e+04   2.3006e+04   1.3280e+05
  5.5968e+00   5.6512e+00   1.7300e+00  -1.9665e-02   3.4401e-03   3.3412e+04   3.4082e+04   1.9758e+05
  7.0460e+00   7.1152e+00   1.9603e+00  -1.9538e-02   2.8267e-03   4.9492e+04   5.0478e+04   2.8751e+05
  8.8703e+00   8.9673e+00   2.1917e+00  -2.3047e-02   2.2846e-03   7.5495e+04   7.7276e+04   4.3990e+05
  1.1167e+01   1.1282e+01   2.4213e+00  -2.2454e-02   1.8182e-03   1.1927e+05   1.2201e+05   6.9491e+05
  1.4059e+01   1.4196e+01   2.6510e+00  -3.8526e-05   1.5038e-03   1.7835e+05   1.7836e+05   1.0245e+06
  1.7699e+01   1.7900e+01   2.8828e+00   1.0249e-02   1.2328e-03   2.6810e+05   2.6538e+05   1.5351e+06
  2.2281e+01   2.2484e+01   3.1108e+00   2.0893e-02   9.8961e-04   4.2046e+05   4.1186e+05   2.3893e+06
  2.8050e+01   2.8338e+01   3.3422e+00   8.5365e-03   8.1794e-04   6.0802e+05   6.0287e+05   3.4899e+06
  3.5313e+01   3.5644e+01   3.5716e+00  -2.2466e-03   6.6473e-04   9.1078e+05   9.1283e+05   5.2676e+06
  4.4457e+01   4.4896e+01   3.8023e+00   3.6461e-03   5.4140e-04   1.3811e+06   1.3761e+06   7.9271e+06
  5.5968e+01   5.6553e+01   4.0332e+00   3.4784e-02   4.4102e-04   2.1459e+06   2.0737e+06   1.2196e+07
  7.0460e+01   7.1248e+01   4.2642e+00   4.2746e-02   3.5525e-04   3.3325e+06   3.1959e+06   1.8795e+07
  8.8703e+01   8.9565e+01   4.4930e+00   4.2561e-02   2.8744e-04   5.0897e+06   4.8819e+06   2.8627e+07
  1.1167e+02   1.1295e+02   4.7249e+00   2.2730e-02   2.2745e-04   7.9740e+06   7.7968e+06   4.5099e+07
  1.4059e+02   1.4220e+02   4.9552e+00   1.2153e-02   1.7752e-04   1.2954e+07   1.2798e+07   7.3564e+07
  1.7699e+02   1.7879e+02   5.1842e+00   2.8644e-03   1.4149e-04   2.0206e+07   2.0149e+07   1.1552e+08
  2.2281e+02   2.2454e+02   5.4120e+00   5.6951e-03   1.1814e-04   2.9065e+07   2.8900e+07   1.6717e+08
