## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 20619005.085791104}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8299e+00   1.0384e+00   3.8791e-02   1.0066e-02   4.3501e+03   4.1877e+03   2.6377e+04
  3.5313e+00   3.5665e+00   1.2697e+00   1.5652e-02   8.1435e-03   6.4980e+03   6.3978e+03   4.0302e+04
  4.4457e+00   4.4931e+00   1.5007e+00   1.7799e-02   6.5627e-03   1.0026e+04   9.8511e+03   6.2028e+04
  5.5968e+00   5.6509e+00   1.7299e+00   2.0267e-02   5.3263e-03   1.5259e+04   1.4955e+04   9.6087e+04
  7.0460e+00   7.1169e+00   1.9606e+00   2.5217e-02   4.3249e-03   2.3255e+04   2.2683e+04   1.4670e+05
  8.8703e+00   8.9686e+00   2.1918e+00   1.8166e-02   3.5226e-03   3.4813e+04   3.4192e+04   2.1942e+05
  1.1167e+01   1.1271e+01   2.4203e+00   2.3147e-02   2.8254e-03   5.4378e+04   5.3148e+04   3.4138e+05
  1.4059e+01   1.4197e+01   2.6511e+00   3.8220e-02   2.3262e-03   8.1408e+04   7.8411e+04   5.0938e+05
  1.7699e+01   1.7864e+01   2.8808e+00   3.9078e-02   1.9188e-03   1.1974e+05   1.1524e+05   7.4269e+05
  2.2281e+01   2.2492e+01   3.1112e+00   5.7595e-02   1.5765e-03   1.8054e+05   1.7071e+05   1.0931e+06
  2.8050e+01   2.8291e+01   3.3405e+00   3.5815e-02   1.3166e-03   2.5354e+05   2.4477e+05   1.5176e+06
  3.5313e+01   3.5577e+01   3.5697e+00   5.4278e-02   1.1186e-03   3.5749e+05   3.3909e+05   2.0819e+06
  4.4457e+01   4.4767e+01   3.7995e+00   2.3102e-02   9.6845e-04   4.6283e+05   4.5238e+05   2.7706e+06
  5.5968e+01   5.6427e+01   4.0309e+00  -1.3395e-03   8.3427e-04   6.0878e+05   6.0959e+05   3.6965e+06
  7.0460e+01   7.0975e+01   4.2603e+00   3.1790e-02   7.2464e-04   8.3370e+05   8.0801e+05   5.1074e+06
  8.8703e+01   8.9109e+01   4.4878e+00  -3.7427e-03   6.5389e-04   9.8858e+05   9.9230e+05   6.2705e+06
  1.1167e+02   1.1280e+02   4.7236e+00   6.4191e-02   5.7582e-04   1.3618e+06   1.2796e+06   8.2321e+06
  1.4059e+02   1.4221e+02   4.9553e+00   4.7324e-02   4.5003e-04   2.1941e+06   2.0949e+06   1.3176e+07
  1.7699e+02   1.7859e+02   5.1830e+00   2.8745e-02   3.6244e-04   3.3227e+06   3.2298e+06   2.0209e+07
  2.2281e+02   2.2098e+02   5.3961e+00  -4.2932e-02   3.3764e-04   3.5620e+06   3.7217e+06   2.2984e+07
