## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 46702684.7495573}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8308e+00   1.0387e+00   8.7168e-02   1.0632e-02   4.9962e+03   4.5956e+03   2.6339e+04
  3.5313e+00   3.5686e+00   1.2703e+00   5.3934e-02   8.5531e-03   7.4843e+03   7.1013e+03   3.9759e+04
  4.4457e+00   4.4889e+00   1.4997e+00   4.4285e-02   6.8977e-03   1.1402e+04   1.0919e+04   6.1001e+04
  5.5968e+00   5.6514e+00   1.7300e+00   4.0030e-02   5.6350e-03   1.7015e+04   1.6360e+04   9.2534e+04
  7.0460e+00   7.1102e+00   1.9596e+00   3.6451e-02   4.5977e-03   2.5471e+04   2.4575e+04   1.3998e+05
  8.8703e+00   8.9692e+00   2.1919e+00   5.2317e-02   3.7554e-03   3.8762e+04   3.6835e+04   2.1306e+05
  1.1167e+01   1.1276e+01   2.4207e+00   4.4266e-02   3.0616e-03   5.7874e+04   5.5421e+04   3.2237e+05
  1.4059e+01   1.4197e+01   2.6511e+00   8.5148e-02   2.5115e-03   8.9371e+04   8.2359e+04   4.8170e+05
  1.7699e+01   1.7859e+01   2.8806e+00   7.2734e-02   2.0708e-03   1.2996e+05   1.2114e+05   7.1236e+05
  2.2281e+01   2.2461e+01   3.1098e+00   3.1141e-02   1.7292e-03   1.7915e+05   1.7374e+05   1.0041e+06
  2.8050e+01   2.8238e+01   3.3387e+00   2.9090e-02   1.4943e-03   2.3942e+05   2.3265e+05   1.3295e+06
  3.5313e+01   3.5572e+01   3.5696e+00  -3.2488e-03   1.3320e-03   2.9184e+05   2.9279e+05   1.6430e+06
  4.4457e+01   4.4672e+01   3.7973e+00  -3.4754e-03   1.2005e-03   3.5920e+05   3.6045e+05   2.0010e+06
  5.5968e+01   5.6363e+01   4.0298e+00  -2.4315e-02   1.0548e-03   4.5560e+05   4.6695e+05   2.5157e+06
  7.0460e+01   7.1018e+01   4.2609e+00  -2.6543e-02   9.3381e-04   5.7993e+05   5.9574e+05   3.2700e+06
  8.8703e+01   8.9688e+01   4.4944e+00   2.2384e-03   7.7038e-04   8.7729e+05   8.7533e+05   4.9217e+06
  1.1167e+02   1.1293e+02   4.7248e+00  -6.9250e-03   6.1304e-04   1.3727e+06   1.3823e+06   7.6377e+06
  1.4059e+02   1.4306e+02   4.9613e+00  -2.7502e-02   4.5359e-04   2.4556e+06   2.5250e+06   1.3832e+07
  1.7699e+02   1.8068e+02   5.1947e+00  -1.4626e-02   2.8376e-04   6.3575e+06   6.4519e+06   3.5656e+07
  2.2281e+02   2.2432e+02   5.4110e+00   1.5241e-02   2.0611e-04   1.2415e+07   1.2229e+07   6.8824e+07
