## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 278086062.4916854}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8323e+00   1.0392e+00   4.1049e-02   4.4272e-03   2.5641e+04   2.4630e+04   1.2996e+05
  3.5313e+00   3.5671e+00   1.2699e+00   1.4538e-02   3.5538e-03   3.8780e+04   3.8224e+04   2.0065e+05
  4.4457e+00   4.4915e+00   1.5003e+00   1.9711e-02   2.8466e-03   6.0750e+04   5.9576e+04   3.1482e+05
  5.5968e+00   5.6560e+00   1.7308e+00   1.2358e-02   2.2710e-03   9.4760e+04   9.3603e+04   4.9314e+05
  7.0460e+00   7.1219e+00   1.9613e+00   1.8764e-02   1.8153e-03   1.4924e+05   1.4649e+05   7.7400e+05
  8.8703e+00   8.9632e+00   2.1912e+00   1.7302e-02   1.4446e-03   2.3532e+05   2.3131e+05   1.2138e+06
  1.1167e+01   1.1289e+01   2.4219e+00   1.5128e-02   1.1525e-03   3.6894e+05   3.6344e+05   1.9157e+06
  1.4059e+01   1.4202e+01   2.6515e+00   1.3306e-02   9.2296e-04   5.7424e+05   5.6670e+05   2.9791e+06
  1.7699e+01   1.7880e+01   2.8818e+00   9.1890e-03   7.4069e-04   8.8802e+05   8.7994e+05   4.6245e+06
  2.2281e+01   2.2515e+01   3.1122e+00   1.0945e-02   5.9485e-04   1.3792e+06   1.3643e+06   7.1679e+06
  2.8050e+01   2.8342e+01   3.3424e+00   1.1376e-02   4.7905e-04   2.1275e+06   2.1036e+06   1.1058e+07
  3.5313e+01   3.5679e+01   3.5726e+00   1.0879e-02   3.8623e-04   3.2714e+06   3.2362e+06   1.7024e+07
  4.4457e+01   4.4906e+01   3.8026e+00   1.7732e-02   3.1341e-04   5.0018e+06   4.9147e+06   2.6003e+07
  5.5968e+01   5.6515e+01   4.0325e+00   3.2739e-02   2.5677e-04   7.5616e+06   7.3219e+06   3.9100e+07
  7.0460e+01   7.1104e+01   4.2622e+00   3.9035e-02   2.1200e-04   1.1160e+07   1.0741e+07   5.7397e+07
  8.8703e+01   8.9481e+01   4.4920e+00   3.5111e-02   1.7662e-04   1.6018e+07   1.5475e+07   8.2410e+07
  1.1167e+02   1.1258e+02   4.7217e+00   1.6418e-02   1.4864e-04   2.2207e+07   2.1849e+07   1.1508e+08
  1.4059e+02   1.4171e+02   4.9518e+00   1.1726e-02   1.2676e-04   3.0395e+07   3.0043e+07   1.5764e+08
  1.7699e+02   1.7845e+02   5.1823e+00  -1.9797e-03   1.0843e-04   4.0981e+07   4.1062e+07   2.1331e+08
  2.2281e+02   2.2387e+02   5.4090e+00  -1.6341e-02   9.5164e-05   5.2434e+07   5.3305e+07   2.7418e+08
