## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8311e+00   1.0387e+00   7.4565e-04   3.5558e-04   8.5947e-04   4.4710e+04   4.4710e+04
  3.5313e+00   3.5653e+00   1.2694e+00   1.6853e-03  -7.2265e-04   6.9885e-04   6.7623e+04   6.7623e+04
  4.4457e+00   4.4921e+00   1.5005e+00   6.7484e-04  -3.5335e-04   5.6284e-04   1.0426e+05   1.0426e+05
  5.5968e+00   5.6543e+00   1.7305e+00   2.1115e-04  -1.8989e-04   4.5480e-04   1.5967e+05   1.5967e+05
  7.0460e+00   7.1139e+00   1.9601e+00  -3.6196e-04  -1.0522e-04   3.6849e-04   2.4322e+05   2.4322e+05
  8.8703e+00   8.9699e+00   2.1920e+00   4.0708e-04  -2.9073e-04   2.9609e-04   3.7672e+05   3.7672e+05
  1.1167e+01   1.1277e+01   2.4209e+00  -4.3368e-04  -9.2331e-05   2.3619e-04   5.9202e+05   5.9202e+05
  1.4059e+01   1.4201e+01   2.6513e+00  -1.4164e-05   1.6236e-04   1.9297e-04   8.8696e+05   8.8696e+05
  1.7699e+01   1.7876e+01   2.8815e+00  -4.2804e-05   3.4249e-05   1.5703e-04   1.3394e+06   1.3394e+06
  2.2281e+01   2.2497e+01   3.1114e+00   3.8631e-05  -2.3823e-04   1.2728e-04   2.0387e+06   2.0387e+06
  2.8050e+01   2.8320e+01   3.3416e+00   3.1406e-04  -4.1305e-04   1.0523e-04   2.9823e+06   2.9823e+06
  3.5313e+01   3.5627e+01   3.5711e+00   4.3299e-04   4.9557e-05   8.7038e-05   4.3596e+06   4.3596e+06
  4.4457e+01   4.4815e+01   3.8006e+00  -8.2980e-05  -2.3602e-05   7.3873e-05   6.0519e+06   6.0519e+06
  5.5968e+01   5.6347e+01   4.0295e+00  -1.3035e-04   1.3946e-04   6.4329e-05   7.9810e+06   7.9810e+06
  7.0460e+01   7.1042e+01   4.2613e+00  -3.2300e-04   3.7546e-04   5.6229e-05   1.0446e+07   1.0446e+07
  8.8703e+01   8.9601e+01   4.4934e+00  -2.3780e-04  -2.6396e-04   4.6803e-05   1.5077e+07   1.5077e+07
  1.1167e+02   1.1290e+02   4.7245e+00   1.9508e-04  -3.4603e-04   3.7782e-05   2.3137e+07   2.3137e+07
  1.4059e+02   1.4210e+02   4.9545e+00   5.9044e-04   4.2225e-04   2.9756e-05   3.7301e+07   3.7301e+07
  1.7699e+02   1.7805e+02   5.1800e+00   9.0995e-04   8.0947e-05   2.5288e-05   5.1644e+07   5.1644e+07
  2.2281e+02   2.2437e+02   5.4112e+00   1.2370e-03   1.0484e-04   2.3092e-05   6.1938e+07   6.1938e+07
