## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8335e+00   1.0396e+00  -3.4140e-04  -1.3970e-04   4.3670e-04   1.6905e+05   1.6905e+05
  3.5313e+00   3.5686e+00   1.2703e+00  -7.0240e-05   9.8005e-05   3.5093e-04   2.6178e+05   2.6178e+05
  4.4457e+00   4.4921e+00   1.5005e+00   6.6667e-05   7.1058e-04   2.8083e-04   4.0878e+05   4.0878e+05
  5.5968e+00   5.6559e+00   1.7308e+00   4.4140e-05   9.5575e-05   2.2489e-04   6.3748e+05   6.3748e+05
  7.0460e+00   7.1183e+00   1.9608e+00   2.9429e-05   8.2639e-05   1.8001e-04   9.9494e+05   9.9494e+05
  8.8703e+00   8.9664e+00   2.1916e+00  -1.3242e-05  -4.5478e-05   1.4404e-04   1.5539e+06   1.5539e+06
  1.1167e+01   1.1282e+01   2.4213e+00   1.0166e-04  -1.4774e-04   1.1489e-04   2.4425e+06   2.4425e+06
  1.4059e+01   1.4202e+01   2.6514e+00  -5.6517e-05   9.8344e-05   9.2773e-05   3.7458e+06   3.7458e+06
  1.7699e+01   1.7885e+01   2.8820e+00  -8.5850e-05   3.5306e-05   7.4793e-05   5.7632e+06   5.7632e+06
  2.2281e+01   2.2498e+01   3.1115e+00  -1.0379e-04  -1.1292e-04   6.0547e-05   8.7944e+06   8.7944e+06
  2.8050e+01   2.8325e+01   3.3418e+00  -1.1928e-04   3.3790e-05   4.9525e-05   1.3144e+07   1.3144e+07
  3.5313e+01   3.5630e+01   3.5712e+00  -2.3314e-05  -1.0276e-04   4.0996e-05   1.9183e+07   1.9183e+07
  4.4457e+01   4.4822e+01   3.8007e+00   1.2765e-04   1.8176e-06   3.4547e-05   2.7012e+07   2.7012e+07
  5.5968e+01   5.6381e+01   4.0301e+00   1.4951e-04   5.1148e-05   2.9753e-05   3.6419e+07   3.6419e+07
  7.0460e+01   7.0872e+01   4.2589e+00   2.3815e-04  -5.4954e-05   2.6335e-05   4.6486e+07   4.6486e+07
  8.8703e+01   8.9135e+01   4.4882e+00   5.4913e-04  -1.2444e-04   2.4314e-05   5.4533e+07   5.4533e+07
  1.1167e+02   1.1219e+02   4.7182e+00   1.1315e-03  -2.1778e-04   2.2841e-05   6.1796e+07   6.1796e+07
  1.4059e+02   1.4151e+02   4.9504e+00   1.3620e-03  -5.3289e-04   2.0847e-05   7.4179e+07   7.4179e+07
  1.7699e+02   1.7844e+02   5.1822e+00   9.7378e-04  -3.9168e-04   1.8234e-05   9.6962e+07   9.6962e+07
  2.2281e+02   2.2605e+02   5.4187e+00   1.1144e-03  -5.5658e-05   1.4251e-05   1.5874e+08   1.5874e+08
