## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8320e+00   1.0391e+00   6.9696e-04  -1.0627e-03   7.3996e-04   5.9849e+04   3.2174e+05
  3.5313e+00   3.5678e+00   1.2701e+00   7.2739e-04  -1.2583e-04   5.9100e-04   9.3819e+04   5.0116e+05
  4.4457e+00   4.4919e+00   1.5004e+00   5.2244e-04  -2.7173e-05   4.7264e-04   1.4669e+05   7.8412e+05
  5.5968e+00   5.6561e+00   1.7308e+00   2.2537e-04  -1.3693e-04   3.8024e-04   2.2664e+05   1.2207e+06
  7.0460e+00   7.1197e+00   1.9610e+00   2.3370e-04   1.1440e-05   3.0308e-04   3.5674e+05   1.9121e+06
  8.8703e+00   8.9682e+00   2.1918e+00   2.6272e-04  -4.7840e-05   2.4186e-04   5.6022e+05   3.0052e+06
  1.1167e+01   1.1285e+01   2.4215e+00   4.9047e-04   1.3004e-04   1.9244e-04   8.8483e+05   4.7470e+06
  1.4059e+01   1.4207e+01   2.6518e+00   7.8340e-05   1.4475e-04   1.5425e-04   1.3773e+06   7.4021e+06
  1.7699e+01   1.7887e+01   2.8821e+00   7.6027e-05  -6.8600e-05   1.2327e-04   2.1565e+06   1.1545e+07
  2.2281e+01   2.2519e+01   3.1124e+00   1.2479e-04  -8.8144e-05   9.8382e-05   3.3856e+06   1.8110e+07
  2.8050e+01   2.8350e+01   3.3426e+00   2.7085e-04  -1.9055e-05   7.8760e-05   5.2827e+06   2.8247e+07
  3.5313e+01   3.5690e+01   3.5729e+00  -1.4083e-05   1.3686e-04   6.2907e-05   8.2806e+06   4.4244e+07
  4.4457e+01   4.4934e+01   3.8032e+00  -3.9487e-05  -2.9581e-05   5.0181e-05   1.3013e+07   6.9384e+07
  5.5968e+01   5.6577e+01   4.0336e+00  -1.1698e-04  -3.3104e-05   4.0087e-05   2.0392e+07   1.0890e+08
  7.0460e+01   7.1223e+01   4.2638e+00  -1.1214e-04  -6.6148e-05   3.1911e-05   3.2180e+07   1.7224e+08
  8.8703e+01   8.9663e+01   4.4940e+00   9.7860e-05  -9.9872e-05   2.5439e-05   5.0636e+07   2.7089e+08
  1.1167e+02   1.1288e+02   4.7243e+00   1.7183e-04  -1.2273e-04   2.0318e-05   7.9378e+07   4.2395e+08
  1.4059e+02   1.4211e+02   4.9546e+00   4.6850e-04  -7.9165e-05   1.6232e-05   1.2438e+08   6.6194e+08
  1.7699e+02   1.7882e+02   5.1844e+00   4.5918e-04  -3.7128e-05   1.3081e-05   1.9151e+08   1.0228e+09
  2.2281e+02   2.2468e+02   5.4127e+00   3.0550e-04  -1.4715e-04   1.0744e-05   2.8390e+08   1.5196e+09
