## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8317e+00   1.0390e+00  -9.1293e-04   3.3283e-03   2.7971e-03   4.1272e+03   2.8411e+04
  3.5313e+00   3.5676e+00   1.2700e+00  -2.5368e-05  -1.0948e-03   2.2697e-03   6.2680e+03   4.3331e+04
  4.4457e+00   4.4940e+00   1.5008e+00   8.7327e-04  -1.1569e-04   1.8637e-03   9.2960e+03   6.4990e+04
  5.5968e+00   5.6509e+00   1.7299e+00   8.5440e-04   7.8165e-04   1.5176e-03   1.4021e+04   9.8793e+04
  7.0460e+00   7.1137e+00   1.9601e+00  -7.5234e-05   1.7758e-04   1.2238e-03   2.1561e+04   1.5010e+05
  8.8703e+00   8.9744e+00   2.1925e+00   6.0322e-05  -1.9745e-04   9.8094e-04   3.3557e+04   2.3121e+05
  1.1167e+01   1.1257e+01   2.4191e+00   2.9044e-04  -3.3112e-05   7.9166e-04   5.1523e+04   3.5880e+05
  1.4059e+01   1.4177e+01   2.6497e+00  -1.0189e-03  -4.3251e-04   6.6131e-04   7.3834e+04   5.2037e+05
  1.7699e+01   1.7872e+01   2.8813e+00   4.2361e-05  -1.0423e-04   5.4636e-04   1.0817e+05   7.6338e+05
  2.2281e+01   2.2467e+01   3.1101e+00   1.6425e-05  -5.3093e-04   4.4658e-04   1.6191e+05   1.1456e+06
  2.8050e+01   2.8331e+01   3.3420e+00   1.9676e-04  -9.5758e-04   3.7176e-04   2.3364e+05   1.6537e+06
  3.5313e+01   3.5606e+01   3.5705e+00  -1.4860e-04  -6.0988e-04   3.1176e-04   3.3222e+05   2.3052e+06
  4.4457e+01   4.4720e+01   3.7984e+00   4.2803e-05  -1.1574e-03   2.6982e-04   4.4355e+05   3.0961e+06
  5.5968e+01   5.6205e+01   4.0270e+00  -5.7878e-04  -1.3332e-03   2.4817e-04   5.2431e+05   3.7209e+06
  7.0460e+01   7.0920e+01   4.2595e+00  -3.6329e-04  -1.0220e-03   2.2814e-04   6.2039e+05   4.4058e+06
  8.8703e+01   8.9639e+01   4.4938e+00  -2.5125e-04  -4.7408e-04   1.9290e-04   8.6782e+05   6.0153e+06
  1.1167e+02   1.1304e+02   4.7258e+00   1.0084e-04  -5.2808e-04   1.5192e-04   1.3991e+06   9.6197e+06
  1.4059e+02   1.4212e+02   4.9546e+00   3.1712e-04  -3.4419e-04   1.1935e-04   2.2669e+06   1.5870e+07
  1.7699e+02   1.7965e+02   5.1889e+00  -5.9887e-04  -5.0668e-04   9.1696e-05   3.8404e+06   2.7228e+07
  2.2281e+02   2.2464e+02   5.4124e+00  -2.8480e-04  -3.6075e-04   6.8688e-05   6.8439e+06   4.7950e+07
