## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8320e+00   1.0390e+00  -7.1498e-04   1.0849e-03   5.5789e-03   1.0529e+03   5.9340e+03
  3.5313e+00   3.5614e+00   1.2682e+00  -4.0025e-03  -4.8535e-03   4.6832e-03   1.4941e+03   8.2090e+03
  4.4457e+00   4.4813e+00   1.4980e+00  -1.1685e-04  -2.7484e-03   3.8352e-03   2.2280e+03   1.1780e+04
  5.5968e+00   5.6446e+00   1.7288e+00  -2.4310e-03  -5.6972e-04   3.2714e-03   3.0621e+03   1.5853e+04
  7.0460e+00   7.1012e+00   1.9584e+00  -3.2682e-03  -3.9685e-04   2.8403e-03   4.0620e+03   2.1868e+04
  8.8703e+00   8.9576e+00   2.1905e+00  -1.5972e-03  -2.4649e-04   2.4242e-03   5.5763e+03   2.9704e+04
  1.1167e+01   1.1219e+01   2.4157e+00   1.1288e-03   3.3663e-04   2.0792e-03   7.5803e+03   4.1861e+04
  1.4059e+01   1.4135e+01   2.6467e+00   1.7228e-03   3.3060e-03   1.9087e-03   8.9951e+03   5.0349e+04
  1.7699e+01   1.7903e+01   2.8829e+00   2.0425e-03   8.2530e-04   1.6472e-03   1.2077e+04   6.7980e+04
  2.2281e+01   2.2522e+01   3.1126e+00   9.4860e-04   4.2326e-05   1.2253e-03   2.1827e+04   1.2333e+05
  2.8050e+01   2.8180e+01   3.3366e+00   4.0388e-03   4.3748e-04   1.0677e-03   2.8744e+04   1.6450e+05
  3.5313e+01   3.5375e+01   3.5639e+00   3.2522e-03   7.3383e-04   1.0327e-03   3.0728e+04   1.8280e+05
  4.4457e+01   4.4898e+01   3.8023e+00  -1.4504e-04  -7.0676e-04   8.8746e-04   4.1608e+04   2.4333e+05
  5.5968e+01   5.6318e+01   4.0289e+00   7.4326e-04   4.7185e-04   7.6124e-04   5.6550e+04   3.3346e+05
  7.0460e+01   7.1109e+01   4.2622e+00   9.3180e-04  -1.0653e-03   6.6766e-04   7.3513e+04   4.4069e+05
  8.8703e+01   8.8644e+01   4.4827e+00  -2.8078e-05  -1.3862e-03   6.2421e-04   8.4106e+04   5.1787e+05
  1.1167e+02   1.1324e+02   4.7274e+00   6.0976e-04  -2.7397e-04   5.8063e-04   9.7202e+04   5.8011e+05
  1.4059e+02   1.4141e+02   4.9496e+00   1.3619e-03   2.1690e-03   4.8437e-04   1.3968e+05   8.1106e+05
  1.7699e+02   1.7923e+02   5.1866e+00   1.5935e-03   1.6129e-03   4.1942e-04   1.8629e+05   1.0925e+06
  2.2281e+02   2.2196e+02   5.4004e+00   2.0319e-03   1.2097e-03   3.6986e-04   2.3956e+05   1.3492e+06
