## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8322e+00   1.0391e+00   1.7771e-04  -6.3402e-05   1.8946e-04   9.0936e+05   9.0936e+05
  3.5313e+00   3.5672e+00   1.2699e+00   4.1019e-05  -5.8500e-05   1.5306e-04   1.3933e+06   1.3933e+06
  4.4457e+00   4.4914e+00   1.5003e+00  -3.0412e-04  -5.7909e-05   1.2335e-04   2.1452e+06   2.1452e+06
  5.5968e+00   5.6537e+00   1.7304e+00  -2.5147e-04   5.5677e-05   9.9552e-05   3.2935e+06   3.2935e+06
  7.0460e+00   7.1178e+00   1.9607e+00  -1.7829e-04  -8.1011e-05   8.0372e-05   5.0529e+06   5.0529e+06
  8.8703e+00   8.9684e+00   2.1918e+00  -5.6059e-05  -7.3259e-05   6.4209e-05   7.9169e+06   7.9169e+06
  1.1167e+01   1.1279e+01   2.4210e+00  -1.2832e-04  -8.4288e-07   5.1232e-05   1.2435e+07   1.2435e+07
  1.4059e+01   1.4198e+01   2.6511e+00  -1.3522e-04   8.8061e-05   4.1686e-05   1.8783e+07   1.8783e+07
  1.7699e+01   1.7891e+01   2.8823e+00  -1.1622e-04   1.0251e-04   3.3669e-05   2.8793e+07   2.8793e+07
  2.2281e+01   2.2493e+01   3.1112e+00   4.0552e-05  -3.0803e-05   2.7120e-05   4.4377e+07   4.4377e+07
  2.8050e+01   2.8340e+01   3.3423e+00   6.9707e-05  -8.2550e-05   2.2234e-05   6.6027e+07   6.6027e+07
  3.5313e+01   3.5654e+01   3.5719e+00   1.4523e-04  -1.0799e-04   1.8189e-05   9.8653e+07   9.8653e+07
  4.4457e+01   4.4875e+01   3.8018e+00   1.9353e-04  -1.0853e-04   1.4949e-05   1.4607e+08   1.4607e+08
  5.5968e+01   5.6499e+01   4.0322e+00   2.2587e-04  -5.0647e-06   1.2280e-05   2.1645e+08   2.1645e+08
  7.0460e+01   7.1111e+01   4.2622e+00   4.4910e-04   9.0193e-05   1.0182e-05   3.1485e+08   3.1485e+08
  8.8703e+01   8.9520e+01   4.4924e+00   5.9139e-04   2.6153e-04   8.4522e-06   4.5689e+08   4.5689e+08
  1.1167e+02   1.1284e+02   4.7239e+00   6.3313e-04   4.4691e-04   6.9385e-06   6.7798e+08   6.7798e+08
  1.4059e+02   1.4228e+02   4.9558e+00   7.1803e-04   2.8416e-04   5.4645e-06   1.0931e+09   1.0931e+09
  1.7699e+02   1.7899e+02   5.1853e+00   5.5522e-04  -1.1819e-05   4.2498e-06   1.8072e+09   1.8072e+09
  2.2281e+02   2.2497e+02   5.4140e+00   4.7482e-04  -1.8116e-04   3.3957e-06   2.8306e+09   2.8306e+09
