## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8329e+00   1.0394e+00   1.9011e-04  -1.0702e-04   1.5989e-04   1.2949e+06   1.2949e+06
  3.5313e+00   3.5680e+00   1.2701e+00   4.9547e-05  -3.5183e-05   1.2866e-04   1.9998e+06   1.9998e+06
  4.4457e+00   4.4919e+00   1.5004e+00   1.0855e-04  -2.4500e-06   1.0324e-04   3.1059e+06   3.1059e+06
  5.5968e+00   5.6547e+00   1.7306e+00   1.7160e-04  -2.8193e-04   8.2890e-05   4.8181e+06   4.8181e+06
  7.0460e+00   7.1201e+00   1.9610e+00   1.9313e-05  -1.8648e-04   6.6423e-05   7.5032e+06   7.5032e+06
  8.8703e+00   8.9664e+00   2.1916e+00  -2.5372e-05  -7.2803e-05   5.3004e-05   1.1783e+07   1.1783e+07
  1.1167e+01   1.1283e+01   2.4214e+00  -1.0177e-04  -1.0224e-04   4.2204e-05   1.8586e+07   1.8586e+07
  1.4059e+01   1.4203e+01   2.6515e+00  -1.1706e-04  -1.3821e-04   3.3972e-05   2.8685e+07   2.8685e+07
  1.7699e+01   1.7889e+01   2.8822e+00  -7.0330e-05  -5.4956e-05   2.7307e-05   4.4396e+07   4.4396e+07
  2.2281e+01   2.2512e+01   3.1120e+00  -1.2149e-04  -3.6849e-05   2.1822e-05   6.9517e+07   6.9517e+07
  2.8050e+01   2.8342e+01   3.3424e+00  -9.1876e-05  -1.2056e-05   1.7627e-05   1.0654e+08   1.0654e+08
  3.5313e+01   3.5670e+01   3.5723e+00  -7.3140e-05   2.4168e-05   1.4252e-05   1.6298e+08   1.6298e+08
  4.4457e+01   4.4906e+01   3.8026e+00   1.6635e-05   4.4541e-05   1.1546e-05   2.4831e+08   2.4831e+08
  5.5968e+01   5.6529e+01   4.0327e+00   6.6324e-05   3.3533e-05   9.3737e-06   3.7676e+08   3.7676e+08
  7.0460e+01   7.1153e+01   4.2628e+00   6.8768e-06   1.4368e-04   7.6273e-06   5.6904e+08   5.6904e+08
  8.8703e+01   8.9502e+01   4.4922e+00  -1.0935e-04   1.3825e-04   6.3151e-06   8.3009e+08   8.3009e+08
  1.1167e+02   1.1264e+02   4.7221e+00  -2.1728e-04   9.4927e-05   5.3089e-06   1.1746e+09   1.1746e+09
  1.4059e+02   1.4196e+02   4.9535e+00  -1.9726e-04   1.4351e-04   4.4261e-06   1.6898e+09   1.6898e+09
  1.7699e+02   1.7877e+02   5.1841e+00  -2.3950e-05   3.0969e-04   3.5932e-06   2.5639e+09   2.5639e+09
  2.2281e+02   2.2496e+02   5.4139e+00   1.1240e-04   3.1744e-04   2.9532e-06   3.7958e+09   3.7958e+09
