## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8349e+00   1.0402e+00  -2.5099e-03   1.5860e-02   1.1210e-02   2.6098e+02   2.1500e+03
  3.5313e+00   3.5768e+00   1.2725e+00   3.0469e-03  -8.0256e-04   9.6024e-03   3.5570e+02   2.9510e+03
  4.4457e+00   4.4899e+00   1.4999e+00   8.3606e-03   1.5243e-02   7.4874e-03   5.8504e+02   4.4760e+03
  5.5968e+00   5.6637e+00   1.7322e+00  -3.1423e-03   3.7966e-03   6.2271e-03   8.4582e+02   6.7660e+03
  7.0460e+00   7.1158e+00   1.9604e+00   6.3397e-03  -7.8053e-04   5.0042e-03   1.3097e+03   9.9470e+03
  8.8703e+00   8.9817e+00   2.1933e+00   5.8097e-04   3.9387e-03   3.9075e-03   2.1480e+03   1.5359e+04
  1.1167e+01   1.1238e+01   2.4173e+00   8.6317e-04   1.4903e-03   3.2695e-03   3.0682e+03   2.3818e+04
  1.4059e+01   1.4187e+01   2.6504e+00  -1.2869e-03   3.4796e-04   2.6177e-03   4.7863e+03   3.6072e+04
  1.7699e+01   1.7852e+01   2.8801e+00   4.2175e-03  -6.5061e-04   2.2381e-03   6.5479e+03   5.1049e+04
  2.2281e+01   2.2470e+01   3.1102e+00   4.8423e-03   1.3091e-03   1.8795e-03   9.2846e+03   7.0620e+04
  2.8050e+01   2.8320e+01   3.3416e+00   1.9601e-03   7.0666e-04   1.6080e-03   1.2685e+04   1.0025e+05
  3.5313e+01   3.5634e+01   3.5713e+00   4.2808e-04   2.9815e-03   1.3195e-03   1.8838e+04   1.4762e+05
  4.4457e+01   4.4804e+01   3.8003e+00  -4.9511e-04   2.2847e-03   1.0900e-03   2.7607e+04   2.1641e+05
  5.5968e+01   5.6629e+01   4.0345e+00   1.3205e-03   2.6412e-04   8.8213e-04   4.2148e+04   3.1787e+05
  7.0460e+01   7.0769e+01   4.2574e+00   5.5480e-04  -1.5935e-03   7.4067e-04   5.9786e+04   4.2474e+05
  8.8703e+01   8.8873e+01   4.4851e+00   5.2631e-04  -9.3549e-04   7.1786e-04   6.3645e+04   4.2934e+05
  1.1167e+02   1.1266e+02   4.7223e+00   2.8315e-03   6.0981e-04   6.1763e-04   8.5979e+04   5.9114e+05
  1.4059e+02   1.4141e+02   4.9497e+00   1.3308e-03  -1.1206e-04   4.7953e-04   1.4263e+05   9.4775e+05
  1.7699e+02   1.7852e+02   5.1827e+00   1.4891e-04  -9.1945e-04   4.1229e-04   1.9295e+05   1.3405e+06
  2.2281e+02   2.2251e+02   5.4029e+00   6.2567e-04  -1.7522e-04   3.8703e-04   2.1896e+05   1.5449e+06
