## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8325e+00   1.0393e+00   2.2173e-04   6.5350e-04   1.7262e-03   1.0991e+04   6.6184e+04
  3.5313e+00   3.5659e+00   1.2696e+00   7.8722e-04  -1.1898e-04   1.3956e-03   1.6816e+04   1.0102e+05
  4.4457e+00   4.4927e+00   1.5006e+00  -4.4168e-04  -4.9534e-04   1.1267e-03   2.5797e+04   1.5446e+05
  5.5968e+00   5.6556e+00   1.7308e+00   2.6098e-04   1.1809e-03   9.0155e-04   4.0294e+04   2.4072e+05
  7.0460e+00   7.1165e+00   1.9605e+00   5.1325e-04   2.7474e-04   7.2829e-04   6.1747e+04   3.6815e+05
  8.8703e+00   8.9674e+00   2.1917e+00  -7.7506e-04  -8.5052e-04   5.8498e-04   9.5706e+04   5.6867e+05
  1.1167e+01   1.1282e+01   2.4213e+00  -6.6643e-04  -3.5249e-04   4.6779e-04   1.4967e+05   8.8718e+05
  1.4059e+01   1.4205e+01   2.6516e+00  -5.0642e-05  -3.2879e-04   3.7600e-04   2.3166e+05   1.3690e+06
  1.7699e+01   1.7880e+01   2.8818e+00  -9.0518e-05   4.1130e-04   3.0401e-04   3.5435e+05   2.1037e+06
  2.2281e+01   2.2503e+01   3.1117e+00   7.0549e-05  -8.2918e-05   2.4590e-04   5.4163e+05   3.2701e+06
  2.8050e+01   2.8341e+01   3.3423e+00  -1.9318e-04  -4.3619e-04   1.9870e-04   8.2954e+05   4.9942e+06
  3.5313e+01   3.5664e+01   3.5721e+00   4.3527e-05   7.5764e-05   1.6079e-04   1.2668e+06   7.5609e+06
  4.4457e+01   4.4881e+01   3.8020e+00   2.3807e-06  -2.9161e-04   1.3217e-04   1.8748e+06   1.1215e+07
  5.5968e+01   5.6545e+01   4.0331e+00   6.1818e-05  -4.6355e-04   1.0729e-04   2.8453e+06   1.6954e+07
  7.0460e+01   7.1171e+01   4.2631e+00  -7.6322e-05  -1.7742e-04   8.7438e-05   4.2837e+06   2.5635e+07
  8.8703e+01   8.9595e+01   4.4933e+00  -4.0773e-04  -1.4730e-04   7.1334e-05   6.4361e+06   3.8567e+07
  1.1167e+02   1.1272e+02   4.7229e+00  -3.2368e-04  -1.2717e-04   5.8305e-05   9.6340e+06   5.7179e+07
  1.4059e+02   1.4166e+02   4.9514e+00  -1.3943e-04   9.0053e-05   4.9592e-05   1.3317e+07   7.8028e+07
  1.7699e+02   1.7844e+02   5.1822e+00  -2.5647e-04   2.8266e-04   4.3133e-05   1.7604e+07   1.0328e+08
  2.2281e+02   2.2427e+02   5.4108e+00  -2.6966e-04  -1.0878e-05   3.8046e-05   2.2626e+07   1.3495e+08
