## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 814375147.9772623}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8333e+00   1.0395e+00   2.2563e-02   2.7745e-03   2.5353e+04   2.4793e+04   1.6222e+05
  3.5313e+00   3.5685e+00   1.2702e+00   2.2137e-02   2.2120e-03   3.9871e+04   3.9007e+04   2.5414e+05
  4.4457e+00   4.4944e+00   1.5009e+00   1.4247e-02   1.7621e-03   6.2342e+04   6.1466e+04   4.0004e+05
  5.5968e+00   5.6550e+00   1.7306e+00   1.7284e-02   1.4012e-03   9.8886e+04   9.7206e+04   6.3285e+05
  7.0460e+00   7.1213e+00   1.9612e+00   1.2596e-02   1.1139e-03   1.5576e+05   1.5382e+05   9.9640e+05
  8.8703e+00   8.9651e+00   2.1914e+00   9.7002e-03   8.8547e-04   2.4578e+05   2.4342e+05   1.5760e+06
  1.1167e+01   1.1286e+01   2.4217e+00   6.4297e-03   7.0337e-04   3.8825e+05   3.8577e+05   2.4955e+06
  1.4059e+01   1.4210e+01   2.6520e+00   9.4652e-03   5.5922e-04   6.1605e+05   6.1028e+05   3.9507e+06
  1.7699e+01   1.7888e+01   2.8822e+00   1.1520e-02   4.4449e-04   9.7713e+05   9.6601e+05   6.2557e+06
  2.2281e+01   2.2524e+01   3.1126e+00   1.1520e-02   3.5348e-04   1.5450e+06   1.5274e+06   9.8731e+06
  2.8050e+01   2.8350e+01   3.3427e+00   8.1655e-03   2.8117e-04   2.4338e+06   2.4141e+06   1.5557e+07
  3.5313e+01   3.5697e+01   3.5731e+00   5.3649e-03   2.2381e-04   3.8307e+06   3.8103e+06   2.4518e+07
  4.4457e+01   4.4937e+01   3.8033e+00   3.5750e-03   1.7817e-04   6.0336e+06   6.0121e+06   3.8717e+07
  5.5968e+01   5.6564e+01   4.0334e+00   7.3036e-04   1.4202e-04   9.4686e+06   9.4617e+06   6.0911e+07
  7.0460e+01   7.1214e+01   4.2637e+00  -1.0969e-03   1.1338e-04   1.4830e+07   1.4846e+07   9.5467e+07
  8.8703e+01   8.9640e+01   4.4938e+00  -1.6851e-03   9.0802e-05   2.3109e+07   2.3148e+07   1.4836e+08
  1.1167e+02   1.1284e+02   4.7240e+00  -1.8554e-04   7.2976e-05   3.5831e+07   3.5837e+07   2.2935e+08
  1.4059e+02   1.4206e+02   4.9542e+00  -1.2801e-03   5.8764e-05   5.5197e+07   5.5267e+07   3.5352e+08
  1.7699e+02   1.7886e+02   5.1846e+00  -5.0575e-04   4.7238e-05   8.5487e+07   8.5530e+07   5.4764e+08
  2.2281e+02   2.2480e+02   5.4132e+00  -3.0713e-03   3.8733e-05   1.2682e+08   1.2721e+08   8.1553e+08
