## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8309e+00   1.0387e+00  -3.3946e-04  -9.7405e-04   5.5864e-04   1.0279e+05   1.0279e+05
  3.5313e+00   3.5659e+00   1.2695e+00   3.9064e-04  -4.5736e-04   4.5572e-04   1.5446e+05   1.5446e+05
  4.4457e+00   4.4880e+00   1.4995e+00   4.5193e-04   2.7039e-04   3.7087e-04   2.3323e+05   2.3323e+05
  5.5968e+00   5.6504e+00   1.7299e+00   1.9351e-05   4.0156e-04   3.0344e-04   3.4840e+05   3.4840e+05
  7.0460e+00   7.1113e+00   1.9598e+00  -1.1250e-04   3.5998e-05   2.4941e-04   5.1571e+05   5.1571e+05
  8.8703e+00   8.9612e+00   2.1910e+00  -1.8838e-04  -2.3503e-04   2.0437e-04   7.6804e+05   7.6804e+05
  1.1167e+01   1.1273e+01   2.4205e+00  -6.2782e-05  -3.9370e-04   1.6600e-04   1.1641e+06   1.1641e+06
  1.4059e+01   1.4194e+01   2.6509e+00   5.2565e-05  -1.6085e-04   1.3684e-04   1.7131e+06   1.7131e+06
  1.7699e+01   1.7880e+01   2.8817e+00   3.8604e-04  -5.8153e-05   1.1201e-04   2.5570e+06   2.5570e+06
  2.2281e+01   2.2499e+01   3.1115e+00   2.2273e-04  -3.5049e-04   8.9953e-05   3.9645e+06   3.9645e+06
  2.8050e+01   2.8351e+01   3.3427e+00   2.3846e-04  -1.7009e-04   7.3125e-05   5.9992e+06   5.9992e+06
  3.5313e+01   3.5679e+01   3.5726e+00  -7.3155e-05  -1.5059e-04   5.8937e-05   9.2350e+06   9.2350e+06
  4.4457e+01   4.4895e+01   3.8023e+00   6.4120e-05  -2.2776e-04   4.7751e-05   1.4069e+07   1.4069e+07
  5.5968e+01   5.6618e+01   4.0343e+00   1.5966e-04   3.9102e-05   3.7723e-05   2.2543e+07   2.2543e+07
  7.0460e+01   7.1154e+01   4.2628e+00   2.7207e-04   5.8904e-04   3.0298e-05   3.4946e+07   3.4946e+07
  8.8703e+01   8.9648e+01   4.4939e+00  -1.5312e-06   6.3264e-04   2.4597e-05   5.3020e+07   5.3020e+07
  1.1167e+02   1.1300e+02   4.7254e+00  -2.7029e-04   5.1847e-04   1.9505e-05   8.4322e+07   8.4322e+07
  1.4059e+02   1.4226e+02   4.9557e+00  -4.2655e-04   4.9999e-04   1.4998e-05   1.4261e+08   1.4261e+08
  1.7699e+02   1.7920e+02   5.1865e+00  -1.9847e-04   3.4258e-04   1.1568e-05   2.3972e+08   2.3972e+08
  2.2281e+02   2.2491e+02   5.4137e+00  -1.9581e-05   3.7042e-04   9.2309e-06   3.7647e+08   3.7647e+08
