## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8305e+00   1.0385e+00   5.4662e-04   3.0537e-03   8.8909e-04   4.0795e+04   4.0795e+04
  3.5313e+00   3.5623e+00   1.2685e+00  -9.0862e-04  -5.2150e-04   7.3791e-04   5.9224e+04   5.9224e+04
  4.4457e+00   4.4843e+00   1.4987e+00   1.2943e-03   1.5249e-04   6.1367e-04   8.5630e+04   8.5630e+04
  5.5968e+00   5.6432e+00   1.7285e+00   8.5774e-04  -1.1506e-04   5.1208e-04   1.2298e+05   1.2298e+05
  7.0460e+00   7.1004e+00   1.9582e+00   1.3336e-03  -8.0621e-04   4.3714e-04   1.6876e+05   1.6876e+05
  8.8703e+00   8.9722e+00   2.1922e+00   4.4859e-04  -3.6395e-04   3.6648e-04   2.4010e+05   2.4010e+05
  1.1167e+01   1.1252e+01   2.4186e+00  -7.1826e-04  -2.8969e-04   2.9084e-04   3.8122e+05   3.8122e+05
  1.4059e+01   1.4178e+01   2.6497e+00  -4.4056e-04   5.9871e-04   2.5059e-04   5.1353e+05   5.1353e+05
  1.7699e+01   1.7913e+01   2.8835e+00  -3.5532e-04   2.8320e-04   2.0519e-04   7.6592e+05   7.6592e+05
  2.2281e+01   2.2486e+01   3.1109e+00  -3.5264e-04  -1.8625e-05   1.5889e-04   1.2773e+06   1.2773e+06
  2.8050e+01   2.8409e+01   3.3447e+00   2.4237e-04   2.1168e-04   1.2776e-04   1.9757e+06   1.9757e+06
  3.5313e+01   3.5684e+01   3.5727e+00  -2.4789e-04   3.8761e-05   1.0038e-04   3.2002e+06   3.2002e+06
  4.4457e+01   4.4880e+01   3.8020e+00  -3.0659e-04  -1.9297e-04   8.0327e-05   4.9978e+06   4.9978e+06
  5.5968e+01   5.6632e+01   4.0346e+00  -3.8220e-04  -3.6529e-04   6.3573e-05   7.9792e+06   7.9792e+06
  7.0460e+01   7.1142e+01   4.2627e+00  -4.9062e-04  -3.1414e-04   5.1036e-05   1.2381e+07   1.2381e+07
  8.8703e+01   8.9721e+01   4.4947e+00  -3.1345e-04  -1.8695e-04   4.0586e-05   1.9577e+07   1.9577e+07
  1.1167e+02   1.1315e+02   4.7267e+00  -1.6328e-04  -2.0482e-04   3.1868e-05   3.1754e+07   3.1754e+07
  1.4059e+02   1.4228e+02   4.9558e+00   9.9948e-05  -2.6866e-04   2.4493e-05   5.3755e+07   5.3755e+07
  1.7699e+02   1.7937e+02   5.1875e+00   3.2975e-04  -1.6301e-04   1.8347e-05   9.5800e+07   9.5800e+07
  2.2281e+02   2.2508e+02   5.4144e+00   1.5468e-04   1.1115e-05   1.4519e-05   1.5297e+08   1.5297e+08
