## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8332e+00   1.0395e+00   3.4497e-05  -5.8189e-04   1.8694e-04   9.5548e+05   9.5548e+05
  3.5313e+00   3.5681e+00   1.2701e+00   4.4057e-05  -2.9433e-06   1.5027e-04   1.4786e+06   1.4786e+06
  4.4457e+00   4.4914e+00   1.5003e+00  -1.0336e-04   6.5475e-05   1.2068e-04   2.2926e+06   2.2926e+06
  5.5968e+00   5.6550e+00   1.7306e+00   8.1747e-05   3.7432e-05   9.6980e-05   3.5502e+06   3.5502e+06
  7.0460e+00   7.1193e+00   1.9609e+00  -1.3022e-04   1.5577e-04   7.7981e-05   5.4909e+06   5.4909e+06
  8.8703e+00   8.9640e+00   2.1913e+00  -2.1627e-05   1.0446e-04   6.2515e-05   8.5439e+06   8.5439e+06
  1.1167e+01   1.1283e+01   2.4213e+00   6.2910e-05   2.5204e-05   5.0062e-05   1.3323e+07   1.3323e+07
  1.4059e+01   1.4204e+01   2.6516e+00  -4.2939e-06  -7.2580e-05   4.0275e-05   2.0585e+07   2.0585e+07
  1.7699e+01   1.7885e+01   2.8820e+00  -3.7234e-06   9.9525e-05   3.2411e-05   3.1785e+07   3.1785e+07
  2.2281e+01   2.2512e+01   3.1121e+00   1.1871e-04   3.3331e-05   2.5988e-05   4.9439e+07   4.9439e+07
  2.8050e+01   2.8346e+01   3.3425e+00   6.2757e-05   1.8929e-04   2.0915e-05   7.6335e+07   7.6335e+07
  3.5313e+01   3.5681e+01   3.5726e+00  -1.0261e-04   7.0419e-05   1.6811e-05   1.1816e+08   1.1816e+08
  4.4457e+01   4.4910e+01   3.8027e+00  -1.2732e-04   7.0380e-05   1.3543e-05   1.8205e+08   1.8205e+08
  5.5968e+01   5.6527e+01   4.0327e+00  -7.4546e-05   1.1269e-04   1.0976e-05   2.7714e+08   2.7714e+08
  7.0460e+01   7.1169e+01   4.2630e+00  -5.6127e-05   9.0792e-05   8.9305e-06   4.1867e+08   4.1867e+08
  8.8703e+01   8.9624e+01   4.4936e+00  -4.5849e-05   1.7217e-04   7.2243e-06   6.3977e+08   6.3977e+08
  1.1167e+02   1.1288e+02   4.7243e+00  -4.9152e-05  -1.0630e-06   5.7909e-06   9.9570e+08   9.9570e+08
  1.4059e+02   1.4213e+02   4.9548e+00  -2.0286e-04  -1.5617e-04   4.6051e-06   1.5745e+09   1.5745e+09
  1.7699e+02   1.7875e+02   5.1840e+00  -7.7713e-05  -1.9063e-04   3.6844e-06   2.4598e+09   2.4598e+09
  2.2281e+02   2.2431e+02   5.4110e+00   3.7029e-04  -3.1604e-04   3.1382e-06   3.3904e+09   3.3904e+09
