## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8317e+00   1.0389e+00  -9.5528e-05   3.5563e-04   2.8653e-04   3.9831e+05   3.9831e+05
  3.5313e+00   3.5674e+00   1.2699e+00  -3.4342e-04  -4.3663e-04   2.3071e-04   6.1436e+05   6.1436e+05
  4.4457e+00   4.4908e+00   1.5001e+00   9.7334e-05  -9.7178e-05   1.8654e-04   9.3972e+05   9.3972e+05
  5.5968e+00   5.6533e+00   1.7303e+00  -2.8888e-04  -1.0766e-05   1.5040e-04   1.4457e+06   1.4457e+06
  7.0460e+00   7.1178e+00   1.9607e+00  -2.6180e-04   1.1585e-04   1.2157e-04   2.2127e+06   2.2127e+06
  8.8703e+00   8.9667e+00   2.1916e+00  -2.5913e-05   2.1127e-04   9.7701e-05   3.4258e+06   3.4258e+06
  1.1167e+01   1.1281e+01   2.4211e+00   4.1884e-05   3.3362e-04   7.7988e-05   5.3766e+06   5.3766e+06
  1.4059e+01   1.4200e+01   2.6513e+00  -9.6670e-05   9.2658e-05   6.3231e-05   8.1790e+06   8.1790e+06
  1.7699e+01   1.7886e+01   2.8821e+00  -1.1582e-04   1.0585e-04   5.1100e-05   1.2523e+07   1.2523e+07
  2.2281e+01   2.2499e+01   3.1115e+00   1.0287e-04   1.0267e-04   4.1213e-05   1.9253e+07   1.9253e+07
  2.8050e+01   2.8342e+01   3.3423e+00   1.0197e-04   1.2321e-04   3.3499e-05   2.9141e+07   2.9141e+07
  3.5313e+01   3.5649e+01   3.5717e+00   2.4525e-05  -2.2366e-05   2.7340e-05   4.3747e+07   4.3747e+07
  4.4457e+01   4.4860e+01   3.8015e+00   1.1307e-05  -1.9004e-04   2.2617e-05   6.3929e+07   6.3929e+07
  5.5968e+01   5.6454e+01   4.0314e+00  -1.8572e-05  -2.0080e-04   1.8986e-05   9.0721e+07   9.0721e+07
  7.0460e+01   7.1061e+01   4.2615e+00   1.2473e-04  -2.8215e-04   1.6026e-05   1.2733e+08   1.2733e+08
  8.8703e+01   8.9443e+01   4.4916e+00   3.6363e-04  -3.9994e-04   1.3608e-05   1.7660e+08   1.7660e+08
  1.1167e+02   1.1290e+02   4.7244e+00   5.1101e-04  -3.3335e-04   1.1274e-05   2.5727e+08   2.5727e+08
  1.4059e+02   1.4231e+02   4.9560e+00   4.9545e-04  -5.2474e-04   8.7564e-06   4.2649e+08   4.2649e+08
  1.7699e+02   1.7927e+02   5.1869e+00   6.1300e-04  -6.2662e-04   6.6578e-06   7.3774e+08   7.3774e+08
  2.2281e+02   2.2477e+02   5.4130e+00   5.1881e-04  -7.5162e-04   5.3225e-06   1.1543e+09   1.1543e+09
