## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8326e+00   1.0393e+00   4.3582e-04   2.6881e-04   2.0634e-04   7.6085e+05   7.6085e+05
  3.5313e+00   3.5672e+00   1.2699e+00  -1.3117e-04   2.2028e-05   1.6721e-04   1.1585e+06   1.1585e+06
  4.4457e+00   4.4904e+00   1.5000e+00  -3.3946e-04   1.1210e-04   1.3503e-04   1.7765e+06   1.7765e+06
  5.5968e+00   5.6536e+00   1.7304e+00  -3.4430e-04   3.2378e-05   1.0931e-04   2.7110e+06   2.7110e+06
  7.0460e+00   7.1162e+00   1.9605e+00   1.1066e-05   1.1671e-04   8.8594e-05   4.1271e+06   4.1271e+06
  8.8703e+00   8.9631e+00   2.1912e+00  -4.4543e-05   2.0612e-04   7.1565e-05   6.3249e+06   6.3249e+06
  1.1167e+01   1.1280e+01   2.4211e+00  -1.7497e-04   2.3633e-04   5.7519e-05   9.7910e+06   9.7910e+06
  1.4059e+01   1.4206e+01   2.6517e+00  -1.4890e-04   1.2411e-04   4.6328e-05   1.5093e+07   1.5093e+07
  1.7699e+01   1.7884e+01   2.8819e+00  -2.3597e-04   9.7523e-05   3.7230e-05   2.3371e+07   2.3371e+07
  2.2281e+01   2.2508e+01   3.1119e+00   6.9367e-05   2.5986e-05   2.9892e-05   3.6252e+07   3.6252e+07
  2.8050e+01   2.8341e+01   3.3423e+00   2.4293e-04   1.2395e-04   2.4173e-05   5.5438e+07   5.5438e+07
  3.5313e+01   3.5667e+01   3.5722e+00   2.7577e-05   9.1875e-05   1.9580e-05   8.4496e+07   8.4496e+07
  4.4457e+01   4.4901e+01   3.8024e+00  -4.6624e-05   2.3839e-04   1.5918e-05   1.2785e+08   1.2785e+08
  5.5968e+01   5.6502e+01   4.0322e+00   1.1317e-04   2.6643e-04   1.3071e-05   1.8959e+08   1.8959e+08
  7.0460e+01   7.1108e+01   4.2622e+00   1.5817e-04   5.2065e-04   1.0866e-05   2.7438e+08   2.7438e+08
  8.8703e+01   8.9493e+01   4.4921e+00   2.1331e-04   7.5717e-04   9.0929e-06   3.9179e+08   3.9179e+08
  1.1167e+02   1.1263e+02   4.7220e+00   3.2109e-04   9.1268e-04   7.6217e-06   5.5763e+08   5.5763e+08
  1.4059e+02   1.4163e+02   4.9512e+00   2.0098e-04   9.1651e-04   6.5422e-06   7.5685e+08   7.5685e+08
  1.7699e+02   1.7779e+02   5.1785e+00  -1.7229e-05   6.3501e-04   5.9083e-06   9.2796e+08   9.2796e+08
  2.2281e+02   2.2437e+02   5.4112e+00   1.8062e-04   2.6453e-04   5.5500e-06   1.0517e+09   1.0517e+09
