## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8339e+00   1.0397e+00  -1.5537e-03   1.0034e-03   3.2958e+04   1.7665e+05
  3.5313e+00   3.5670e+00   1.2698e+00  -2.1573e-04   8.1365e-04   5.0123e+04   2.7003e+05
  4.4457e+00   4.4906e+00   1.5001e+00  -6.9323e-04   6.5227e-04   7.7994e+04   4.2136e+05
  5.5968e+00   5.6540e+00   1.7305e+00  -1.5335e-03   5.2379e-04   1.2095e+05   6.5442e+05
  7.0460e+00   7.1196e+00   1.9610e+00  -7.5215e-04   4.2143e-04   1.8684e+05   1.0125e+06
  8.8703e+00   8.9683e+00   2.1918e+00  -6.5295e-04   3.3579e-04   2.9429e+05   1.5927e+06
  1.1167e+01   1.1285e+01   2.4216e+00  -2.4785e-04   2.6641e-04   4.6753e+05   2.5269e+06
  1.4059e+01   1.4204e+01   2.6516e+00  -2.7422e-04   2.1368e-04   7.2674e+05   3.9305e+06
  1.7699e+01   1.7887e+01   2.8821e+00  -1.1062e-04   1.7167e-04   1.1260e+06   6.1091e+06
  2.2281e+01   2.2511e+01   3.1121e+00  -1.6213e-04   1.3702e-04   1.7674e+06   9.5824e+06
  2.8050e+01   2.8344e+01   3.3425e+00  -3.0061e-04   1.1031e-04   2.7269e+06   1.4787e+07
  3.5313e+01   3.5678e+01   3.5725e+00  -3.4097e-04   8.8765e-05   4.2115e+06   2.2843e+07
  4.4457e+01   4.4917e+01   3.8028e+00  -1.2205e-04   7.1325e-05   6.5226e+06   3.5251e+07
  5.5968e+01   5.6527e+01   4.0327e+00  -1.2596e-04   5.7637e-05   9.9886e+06   5.4017e+07
  7.0460e+01   7.1133e+01   4.2626e+00  -6.2088e-05   4.7100e-05   1.4958e+07   8.0817e+07
  8.8703e+01   8.9495e+01   4.4922e+00  -1.0235e-04   3.9067e-05   2.1742e+07   1.1794e+08
  1.1167e+02   1.1267e+02   4.7225e+00  -3.1780e-04   3.2735e-05   3.0966e+07   1.6970e+08
  1.4059e+02   1.4207e+02   4.9543e+00  -4.8544e-04   2.6715e-05   4.6496e+07   2.5517e+08
  1.7699e+02   1.7890e+02   5.1849e+00  -3.5243e-04   2.1255e-05   7.3452e+07   4.0448e+08
  2.2281e+02   2.2504e+02   5.4143e+00  -2.5120e-04   1.7159e-05   1.1271e+08   6.2389e+08
