## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8295e+00   1.0382e+00   8.0499e-03   4.1176e-03   4.7353e-03   1.4434e+03   9.7420e+03
  3.5313e+00   3.5688e+00   1.2703e+00   2.4683e-03  -9.7417e-04   3.9443e-03   2.0803e+03   1.4308e+04
  4.4457e+00   4.4913e+00   1.5003e+00   2.5746e-03   1.9182e-04   3.0739e-03   3.4253e+03   2.2896e+04
  5.5968e+00   5.6547e+00   1.7306e+00   3.0571e-04  -1.7372e-03   2.4720e-03   5.2964e+03   3.4985e+04
  7.0460e+00   7.1151e+00   1.9603e+00   2.3213e-03  -3.7590e-05   2.0138e-03   7.9806e+03   5.2740e+04
  8.8703e+00   8.9624e+00   2.1911e+00   1.3897e-03   7.0079e-04   1.6206e-03   1.2324e+04   7.9661e+04
  1.1167e+01   1.1267e+01   2.4199e+00   7.8736e-04  -6.7275e-04   1.3251e-03   1.8432e+04   1.1830e+05
  1.4059e+01   1.4197e+01   2.6511e+00  -4.3962e-04  -5.5184e-04   1.0978e-03   2.6857e+04   1.7232e+05
  1.7699e+01   1.7867e+01   2.8810e+00   4.4563e-04   9.7161e-05   9.1374e-04   3.8764e+04   2.5052e+05
  2.2281e+01   2.2461e+01   3.1098e+00   1.6916e-03   7.7019e-04   7.7596e-04   5.3752e+04   3.4958e+05
  2.8050e+01   2.8346e+01   3.3425e+00   4.9039e-04   5.5227e-05   6.4898e-04   7.6845e+04   5.0585e+05
  3.5313e+01   3.5678e+01   3.5726e+00   5.0375e-04   6.3471e-04   5.3595e-04   1.1267e+05   7.3873e+05
  4.4457e+01   4.4943e+01   3.8034e+00   9.5882e-04  -2.4221e-04   4.3475e-04   1.7124e+05   1.0899e+06
  5.5968e+01   5.6601e+01   4.0341e+00   1.6495e-03  -7.8777e-04   3.4477e-04   2.7228e+05   1.6738e+06
  7.0460e+01   7.1009e+01   4.2608e+00   8.6553e-04  -9.3160e-04   2.8034e-04   4.1182e+05   2.4112e+06
  8.8703e+01   8.9421e+01   4.4914e+00   1.1057e-03   4.3108e-04   2.4082e-04   5.5809e+05   3.3554e+06
  1.1167e+02   1.1323e+02   4.7274e+00   1.4643e-03   3.6375e-05   1.8674e-04   9.2815e+05   5.7721e+06
  1.4059e+02   1.4186e+02   4.9528e+00   1.5966e-03   2.2168e-04   1.4196e-04   1.6060e+06   9.7605e+06
  1.7699e+02   1.7780e+02   5.1786e+00   7.7890e-04   4.4786e-04   1.2808e-04   1.9729e+06   1.1992e+07
  2.2281e+02   2.2308e+02   5.4054e+00  -1.9881e-04   9.7100e-04   1.2439e-04   2.0918e+06   1.2585e+07
