## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8306e+00   1.0386e+00   1.4178e-03  -6.7926e-04   1.5776e-03   1.3322e+04   6.5999e+04
  3.5313e+00   3.5662e+00   1.2696e+00   1.4436e-03  -1.8901e-04   1.2918e-03   1.9868e+04   1.0060e+05
  4.4457e+00   4.4909e+00   1.5002e+00   7.4217e-04   1.6587e-04   1.0361e-03   3.0887e+04   1.5598e+05
  5.5968e+00   5.6554e+00   1.7308e+00   8.1243e-04  -6.4151e-05   8.3211e-04   4.7884e+04   2.4119e+05
  7.0460e+00   7.1181e+00   1.9608e+00   5.3493e-04   3.7822e-04   6.6765e-04   7.4381e+04   3.7578e+05
  8.8703e+00   8.9647e+00   2.1914e+00   3.6378e-04  -3.4811e-04   5.3095e-04   1.1761e+05   5.9187e+05
  1.1167e+01   1.1287e+01   2.4218e+00   3.3794e-04   4.2791e-05   4.2250e-04   1.8574e+05   9.3742e+05
  1.4059e+01   1.4199e+01   2.6513e+00  -5.9712e-06   4.0482e-04   3.4208e-04   2.8333e+05   1.4409e+06
  1.7699e+01   1.7874e+01   2.8814e+00   9.7422e-05   6.6358e-05   2.7829e-04   4.2810e+05   2.2039e+06
  2.2281e+01   2.2517e+01   3.1123e+00  -8.0929e-05   1.1090e-04   2.2401e-04   6.6074e+05   3.3810e+06
  2.8050e+01   2.8340e+01   3.3423e+00   3.4992e-04   5.0857e-04   1.8044e-04   1.0184e+06   5.1501e+06
  3.5313e+01   3.5660e+01   3.5720e+00  -2.3602e-05   2.7075e-04   1.4687e-04   1.5371e+06   7.7396e+06
  4.4457e+01   4.4858e+01   3.8015e+00  -2.2164e-04   2.0214e-04   1.2147e-04   2.2469e+06   1.1271e+07
  5.5968e+01   5.6453e+01   4.0314e+00  -1.2182e-04   2.0317e-04   1.0214e-04   3.1779e+06   1.5852e+07
  7.0460e+01   7.0943e+01   4.2599e+00  -4.6963e-04   3.8298e-04   8.8604e-05   4.2233e+06   2.0984e+07
  8.8703e+01   8.9339e+01   4.4904e+00  -4.0355e-04   4.0832e-04   7.8469e-05   5.3846e+06   2.6967e+07
  1.1167e+02   1.1243e+02   4.7203e+00  -5.3624e-04  -6.5411e-05   6.9822e-05   6.8010e+06   3.4380e+07
  1.4059e+02   1.4188e+02   4.9529e+00  -3.1211e-04   1.8214e-04   6.0349e-05   9.1036e+06   4.6846e+07
  1.7699e+02   1.7893e+02   5.1849e+00   2.4136e-04  -2.2684e-04   4.9119e-05   1.3742e+07   7.0575e+07
  2.2281e+02   2.2428e+02   5.4108e+00   5.8566e-04  -2.9055e-04   4.0746e-05   1.9971e+07   1.0149e+08
