## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8279e+00   1.0376e+00   1.7951e-03   7.9293e-04   5.2343e+04   5.2343e+04
  3.5313e+00   3.5617e+00   1.2683e+00   2.4828e-03   6.5934e-04   7.5702e+04   7.5702e+04
  4.4457e+00   4.4862e+00   1.4991e+00  -6.0245e-05   5.4869e-04   1.0932e+05   1.0932e+05
  5.5968e+00   5.6420e+00   1.7283e+00   1.4656e-03   4.6220e-04   1.5405e+05   1.5405e+05
  7.0460e+00   7.1045e+00   1.9588e+00   1.0999e-03   3.9455e-04   2.1141e+05   2.1141e+05
  8.8703e+00   8.9513e+00   2.1898e+00   3.5778e-04   3.3557e-04   2.9225e+05   2.9225e+05
  1.1167e+01   1.1284e+01   2.4214e+00  -1.3766e-04   2.7081e-04   4.4876e+05   4.4876e+05
  1.4059e+01   1.4224e+01   2.6530e+00   6.5181e-04   2.1478e-04   7.1339e+05   7.1339e+05
  1.7699e+01   1.7908e+01   2.8833e+00   9.8035e-04   1.6695e-04   1.1808e+06   1.1808e+06
  2.2281e+01   2.2496e+01   3.1113e+00   6.5733e-04   1.3319e-04   1.8552e+06   1.8552e+06
  2.8050e+01   2.8342e+01   3.3424e+00   9.9504e-05   1.0855e-04   2.7929e+06   2.7929e+06
  3.5313e+01   3.5697e+01   3.5730e+00   5.1979e-05   8.7794e-05   4.2697e+06   4.2697e+06
  4.4457e+01   4.4904e+01   3.8025e+00   1.6973e-04   7.0133e-05   6.6909e+06   6.6909e+06
  5.5968e+01   5.6532e+01   4.0328e+00   4.1493e-04   5.7690e-05   9.8884e+06   9.8884e+06
  7.0460e+01   7.1220e+01   4.2638e+00   2.0631e-04   4.6834e-05   1.5004e+07   1.5004e+07
  8.8703e+01   8.9633e+01   4.4937e+00  -1.5569e-04   3.7798e-05   2.3035e+07   2.3035e+07
  1.1167e+02   1.1275e+02   4.7231e+00  -3.7493e-04   3.0616e-05   3.5110e+07   3.5110e+07
  1.4059e+02   1.4175e+02   4.9520e+00  -1.1014e-04   2.6082e-05   4.8380e+07   4.8380e+07
  1.7699e+02   1.7924e+02   5.1867e+00   3.8680e-04   2.0517e-05   7.8180e+07   7.8180e+07
  2.2281e+02   2.2564e+02   5.4169e+00   1.4395e-04   1.5568e-05   1.3579e+08   1.3579e+08
