## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8330e+00   1.0394e+00   1.2217e-04   2.4466e-04   1.3837e-04   1.6996e+06   1.6996e+06
  3.5313e+00   3.5680e+00   1.2701e+00  -1.1405e-04   1.2007e-04   1.1103e-04   2.6395e+06   2.6395e+06
  4.4457e+00   4.4921e+00   1.5004e+00  -8.9305e-05  -1.9054e-04   8.8956e-05   4.1119e+06   4.1119e+06
  5.5968e+00   5.6556e+00   1.7307e+00  -8.7510e-05   1.3049e-04   7.1243e-05   6.4107e+06   6.4107e+06
  7.0460e+00   7.1207e+00   1.9611e+00  -1.3829e-05   4.0374e-05   5.7021e-05   1.0007e+07   1.0007e+07
  8.8703e+00   8.9657e+00   2.1915e+00   3.5741e-05   5.2551e-05   4.5556e-05   1.5678e+07   1.5678e+07
  1.1167e+01   1.1286e+01   2.4216e+00   3.9401e-05  -1.9385e-05   3.6292e-05   2.4704e+07   2.4704e+07
  1.4059e+01   1.4209e+01   2.6519e+00   3.8689e-06   2.3002e-05   2.8962e-05   3.8791e+07   3.8791e+07
  1.7699e+01   1.7889e+01   2.8822e+00   7.1248e-05  -4.6566e-05   2.3073e-05   6.1122e+07   6.1122e+07
  2.2281e+01   2.2517e+01   3.1123e+00   8.5348e-05  -4.2678e-05   1.8420e-05   9.5898e+07   9.5898e+07
  2.8050e+01   2.8352e+01   3.3427e+00   1.1556e-04  -7.4721e-05   1.4726e-05   1.5006e+08   1.5006e+08
  3.5313e+01   3.5689e+01   3.5728e+00   6.9208e-05  -8.4187e-05   1.1776e-05   2.3462e+08   2.3462e+08
  4.4457e+01   4.4915e+01   3.8028e+00   1.5885e-04  -1.4234e-04   9.4553e-06   3.6395e+08   3.6395e+08
  5.5968e+01   5.6550e+01   4.0331e+00   2.3568e-04  -1.4181e-04   7.6157e-06   5.6102e+08   5.6102e+08
  7.0460e+01   7.1180e+01   4.2632e+00   2.9048e-04  -8.3314e-05   6.1503e-06   8.6020e+08   8.6020e+08
  8.8703e+01   8.9592e+01   4.4932e+00   3.1798e-04  -2.1020e-05   4.9960e-06   1.3036e+09   1.3036e+09
  1.1167e+02   1.1277e+02   4.7233e+00   3.7107e-04   7.0017e-05   4.0773e-06   1.9573e+09   1.9573e+09
  1.4059e+02   1.4187e+02   4.9529e+00   3.5132e-04   9.6335e-05   3.3687e-06   2.8672e+09   2.8672e+09
  1.7699e+02   1.7853e+02   5.1827e+00   4.5320e-04   1.4054e-04   2.8303e-06   4.0619e+09   4.0619e+09
  2.2281e+02   2.2426e+02   5.4107e+00   6.1367e-04   1.3279e-04   2.4494e-06   5.4236e+09   5.4236e+09
