## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8281e+00   1.0377e+00   7.7992e-04  -5.7624e-04   8.3755e-04   4.6364e+04   4.6364e+04
  3.5313e+00   3.5648e+00   1.2692e+00   4.5855e-04  -1.3633e-03   6.9173e-04   6.7972e+04   6.7972e+04
  4.4457e+00   4.4905e+00   1.5001e+00  -2.2164e-04  -9.1280e-04   5.6285e-04   1.0266e+05   1.0266e+05
  5.5968e+00   5.6514e+00   1.7300e+00   6.3471e-04  -7.0410e-04   4.5918e-04   1.5425e+05   1.5425e+05
  7.0460e+00   7.1110e+00   1.9597e+00   2.3380e-04   4.3424e-04   3.7814e-04   2.2746e+05   2.2746e+05
  8.8703e+00   8.9703e+00   2.1920e+00  -1.5631e-04   1.5243e-04   3.0516e-04   3.4926e+05   3.4926e+05
  1.1167e+01   1.1265e+01   2.4198e+00   9.9230e-05  -6.1583e-05   2.4547e-04   5.3978e+05   5.3978e+05
  1.4059e+01   1.4181e+01   2.6499e+00   4.7099e-04   5.1488e-05   2.0761e-04   7.5461e+05   7.5461e+05
  1.7699e+01   1.7903e+01   2.8830e+00  -1.1725e-03   2.4852e-04   1.6893e-04   1.1397e+06   1.1397e+06
  2.2281e+01   2.2450e+01   3.1093e+00  -7.1455e-04  -1.2388e-04   1.3683e-04   1.7371e+06   1.7371e+06
  2.8050e+01   2.8329e+01   3.3419e+00  -1.1157e-03   1.6551e-03   1.1599e-04   2.4173e+06   2.4173e+06
  3.5313e+01   3.5633e+01   3.5712e+00  -2.6138e-04   8.8874e-04   9.6854e-05   3.4671e+06   3.4671e+06
  4.4457e+01   4.4856e+01   3.8014e+00   4.6293e-04   4.3837e-04   8.0534e-05   5.0147e+06   5.0147e+06
  5.5968e+01   5.6462e+01   4.0315e+00   6.0756e-04  -1.0558e-03   6.6619e-05   7.3283e+06   7.3283e+06
  7.0460e+01   7.1059e+01   4.2615e+00   3.1375e-04  -1.0217e-03   5.7304e-05   9.9045e+06   9.9045e+06
  8.8703e+01   8.9710e+01   4.4945e+00   9.3058e-04  -3.6300e-04   4.7602e-05   1.4353e+07   1.4353e+07
  1.1167e+02   1.1307e+02   4.7260e+00   1.5078e-03   5.7457e-05   3.6792e-05   2.4026e+07   2.4026e+07
  1.4059e+02   1.4206e+02   4.9542e+00   5.0637e-04  -1.9111e-04   2.8527e-05   3.9966e+07   3.9966e+07
  1.7699e+02   1.7817e+02   5.1807e+00   4.3957e-04   4.6592e-06   2.5120e-05   5.1541e+07   5.1541e+07
  2.2281e+02   2.2485e+02   5.4132e+00   4.3254e-05   1.1568e-03   2.2570e-05   6.3845e+07   6.3845e+07
