## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8324e+00   1.0392e+00   4.1980e-04  -1.6091e-04   1.5953e-04   1.2695e+06   1.2695e+06
  3.5313e+00   3.5676e+00   1.2700e+00  -4.4452e-05   1.4310e-04   1.2867e-04   1.9515e+06   1.9515e+06
  4.4457e+00   4.4913e+00   1.5002e+00   1.0934e-04   2.5114e-05   1.0374e-04   3.0020e+06   3.0020e+06
  5.5968e+00   5.6541e+00   1.7305e+00  -1.5199e-04   5.1537e-05   8.3596e-05   4.6230e+06   4.6230e+06
  7.0460e+00   7.1177e+00   1.9607e+00  -7.3658e-05   1.1863e-04   6.7527e-05   7.0850e+06   7.0850e+06
  8.8703e+00   8.9664e+00   2.1915e+00   5.8117e-05   7.8649e-05   5.4207e-05   1.0995e+07   1.0995e+07
  1.1167e+01   1.1280e+01   2.4211e+00   3.2542e-06   1.4833e-05   4.3336e-05   1.7202e+07   1.7202e+07
  1.4059e+01   1.4203e+01   2.6515e+00   8.5147e-05   1.1991e-04   3.5018e-05   2.6346e+07   2.6346e+07
  1.7699e+01   1.7887e+01   2.8821e+00  -3.3897e-05   1.3424e-04   2.8225e-05   4.0552e+07   4.0552e+07
  2.2281e+01   2.2506e+01   3.1118e+00   1.8094e-05   6.3482e-05   2.2653e-05   6.2958e+07   6.2958e+07
  2.8050e+01   2.8347e+01   3.3425e+00  -4.0764e-06  -4.8099e-05   1.8278e-05   9.6704e+07   9.6704e+07
  3.5313e+01   3.5662e+01   3.5721e+00  -6.4233e-05  -8.0748e-05   1.4808e-05   1.4733e+08   1.4733e+08
  4.4457e+01   4.4881e+01   3.8020e+00  -4.3218e-05  -3.6035e-05   1.2141e-05   2.1917e+08   2.1917e+08
  5.5968e+01   5.6469e+01   4.0317e+00   1.0681e-04   6.7361e-05   1.0049e-05   3.1992e+08   3.1992e+08
  7.0460e+01   7.1044e+01   4.2613e+00   2.8922e-04   1.4448e-04   8.5120e-06   4.4589e+08   4.4589e+08
  8.8703e+01   8.9396e+01   4.4910e+00   2.8638e-04   3.6139e-05   7.2976e-06   6.0663e+08   6.0663e+08
  1.1167e+02   1.1262e+02   4.7220e+00   3.4661e-04  -1.5328e-04   6.2319e-06   8.3186e+08   8.3186e+08
  1.4059e+02   1.4177e+02   4.9522e+00   4.5926e-04  -1.3319e-04   5.2672e-06   1.1645e+09   1.1645e+09
  1.7699e+02   1.7835e+02   5.1817e+00   7.0592e-04  -2.3444e-04   4.5031e-06   1.5932e+09   1.5932e+09
  2.2281e+02   2.2373e+02   5.4084e+00   7.8396e-04  -7.7176e-04   4.0869e-06   1.9342e+09   1.9342e+09
