## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8322e+00   1.0391e+00  -2.8610e-04   3.3548e-04   3.4950e-04   2.6378e+05   2.6378e+05
  3.5313e+00   3.5682e+00   1.2702e+00   1.5399e-04  -2.5338e-04   2.8060e-04   4.0922e+05   4.0922e+05
  4.4457e+00   4.4922e+00   1.5005e+00  -3.1988e-04   2.3225e-04   2.2524e-04   6.3510e+05   6.3510e+05
  5.5968e+00   5.6550e+00   1.7307e+00  -7.3630e-06  -2.5377e-04   1.8077e-04   9.8598e+05   9.8598e+05
  7.0460e+00   7.1185e+00   1.9608e+00  -2.5424e-05  -2.2053e-04   1.4524e-04   1.5274e+06   1.5274e+06
  8.8703e+00   8.9648e+00   2.1914e+00   2.4211e-05  -2.0524e-04   1.1644e-04   2.3765e+06   2.3765e+06
  1.1167e+01   1.1281e+01   2.4212e+00   8.8751e-05   3.4894e-05   9.3084e-05   3.7186e+06   3.7186e+06
  1.4059e+01   1.4205e+01   2.6517e+00  -1.2504e-05  -1.9539e-04   7.4733e-05   5.7690e+06   5.7690e+06
  1.7699e+01   1.7886e+01   2.8821e+00   6.6698e-05  -2.5170e-04   5.9947e-05   8.9660e+06   8.9660e+06
  2.2281e+01   2.2508e+01   3.1119e+00   9.7491e-05  -7.6815e-05   4.8013e-05   1.3977e+07   1.3977e+07
  2.8050e+01   2.8347e+01   3.3426e+00   1.1128e-04  -1.3332e-04   3.8717e-05   2.1495e+07   2.1495e+07
  3.5313e+01   3.5665e+01   3.5722e+00   8.6854e-05  -1.0364e-05   3.1274e-05   3.2942e+07   3.2942e+07
  4.4457e+01   4.4878e+01   3.8020e+00   1.7024e-04   1.3448e-04   2.5592e-05   4.9194e+07   4.9194e+07
  5.5968e+01   5.6503e+01   4.0323e+00   1.5740e-04   2.4751e-04   2.1028e-05   7.2870e+07   7.2870e+07
  7.0460e+01   7.1156e+01   4.2629e+00   2.0481e-04   3.0459e-04   1.7200e-05   1.0892e+08   1.0892e+08
  8.8703e+01   8.9611e+01   4.4935e+00   3.1903e-04   2.3360e-04   1.4006e-05   1.6424e+08   1.6424e+08
  1.1167e+02   1.1286e+02   4.7242e+00   2.3762e-04   1.6720e-04   1.1244e-05   2.5484e+08   2.5484e+08
  1.4059e+02   1.4198e+02   4.9537e+00   1.6541e-04   1.9765e-04   9.0575e-06   3.9275e+08   3.9275e+08
  1.7699e+02   1.7845e+02   5.1823e+00   2.4062e-04   3.4734e-04   7.5844e-06   5.6013e+08   5.6013e+08
  2.2281e+02   2.2502e+02   5.4142e+00   7.1225e-05   3.1009e-04   6.3436e-06   8.0067e+08   8.0067e+08
