## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8307e+00   1.0386e+00  -4.4656e-04  -2.9245e-04   1.1250e-03   2.5540e+04   2.5540e+04
  3.5313e+00   3.5649e+00   1.2693e+00  -9.4668e-04   4.7830e-04   9.1562e-04   3.8556e+04   3.8556e+04
  4.4457e+00   4.4874e+00   1.4994e+00   1.1952e-03   1.4278e-03   7.4788e-04   5.7792e+04   5.7792e+04
  5.5968e+00   5.6511e+00   1.7300e+00  -7.6991e-04   4.7777e-05   6.0997e-04   8.6878e+04   8.6878e+04
  7.0460e+00   7.1146e+00   1.9603e+00   5.0045e-04   7.9340e-05   4.9801e-04   1.3033e+05   1.3033e+05
  8.8703e+00   8.9635e+00   2.1913e+00  -4.1230e-04  -3.6092e-04   4.0067e-04   2.0135e+05   2.0135e+05
  1.1167e+01   1.1273e+01   2.4205e+00   5.6417e-04  -6.4835e-04   3.2220e-04   3.1137e+05   3.1137e+05
  1.4059e+01   1.4195e+01   2.6510e+00   1.2206e-04  -8.2628e-04   2.6275e-04   4.6821e+05   4.6821e+05
  1.7699e+01   1.7880e+01   2.8817e+00  -5.5318e-04  -5.4755e-04   2.1571e-04   6.9469e+05   6.9469e+05
  2.2281e+01   2.2488e+01   3.1110e+00  -8.0457e-04  -5.4962e-04   1.7506e-04   1.0547e+06   1.0547e+06
  2.8050e+01   2.8358e+01   3.3429e+00  -6.1441e-04  -2.3161e-04   1.4166e-04   1.6108e+06   1.6108e+06
  3.5313e+01   3.5656e+01   3.5719e+00  -7.7214e-04   2.6591e-04   1.1552e-04   2.4220e+06   2.4220e+06
  4.4457e+01   4.4891e+01   3.8022e+00  -8.4158e-04   2.3548e-04   9.4508e-05   3.6190e+06   3.6190e+06
  5.5968e+01   5.6422e+01   4.0308e+00  -1.3967e-03   1.7406e-04   7.9398e-05   5.1275e+06   5.1275e+06
  7.0460e+01   7.1154e+01   4.2628e+00  -7.4640e-04   1.9946e-04   6.6784e-05   7.2474e+06   7.2474e+06
  8.8703e+01   8.9538e+01   4.4927e+00  -2.0802e-04  -1.9805e-04   5.5444e-05   1.0515e+07   1.0515e+07
  1.1167e+02   1.1296e+02   4.7250e+00   2.0019e-04  -2.2267e-04   4.4583e-05   1.6262e+07   1.6262e+07
  1.4059e+02   1.4265e+02   4.9584e+00   2.1695e-04  -1.3985e-04   3.3662e-05   2.8526e+07   2.8526e+07
  1.7699e+02   1.7956e+02   5.1885e+00   2.1957e-04   2.4292e-04   2.4142e-05   5.5460e+07   5.5460e+07
  2.2281e+02   2.2483e+02   5.4133e+00   5.7269e-04  -1.5256e-04   1.8465e-05   9.4807e+07   9.4807e+07
