## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8308e+00   1.0386e+00  -8.0804e-04   1.3378e-03   1.4024e-03   1.6638e+04   1.6638e+04
  3.5313e+00   3.5677e+00   1.2700e+00   1.2101e-03   9.4732e-04   1.1296e-03   2.5648e+04   2.5648e+04
  4.4457e+00   4.4905e+00   1.5001e+00  -7.9805e-04  -2.0206e-03   9.1279e-04   3.9276e+04   3.9276e+04
  5.5968e+00   5.6530e+00   1.7303e+00   2.0387e-04  -3.2658e-04   7.3447e-04   6.0663e+04   6.0663e+04
  7.0460e+00   7.1175e+00   1.9607e+00  -5.8335e-04   1.4885e-04   5.9094e-04   9.3708e+04   9.3708e+04
  8.8703e+00   8.9726e+00   2.1923e+00  -1.1822e-03  -1.2128e-04   4.7120e-04   1.4739e+05   1.4739e+05
  1.1167e+01   1.1279e+01   2.4210e+00  -2.8114e-05   1.6010e-04   3.7573e-04   2.3180e+05   2.3180e+05
  1.4059e+01   1.4199e+01   2.6512e+00   9.8923e-04   1.5923e-04   3.0443e-04   3.5309e+05   3.5309e+05
  1.7699e+01   1.7879e+01   2.8817e+00   5.2418e-04   7.2012e-04   2.4735e-04   5.3484e+05   5.3484e+05
  2.2281e+01   2.2496e+01   3.1114e+00   4.4814e-04   3.5978e-04   2.0024e-04   8.1613e+05   8.1613e+05
  2.8050e+01   2.8336e+01   3.3421e+00   9.3857e-04   1.0555e-03   1.6327e-04   1.2276e+06   1.2276e+06
  3.5313e+01   3.5606e+01   3.5705e+00   3.2176e-04   8.6229e-04   1.3786e-04   1.7219e+06   1.7219e+06
  4.4457e+01   4.4794e+01   3.8001e+00  -6.9796e-04   7.8310e-04   1.1633e-04   2.4184e+06   2.4184e+06
  5.5968e+01   5.6243e+01   4.0277e+00  -1.1834e-03   4.2840e-04   1.0452e-04   2.9956e+06   2.9956e+06
  7.0460e+01   7.0687e+01   4.2562e+00  -1.3284e-03   1.1525e-03   9.9531e-05   3.3034e+06   3.3034e+06
  8.8703e+01   8.8720e+01   4.4834e+00  -1.7714e-03   1.4738e-03   1.0176e-04   3.1604e+06   3.1604e+06
  1.1167e+02   1.1248e+02   4.7207e+00  -5.0666e-04   5.5194e-04   1.0067e-04   3.2288e+06   3.2288e+06
  1.4059e+02   1.4278e+02   4.9593e+00   1.6032e-03  -4.1956e-04   7.4028e-05   5.9714e+06   5.9714e+06
  1.7699e+02   1.7981e+02   5.1898e+00   5.7374e-04  -7.7000e-04   5.4937e-05   1.0843e+07   1.0843e+07
  2.2281e+02   2.2593e+02   5.4182e+00  -1.0838e-04  -1.2865e-03   3.6992e-05   2.3914e+07   2.3914e+07
