## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8329e+00   1.0394e+00   3.7124e-04  -4.2107e-04   1.8661e-04   9.4034e+05   9.4034e+05
  3.5313e+00   3.5682e+00   1.2702e+00  -3.3039e-04   9.2684e-05   1.5000e-04   1.4554e+06   1.4554e+06
  4.4457e+00   4.4913e+00   1.5002e+00  -2.2908e-04   5.3319e-05   1.2016e-04   2.2682e+06   2.2682e+06
  5.5968e+00   5.6553e+00   1.7307e+00  -6.0962e-05  -5.1931e-06   9.6537e-05   3.5139e+06   3.5139e+06
  7.0460e+00   7.1186e+00   1.9608e+00  -1.1510e-04  -2.2887e-05   7.7464e-05   5.4573e+06   5.4573e+06
  8.8703e+00   8.9664e+00   2.1915e+00  -3.5737e-05  -4.4042e-05   6.2047e-05   8.5062e+06   8.5062e+06
  1.1167e+01   1.1282e+01   2.4213e+00  -3.8511e-05   9.0790e-05   4.9485e-05   1.3373e+07   1.3373e+07
  1.4059e+01   1.4206e+01   2.6517e+00   5.3988e-05   7.4540e-05   3.9791e-05   2.0683e+07   2.0683e+07
  1.7699e+01   1.7886e+01   2.8820e+00   8.8972e-05  -1.0456e-04   3.1971e-05   3.2038e+07   3.2038e+07
  2.2281e+01   2.2513e+01   3.1121e+00   1.5079e-04  -1.7634e-04   2.5610e-05   4.9928e+07   4.9928e+07
  2.8050e+01   2.8345e+01   3.3424e+00   1.6012e-04  -9.8144e-05   2.0606e-05   7.7128e+07   7.7128e+07
  3.5313e+01   3.5672e+01   3.5724e+00   7.9424e-05   3.3557e-05   1.6626e-05   1.1847e+08   1.1847e+08
  4.4457e+01   4.4908e+01   3.8026e+00  -4.4122e-05   1.0062e-05   1.3477e-05   1.8030e+08   1.8030e+08
  5.5968e+01   5.6530e+01   4.0327e+00  -1.6002e-04  -9.8849e-05   1.0946e-05   2.7333e+08   2.7333e+08
  7.0460e+01   7.1149e+01   4.2628e+00  -1.6645e-04  -1.0329e-04   8.9090e-06   4.1260e+08   4.1260e+08
  8.8703e+01   8.9522e+01   4.4925e+00  -1.8947e-04  -4.8921e-05   7.3657e-06   6.0360e+08   6.0360e+08
  1.1167e+02   1.1277e+02   4.7233e+00  -4.5332e-05   4.1352e-05   6.0754e-06   8.8722e+08   8.8722e+08
  1.4059e+02   1.4211e+02   4.9546e+00   1.6601e-04  -8.8632e-05   4.8932e-06   1.3677e+09   1.3677e+09
  1.7699e+02   1.7880e+02   5.1843e+00   4.2753e-04  -1.4323e-04   3.9078e-06   2.1444e+09   2.1444e+09
  2.2281e+02   2.2497e+02   5.4139e+00   5.0961e-04  -1.8208e-04   3.2180e-06   3.1623e+09   3.1623e+09
