## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8316e+00   1.0389e+00   2.2580e-04  -3.5853e-04   4.4881e-04   1.6030e+05   1.6030e+05
  3.5313e+00   3.5672e+00   1.2699e+00  -9.5439e-04  -5.0991e-04   3.6555e-04   2.4164e+05   2.4164e+05
  4.4457e+00   4.4887e+00   1.4996e+00   1.2622e-04  -4.0204e-04   2.9737e-04   3.6516e+05   3.6516e+05
  5.5968e+00   5.6528e+00   1.7302e+00  -1.4000e-04  -4.0416e-04   2.4114e-04   5.5532e+05   5.5532e+05
  7.0460e+00   7.1164e+00   1.9605e+00  -2.6804e-04  -3.0573e-04   1.9570e-04   8.4311e+05   8.4311e+05
  8.8703e+00   8.9726e+00   2.1922e+00  -1.6544e-04   1.0838e-05   1.5625e-04   1.3226e+06   1.3226e+06
  1.1167e+01   1.1269e+01   2.4201e+00  -2.4418e-04   6.8075e-05   1.2468e-04   2.0770e+06   2.0770e+06
  1.4059e+01   1.4184e+01   2.6501e+00  -3.3444e-04  -3.9213e-04   1.0384e-04   2.9949e+06   2.9949e+06
  1.7699e+01   1.7887e+01   2.8821e+00  -4.1727e-04  -3.9339e-04   8.5416e-05   4.4258e+06   4.4258e+06
  2.2281e+01   2.2472e+01   3.1103e+00   1.6691e-04  -6.3395e-04   6.9393e-05   6.7056e+06   6.7056e+06
  2.8050e+01   2.8327e+01   3.3418e+00  -1.6428e-04  -8.0618e-04   5.8325e-05   9.4920e+06   9.4920e+06
  3.5313e+01   3.5589e+01   3.5700e+00  -1.5315e-04  -9.9772e-04   4.9460e-05   1.3200e+07   1.3200e+07
  4.4457e+01   4.4748e+01   3.7990e+00  -5.9600e-05  -1.1010e-03   4.2675e-05   1.7731e+07   1.7731e+07
  5.5968e+01   5.6260e+01   4.0279e+00  -3.0735e-04  -1.0682e-03   3.8323e-05   2.1986e+07   2.1986e+07
  7.0460e+01   7.0953e+01   4.2600e+00  -4.0541e-04  -1.0086e-03   3.4641e-05   2.6909e+07   2.6909e+07
  8.8703e+01   8.9538e+01   4.4926e+00  -2.4124e-04  -5.3458e-04   2.9670e-05   3.6682e+07   3.6682e+07
  1.1167e+02   1.1300e+02   4.7253e+00   2.0332e-04  -4.3020e-04   2.3559e-05   5.8177e+07   5.8177e+07
  1.4059e+02   1.4211e+02   4.9546e+00   1.8842e-04  -2.7844e-04   1.8466e-05   9.4699e+07   9.4699e+07
  1.7699e+02   1.7961e+02   5.1887e+00  -4.6413e-04  -5.1391e-04   1.4050e-05   1.6357e+08   1.6357e+08
  2.2281e+02   2.2483e+02   5.4133e+00  -3.7160e-04  -3.2800e-04   1.0684e-05   2.8288e+08   2.8288e+08
