#old_like	old_weight	new_like	weight
#
# Importance sampling weights
# Chain: ../systematics_mg/output_IS/wgsb_run5_LIST_chain_concatenate_columns.txt
# Data vector: ../../DMASS-analysis/simulated_data/simulated_y1_dmass_3x2pt_neff_magnification_alpha3.24_cov.fits
# Data vector size (from base chain): 191
# Including detC factor in likelihood
# Previous weights were found and incorporated in weight column
-9.741435e+05	0.000000e+00	-9.742101e+05	0.000000e+00
-9.582331e+05	0.000000e+00	-9.584984e+05	0.000000e+00
-8.371806e+05	0.000000e+00	-8.368665e+05	0.000000e+00
-8.302179e+05	0.000000e+00	-8.302375e+05	0.000000e+00
-8.243692e+05	0.000000e+00	-8.243002e+05	0.000000e+00
-7.310024e+05	0.000000e+00	-7.310477e+05	0.000000e+00
-6.872735e+05	0.000000e+00	-6.878223e+05	0.000000e+00
-6.778076e+05	0.000000e+00	-6.780578e+05	0.000000e+00
-6.748413e+05	0.000000e+00	-6.749853e+05	0.000000e+00
-6.569924e+05	0.000000e+00	-6.570219e+05	0.000000e+00
-5.509697e+05	0.000000e+00	-5.508536e+05	0.000000e+00
-5.158977e+05	0.000000e+00	-5.159314e+05	0.000000e+00
-4.643267e+05	0.000000e+00	-4.641929e+05	0.000000e+00
-4.638997e+05	0.000000e+00	-4.639352e+05	0.000000e+00
-4.344395e+05	0.000000e+00	-4.346209e+05	0.000000e+00
-4.266552e+05	0.000000e+00	-4.268799e+05	0.000000e+00
-4.119517e+05	0.000000e+00	-4.116124e+05	0.000000e+00
-3.645556e+05	0.000000e+00	-3.648316e+05	0.000000e+00
-3.336034e+05	0.000000e+00	-3.337293e+05	0.000000e+00
-3.297305e+05	0.000000e+00	-3.297260e+05	0.000000e+00
-3.230309e+05	0.000000e+00	-3.231155e+05	0.000000e+00
-3.092481e+05	0.000000e+00	-3.092035e+05	0.000000e+00
-2.989709e+05	0.000000e+00	-2.991809e+05	0.000000e+00
-2.901859e+05	0.000000e+00	-2.900531e+05	0.000000e+00
-2.791354e+05	0.000000e+00	-2.793310e+05	0.000000e+00
-2.586917e+05	0.000000e+00	-2.585723e+05	0.000000e+00
-2.491793e+05	0.000000e+00	-2.491538e+05	0.000000e+00
-2.437819e+05	0.000000e+00	-2.437795e+05	0.000000e+00
-2.345228e+05	0.000000e+00	-2.344961e+05	0.000000e+00
-2.283267e+05	0.000000e+00	-2.283068e+05	0.000000e+00
-1.654251e+05	0.000000e+00	-1.655449e+05	0.000000e+00
-1.616380e+05	0.000000e+00	-1.615636e+05	0.000000e+00
-1.592113e+05	0.000000e+00	-1.592807e+05	0.000000e+00
-1.466078e+05	0.000000e+00	-1.467317e+05	0.000000e+00
-1.410123e+05	0.000000e+00	-1.411512e+05	0.000000e+00
-1.405723e+05	0.000000e+00	-1.406314e+05	0.000000e+00
-1.351256e+05	0.000000e+00	-1.349855e+05	0.000000e+00
-1.351117e+05	0.000000e+00	-1.351314e+05	0.000000e+00
-1.300914e+05	0.000000e+00	-1.299102e+05	0.000000e+00
-1.277344e+05	0.000000e+00	-1.278373e+05	0.000000e+00
-1.200333e+05	0.000000e+00	-1.199360e+05	0.000000e+00
-1.119692e+05	0.000000e+00	-1.120021e+05	0.000000e+00
-1.050658e+05	0.000000e+00	-1.049193e+05	0.000000e+00
-1.031402e+05	0.000000e+00	-1.031359e+05	0.000000e+00
-1.015869e+05	0.000000e+00	-1.015286e+05	0.000000e+00
-9.862194e+04	0.000000e+00	-9.861602e+04	0.000000e+00
-9.682503e+04	0.000000e+00	-9.682501e+04	0.000000e+00
-9.655272e+04	0.000000e+00	-9.642337e+04	0.000000e+00
-9.419106e+04	0.000000e+00	-9.409529e+04	0.000000e+00
-8.682996e+04	0.000000e+00	-8.676176e+04	0.000000e+00
-8.436044e+04	0.000000e+00	-8.439284e+04	0.000000e+00
-8.232617e+04	0.000000e+00	-8.234016e+04	0.000000e+00
-8.063018e+04	0.000000e+00	-8.065602e+04	0.000000e+00
-7.805874e+04	0.000000e+00	-7.817756e+04	0.000000e+00
-7.753589e+04	0.000000e+00	-7.758027e+04	0.000000e+00
-7.369148e+04	0.000000e+00	-7.364944e+04	0.000000e+00
-7.170369e+04	0.000000e+00	-7.165053e+04	0.000000e+00
-7.117104e+04	0.000000e+00	-7.106158e+04	0.000000e+00
-6.950305e+04	0.000000e+00	-6.943287e+04	0.000000e+00
-6.954420e+04	0.000000e+00	-6.949786e+04	0.000000e+00
-6.529036e+04	0.000000e+00	-6.531117e+04	0.000000e+00
-6.312376e+04	0.000000e+00	-6.318785e+04	0.000000e+00
-6.074996e+04	0.000000e+00	-6.078740e+04	0.000000e+00
-5.633310e+04	0.000000e+00	-5.640364e+04	0.000000e+00
-5.651897e+04	0.000000e+00	-5.649062e+04	0.000000e+00
-5.596490e+04	0.000000e+00	-5.592635e+04	0.000000e+00
-5.483086e+04	0.000000e+00	-5.484982e+04	0.000000e+00
-5.300522e+04	0.000000e+00	-5.302288e+04	0.000000e+00
-4.970997e+04	0.000000e+00	-4.972574e+04	0.000000e+00
-4.866518e+04	0.000000e+00	-4.867068e+04	0.000000e+00
-4.813892e+04	0.000000e+00	-4.814787e+04	0.000000e+00
-4.616949e+04	0.000000e+00	-4.623112e+04	0.000000e+00
-4.595761e+04	0.000000e+00	-4.593271e+04	0.000000e+00
-4.460937e+04	0.000000e+00	-4.469927e+04	0.000000e+00
-4.121355e+04	0.000000e+00	-4.127719e+04	0.000000e+00
-4.082299e+04	0.000000e+00	-4.090270e+04	0.000000e+00
-3.970123e+04	0.000000e+00	-3.965975e+04	0.000000e+00
-3.575220e+04	0.000000e+00	-3.573321e+04	0.000000e+00
-3.569796e+04	0.000000e+00	-3.566206e+04	0.000000e+00
-3.447907e+04	0.000000e+00	-3.456711e+04	0.000000e+00
-3.142562e+04	0.000000e+00	-3.135898e+04	0.000000e+00
-3.038953e+04	0.000000e+00	-3.044276e+04	0.000000e+00
-3.018181e+04	0.000000e+00	-3.019017e+04	0.000000e+00
-3.006708e+04	0.000000e+00	-3.009942e+04	0.000000e+00
-2.853991e+04	0.000000e+00	-2.856815e+04	0.000000e+00
-2.848138e+04	0.000000e+00	-2.847441e+04	0.000000e+00
-2.783797e+04	0.000000e+00	-2.771148e+04	0.000000e+00
-2.510785e+04	0.000000e+00	-2.512297e+04	0.000000e+00
-2.215683e+04	0.000000e+00	-2.213825e+04	0.000000e+00
-2.172719e+04	0.000000e+00	-2.174634e+04	0.000000e+00
-2.175386e+04	0.000000e+00	-2.174851e+04	0.000000e+00
-2.088686e+04	0.000000e+00	-2.093874e+04	0.000000e+00
-1.968702e+04	0.000000e+00	-1.973346e+04	0.000000e+00
-1.768728e+04	0.000000e+00	-1.772185e+04	0.000000e+00
-1.560656e+04	0.000000e+00	-1.564124e+04	0.000000e+00
-1.508218e+04	0.000000e+00	-1.507300e+04	0.000000e+00
-1.473823e+04	0.000000e+00	-1.468208e+04	0.000000e+00
-1.394745e+04	0.000000e+00	-1.397409e+04	0.000000e+00
-1.398854e+04	0.000000e+00	-1.402045e+04	0.000000e+00
-1.352098e+04	0.000000e+00	-1.349584e+04	0.000000e+00
-1.293821e+04	0.000000e+00	-1.295159e+04	0.000000e+00
-1.236733e+04	0.000000e+00	-1.233218e+04	0.000000e+00
-1.274160e+04	0.000000e+00	-1.279563e+04	0.000000e+00
-1.263140e+04	0.000000e+00	-1.263698e+04	0.000000e+00
-1.137304e+04	0.000000e+00	-1.135535e+04	0.000000e+00
-1.206778e+04	0.000000e+00	-1.211497e+04	0.000000e+00
-1.207271e+04	0.000000e+00	-1.207021e+04	0.000000e+00
-1.187404e+04	0.000000e+00	-1.190841e+04	0.000000e+00
-1.192223e+04	0.000000e+00	-1.183397e+04	0.000000e+00
-1.163301e+04	0.000000e+00	-1.167281e+04	0.000000e+00
-1.086658e+04	0.000000e+00	-1.089016e+04	0.000000e+00
-1.070916e+04	0.000000e+00	-1.071281e+04	0.000000e+00
-1.074118e+04	0.000000e+00	-1.074027e+04	0.000000e+00
-1.065577e+04	0.000000e+00	-1.069651e+04	0.000000e+00
-1.045792e+04	0.000000e+00	-1.046683e+04	0.000000e+00
-1.016375e+04	0.000000e+00	-1.018819e+04	0.000000e+00
-1.026867e+04	0.000000e+00	-1.023790e+04	0.000000e+00
-9.068277e+03	0.000000e+00	-9.026446e+03	0.000000e+00
-8.851705e+03	0.000000e+00	-8.798267e+03	0.000000e+00
-8.671238e+03	0.000000e+00	-8.657679e+03	0.000000e+00
-8.214764e+03	0.000000e+00	-8.229422e+03	0.000000e+00
-7.948831e+03	0.000000e+00	-7.965145e+03	0.000000e+00
-7.894117e+03	0.000000e+00	-7.888253e+03	0.000000e+00
-7.254059e+03	0.000000e+00	-7.172121e+03	0.000000e+00
-7.025692e+03	0.000000e+00	-6.964706e+03	0.000000e+00
-6.663739e+03	0.000000e+00	-6.675089e+03	0.000000e+00
-6.442860e+03	0.000000e+00	-6.420350e+03	0.000000e+00
-6.453915e+03	0.000000e+00	-6.436806e+03	0.000000e+00
-6.265711e+03	0.000000e+00	-6.295985e+03	0.000000e+00
-6.025412e+03	0.000000e+00	-6.045621e+03	0.000000e+00
-5.993228e+03	0.000000e+00	-6.002146e+03	0.000000e+00
-5.955764e+03	0.000000e+00	-6.018563e+03	0.000000e+00
-4.935297e+03	0.000000e+00	-4.910751e+03	0.000000e+00
-4.638078e+03	0.000000e+00	-4.580054e+03	0.000000e+00
-4.729615e+03	0.000000e+00	-4.675542e+03	0.000000e+00
-4.685140e+03	0.000000e+00	-4.656983e+03	0.000000e+00
-3.936594e+03	0.000000e+00	-3.959926e+03	0.000000e+00
-4.406940e+03	0.000000e+00	-4.433876e+03	0.000000e+00
-4.159218e+03	0.000000e+00	-4.212128e+03	0.000000e+00
-3.971112e+03	0.000000e+00	-3.945566e+03	0.000000e+00
-3.839201e+03	0.000000e+00	-3.820834e+03	0.000000e+00
-3.613987e+03	0.000000e+00	-3.648479e+03	0.000000e+00
-3.431004e+03	0.000000e+00	-3.383125e+03	0.000000e+00
-3.499510e+03	0.000000e+00	-3.441736e+03	0.000000e+00
-3.452037e+03	0.000000e+00	-3.474884e+03	0.000000e+00
-2.591449e+03	0.000000e+00	-2.611460e+03	0.000000e+00
-2.782191e+03	0.000000e+00	-2.807122e+03	0.000000e+00
-2.571085e+03	0.000000e+00	-2.572445e+03	0.000000e+00
-2.653779e+03	0.000000e+00	-2.613742e+03	0.000000e+00
-2.713061e+03	0.000000e+00	-2.696611e+03	0.000000e+00
-2.558574e+03	0.000000e+00	-2.571138e+03	0.000000e+00
-2.403653e+03	0.000000e+00	-2.389584e+03	0.000000e+00
-2.305660e+03	0.000000e+00	-2.313429e+03	0.000000e+00
-2.108798e+03	0.000000e+00	-2.095952e+03	0.000000e+00
-1.981676e+03	0.000000e+00	-2.015135e+03	0.000000e+00
-2.069023e+03	0.000000e+00	-2.083071e+03	0.000000e+00
-1.849125e+03	0.000000e+00	-1.832399e+03	0.000000e+00
-1.800976e+03	0.000000e+00	-1.822861e+03	0.000000e+00
-1.740911e+03	0.000000e+00	-1.750658e+03	0.000000e+00
-1.604480e+03	0.000000e+00	-1.575802e+03	0.000000e+00
-1.527242e+03	0.000000e+00	-1.550141e+03	0.000000e+00
-1.505017e+03	0.000000e+00	-1.498219e+03	0.000000e+00
-1.423121e+03	0.000000e+00	-1.372805e+03	0.000000e+00
-1.087251e+03	0.000000e+00	-1.088115e+03	0.000000e+00
-9.045894e+02	0.000000e+00	-8.955820e+02	0.000000e+00
-1.020097e+03	0.000000e+00	-1.042142e+03	0.000000e+00
-9.836075e+02	0.000000e+00	-9.717608e+02	0.000000e+00
-1.041903e+03	0.000000e+00	-1.055595e+03	0.000000e+00
-9.780967e+02	0.000000e+00	-9.425966e+02	0.000000e+00
-9.251259e+02	0.000000e+00	-9.511932e+02	0.000000e+00
