# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 -1.372807128762772726e-05 4.167000688092758955e-05
3.531299999999999883e+00 4.033102430480195623e-05 4.267691305260621465e-05
4.445700000000000429e+00 3.732305582603852285e-05 3.331840967344639316e-05
5.596799999999999997e+00 -1.572596885569809159e-05 2.877474478014307508e-05
7.046000000000000263e+00 1.297726254878723191e-05 2.420886234399132912e-05
8.870300000000000296e+00 1.536298922087441031e-05 2.086314358335724335e-05
1.116699999999999982e+01 -8.646761031845072641e-06 1.844722444182671453e-05
1.405899999999999928e+01 -3.604116087271802912e-05 1.889189893091849844e-05
1.769900000000000162e+01 -5.792937838621991840e-06 1.930910015814429827e-05
2.228099999999999881e+01 -9.478205748270705420e-07 1.981415791807458971e-05
2.805000000000000071e+01 -9.482753067243839798e-06 2.141798420164860736e-05
3.531300000000000239e+01 -8.078407343061387526e-06 2.484660880930521427e-05
4.445700000000000074e+01 -4.186592336121661896e-06 2.967211101021131097e-05
5.596800000000000352e+01 4.776362261668019229e-06 3.739611096403257147e-05
7.045999999999999375e+01 2.185222330310950369e-05 4.363061390833820793e-05
8.870300000000000296e+01 4.614325349721716504e-06 5.261497461943066009e-05
1.116700000000000017e+02 -2.318942033850442944e-06 6.020510348796176127e-05
1.405900000000000034e+02 -7.805861556836014715e-06 7.109505350306514712e-05
1.769900000000000091e+02 -2.053361515341514315e-05 7.782284440050172452e-05
2.228100000000000023e+02 -4.778047531579676546e-05 8.453703519606438625e-05
