# 
# meanr   jkmean  jkerr
2.805000000000000160e+00 5.426336413685038940e-01 8.109257865018315581e-03
3.531299999999999883e+00 5.581676455527323499e-01 8.054336747683061778e-03
4.445700000000000429e+00 5.511152384603611454e-01 7.479910678373586676e-03
5.596799999999999997e+00 5.527044659373318014e-01 6.795856119871356189e-03
7.046000000000000263e+00 5.590427359358206560e-01 6.667581734196262495e-03
8.870300000000000296e+00 5.543100622029876190e-01 5.923451420558907728e-03
1.116699999999999982e+01 5.545864452124454891e-01 6.175533055305338845e-03
1.405899999999999928e+01 5.526840185207674283e-01 6.159553683803956937e-03
1.769900000000000162e+01 5.523511136742704775e-01 5.958102786326536712e-03
2.228099999999999881e+01 5.528759650012740057e-01 5.812435894875078897e-03
2.805000000000000071e+01 5.535974936149933301e-01 5.623875296297180769e-03
3.531300000000000239e+01 5.544358120149863733e-01 5.470870543747770841e-03
4.445700000000000074e+01 5.544550464939151935e-01 5.370796544953448416e-03
5.596800000000000352e+01 5.544068745201896631e-01 5.129278656976497645e-03
7.045999999999999375e+01 5.536199624633820759e-01 4.679850660907136466e-03
8.870300000000000296e+01 5.540696757783325488e-01 4.250529845474382631e-03
1.116700000000000017e+02 5.540353478020456635e-01 3.726553084934496572e-03
1.405900000000000034e+02 5.544203986196786227e-01 3.272050022271685669e-03
1.769900000000000091e+02 5.538835974585831767e-01 2.852997698833477543e-03
2.228100000000000023e+02 5.530458991516480349e-01 2.588329403926708811e-03
