## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8324e+00   1.0392e+00   3.2603e-04  -9.6992e-05   1.0677e-03   2.8400e+04   1.6708e+05
  3.5313e+00   3.5648e+00   1.2692e+00   1.3309e-03   1.1673e-03   8.7563e-04   4.2225e+04   2.5025e+05
  4.4457e+00   4.4883e+00   1.4996e+00   3.7254e-04  -3.3262e-04   7.0862e-04   6.4473e+04   3.7877e+05
  5.5968e+00   5.6535e+00   1.7304e+00   4.9345e-04  -1.2476e-04   5.7624e-04   9.7500e+04   5.7642e+05
  7.0460e+00   7.1168e+00   1.9606e+00   8.0509e-05   5.5136e-04   4.6609e-04   1.4903e+05   8.7190e+05
  8.8703e+00   8.9666e+00   2.1916e+00   3.3317e-04   7.0730e-05   3.7537e-04   2.2977e+05   1.3395e+06
  1.1167e+01   1.1280e+01   2.4211e+00   5.9478e-04  -2.3876e-04   3.0003e-04   3.5964e+05   2.0908e+06
  1.4059e+01   1.4188e+01   2.6505e+00   3.3832e-05   2.4096e-04   2.4738e-04   5.2903e+05   3.0817e+06
  1.7699e+01   1.7875e+01   2.8815e+00  -1.8361e-04   2.6293e-04   2.0506e-04   7.6994e+05   4.5285e+06
  2.2281e+01   2.2499e+01   3.1115e+00   4.5243e-05   1.3431e-04   1.6573e-04   1.1787e+06   6.9753e+06
  2.8050e+01   2.8351e+01   3.3427e+00   1.4683e-04   5.6483e-06   1.3443e-04   1.7916e+06   1.0535e+07
  3.5313e+01   3.5643e+01   3.5715e+00   1.1574e-05   1.3530e-04   1.0926e-04   2.7121e+06   1.6033e+07
  4.4457e+01   4.4892e+01   3.8022e+00  -1.5837e-04   7.6544e-05   8.9306e-05   4.0592e+06   2.4192e+07
  5.5968e+01   5.6551e+01   4.0331e+00  -1.9391e-04  -2.6162e-04   7.1946e-05   6.2546e+06   3.7179e+07
  7.0460e+01   7.1177e+01   4.2632e+00   6.5673e-06  -2.2099e-04   5.7848e-05   9.6747e+06   5.7145e+07
  8.8703e+01   8.9665e+01   4.4941e+00   2.3471e-04  -2.3734e-04   4.6497e-05   1.4974e+07   8.8219e+07
  1.1167e+02   1.1294e+02   4.7249e+00   2.1735e-04  -2.5747e-05   3.6574e-05   2.4203e+07   1.4229e+08
  1.4059e+02   1.4204e+02   4.9541e+00   3.1094e-04   2.3048e-05   2.8867e-05   3.8851e+07   2.2777e+08
  1.7699e+02   1.7858e+02   5.1830e+00   3.6581e-04   3.0907e-05   2.3844e-05   5.6945e+07   3.3558e+08
  2.2281e+02   2.2484e+02   5.4134e+00   4.1773e-04   1.1872e-04   1.9782e-05   8.2730e+07   4.8795e+08
