## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       gamT         gamX        sigma        weight       npairs   
  2.8050e+00   2.8309e+00   1.0387e+00   6.5739e-04   8.7268e-04   8.8509e-04   4.1268e+04   2.0860e+05
  3.5313e+00   3.5688e+00   1.2704e+00  -1.0838e-04   8.3092e-04   7.0998e-04   6.4136e+04   3.2292e+05
  4.4457e+00   4.4919e+00   1.5004e+00   3.3147e-04   2.6487e-05   5.6840e-04   1.0007e+05   5.0523e+05
  5.5968e+00   5.6551e+00   1.7307e+00   3.4267e-04   2.5489e-04   4.5923e-04   1.5329e+05   7.7939e+05
  7.0460e+00   7.1161e+00   1.9605e+00   5.6705e-04   6.5924e-05   3.6888e-04   2.3758e+05   1.2053e+06
  8.8703e+00   8.9651e+00   2.1914e+00  -6.3969e-05   1.0769e-04   2.9645e-04   3.6785e+05   1.8667e+06
  1.1167e+01   1.1280e+01   2.4211e+00   2.9760e-05   3.9221e-04   2.3711e-04   5.7504e+05   2.9163e+06
  1.4059e+01   1.4200e+01   2.6513e+00   3.7367e-08   9.3002e-05   1.9252e-04   8.7224e+05   4.4075e+06
  1.7699e+01   1.7875e+01   2.8814e+00   5.8148e-05   3.4271e-04   1.5743e-04   1.3044e+06   6.6272e+06
  2.2281e+01   2.2491e+01   3.1111e+00   2.5440e-04  -1.1493e-04   1.2859e-04   1.9551e+06   9.9484e+06
  2.8050e+01   2.8323e+01   3.3417e+00  -2.5701e-05  -1.7399e-04   1.0626e-04   2.8633e+06   1.4631e+07
  3.5313e+01   3.5636e+01   3.5714e+00   5.0823e-06  -2.2121e-04   8.7529e-05   4.2197e+06   2.1444e+07
  4.4457e+01   4.4849e+01   3.8013e+00   1.2881e-04  -2.5994e-05   7.2768e-05   6.1052e+06   3.1108e+07
  5.5968e+01   5.6482e+01   4.0319e+00   3.3683e-04  -2.3546e-05   6.0422e-05   8.8552e+06   4.5326e+07
  7.0460e+01   7.1190e+01   4.2633e+00   5.8871e-04   2.1310e-05   4.9643e-05   1.3118e+07   6.7414e+07
  8.8703e+01   8.9613e+01   4.4935e+00   2.8154e-04   5.7918e-06   3.9784e-05   2.0425e+07   1.0488e+08
  1.1167e+02   1.1292e+02   4.7247e+00  -9.6451e-05   3.5913e-05   3.2040e-05   3.1493e+07   1.6450e+08
  1.4059e+02   1.4218e+02   4.9551e+00  -9.1864e-05   1.5536e-04   2.4900e-05   5.2143e+07   2.7154e+08
  1.7699e+02   1.7912e+02   5.1860e+00  -6.6355e-05   4.3054e-05   1.9718e-05   8.3147e+07   4.3143e+08
  2.2281e+02   2.2544e+02   5.4160e+00  -1.1035e-04  -5.5892e-05   1.5057e-05   1.4260e+08   7.3471e+08
