## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 608484723.2687398}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8335e+00   1.0395e+00   6.7335e-02   3.3951e-03   1.9592e+04   1.8356e+04   1.0776e+05
  3.5313e+00   3.5685e+00   1.2702e+00   5.7467e-02   2.7050e-03   3.0579e+04   2.8917e+04   1.6873e+05
  4.4457e+00   4.4932e+00   1.5007e+00   4.4216e-02   2.1539e-03   4.7625e+04   4.5609e+04   2.6358e+05
  5.5968e+00   5.6573e+00   1.7311e+00   3.3934e-02   1.7122e-03   7.4620e+04   7.2171e+04   4.1454e+05
  7.0460e+00   7.1203e+00   1.9611e+00   3.3691e-02   1.3627e-03   1.1778e+05   1.1394e+05   6.5399e+05
  8.8703e+00   8.9649e+00   2.1914e+00   3.1689e-02   1.0846e-03   1.8557e+05   1.7987e+05   1.0276e+06
  1.1167e+01   1.1286e+01   2.4217e+00   2.8157e-02   8.6175e-04   2.9295e+05   2.8493e+05   1.6231e+06
  1.4059e+01   1.4210e+01   2.6521e+00   2.3441e-02   6.8487e-04   4.6168e+05   4.5110e+05   2.5688e+06
  1.7699e+01   1.7891e+01   2.8824e+00   1.9476e-02   5.4378e-04   7.2950e+05   7.1556e+05   4.0572e+06
  2.2281e+01   2.2518e+01   3.1124e+00   1.3398e-02   4.3206e-04   1.1486e+06   1.1334e+06   6.4026e+06
  2.8050e+01   2.8355e+01   3.3428e+00   6.0448e-03   3.4325e-04   1.8067e+06   1.7958e+06   1.0105e+07
  3.5313e+01   3.5696e+01   3.5731e+00   2.3448e-03   2.7250e-04   2.8560e+06   2.8494e+06   1.5986e+07
  4.4457e+01   4.4942e+01   3.8034e+00   9.3475e-04   2.1626e-04   4.5283e+06   4.5241e+06   2.5351e+07
  5.5968e+01   5.6581e+01   4.0337e+00  -2.7720e-04   1.7139e-04   7.2014e+06   7.2034e+06   4.0378e+07
  7.0460e+01   7.1240e+01   4.2641e+00   6.7746e-04   1.3573e-04   1.1492e+07   1.1484e+07   6.4463e+07
  8.8703e+01   8.9676e+01   4.4942e+00  -2.1776e-03   1.0754e-04   1.8256e+07   1.8296e+07   1.0267e+08
  1.1167e+02   1.1291e+02   4.7246e+00  -4.6332e-03   8.5143e-05   2.9052e+07   2.9187e+07   1.6345e+08
  1.4059e+02   1.4213e+02   4.9547e+00  -3.6580e-04   6.7590e-05   4.6298e+07   4.6315e+07   2.5981e+08
  1.7699e+02   1.7884e+02   5.1845e+00   1.8294e-03   5.4161e-05   7.2262e+07   7.2130e+07   4.0496e+08
  2.2281e+02   2.2465e+02   5.4125e+00  -1.9292e-03   4.4895e-05   1.0477e+08   1.0498e+08   5.8962e+08
