## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 515370242.7088128}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8344e+00   1.0399e+00   5.4729e-02   3.5320e-03   1.9078e+04   1.8088e+04   1.0239e+05
  3.5313e+00   3.5678e+00   1.2700e+00   5.3032e-02   2.8201e-03   2.9876e+04   2.8372e+04   1.5961e+05
  4.4457e+00   4.4927e+00   1.5005e+00   3.5105e-02   2.2458e-03   4.6308e+04   4.4738e+04   2.4879e+05
  5.5968e+00   5.6557e+00   1.7308e+00   2.8716e-02   1.7865e-03   7.2732e+04   7.0701e+04   3.9018e+05
  7.0460e+00   7.1215e+00   1.9612e+00   2.7460e-02   1.4212e-03   1.1479e+05   1.1172e+05   6.1302e+05
  8.8703e+00   8.9661e+00   2.1916e+00   2.0465e-02   1.1301e-03   1.8030e+05   1.7669e+05   9.6580e+05
  1.1167e+01   1.1286e+01   2.4217e+00   1.6932e-02   8.9856e-04   2.8420e+05   2.7947e+05   1.5196e+06
  1.4059e+01   1.4209e+01   2.6520e+00   1.3802e-02   7.1512e-04   4.4733e+05   4.4124e+05   2.3929e+06
  1.7699e+01   1.7889e+01   2.8823e+00   7.5083e-03   5.6888e-04   7.0247e+05   6.9724e+05   3.7672e+06
  2.2281e+01   2.2521e+01   3.1125e+00   6.9919e-03   4.5253e-04   1.1096e+06   1.1019e+06   5.9572e+06
  2.8050e+01   2.8353e+01   3.3428e+00   4.4229e-03   3.5963e-04   1.7524e+06   1.7447e+06   9.3996e+06
  3.5313e+01   3.5697e+01   3.5731e+00   2.1199e-03   2.8556e-04   2.7730e+06   2.7672e+06   1.4855e+07
  4.4457e+01   4.4945e+01   3.8035e+00   4.0874e-03   2.2662e-04   4.4115e+06   4.3935e+06   2.3611e+07
  5.5968e+01   5.6575e+01   4.0336e+00   5.2672e-03   1.7994e-04   7.0056e+06   6.9689e+06   3.7510e+07
  7.0460e+01   7.1221e+01   4.2638e+00   5.3621e-03   1.4310e-04   1.1079e+07   1.1020e+07   5.9335e+07
  8.8703e+01   8.9668e+01   4.4941e+00   5.8299e-03   1.1396e-04   1.7476e+07   1.7375e+07   9.3680e+07
  1.1167e+02   1.1288e+02   4.7243e+00   6.7815e-03   9.0834e-05   2.7534e+07   2.7348e+07   1.4733e+08
  1.4059e+02   1.4203e+02   4.9540e+00   5.2701e-03   7.2761e-05   4.2845e+07   4.2621e+07   2.2953e+08
  1.7699e+02   1.7854e+02   5.1829e+00   1.5922e-03   5.9693e-05   6.3426e+07   6.3325e+07   3.4063e+08
  2.2281e+02   2.2437e+02   5.4113e+00   1.8335e-03   5.1535e-05   8.5116e+07   8.4960e+07   4.5652e+08
