## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 45383636.52797808}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8341e+00   1.0397e+00   8.5171e-02   8.6356e-03   3.2614e+03   3.0055e+03   1.6922e+04
  3.5313e+00   3.5704e+00   1.2708e+00   5.4704e-02   6.8872e-03   4.9835e+03   4.7251e+03   2.5966e+04
  4.4457e+00   4.4922e+00   1.5004e+00   5.0287e-02   5.5064e-03   7.7636e+03   7.3919e+03   4.0559e+04
  5.5968e+00   5.6549e+00   1.7307e+00   3.4807e-02   4.3947e-03   1.2009e+04   1.1605e+04   6.3217e+04
  7.0460e+00   7.1163e+00   1.9605e+00   3.9975e-02   3.5105e-03   1.8913e+04   1.8186e+04   9.9000e+04
  8.8703e+00   8.9604e+00   2.1909e+00   2.0630e-02   2.8026e-03   2.9122e+04   2.8534e+04   1.5276e+05
  1.1167e+01   1.1289e+01   2.4219e+00   2.2551e-02   2.2367e-03   4.5811e+04   4.4801e+04   2.3921e+05
  1.4059e+01   1.4206e+01   2.6518e+00   1.7315e-02   1.7845e-03   7.1603e+04   7.0384e+04   3.7418e+05
  1.7699e+01   1.7877e+01   2.8816e+00   1.0671e-03   1.4211e-03   1.1109e+05   1.1097e+05   5.8360e+05
  2.2281e+01   2.2521e+01   3.1125e+00  -1.8573e-03   1.1310e-03   1.7489e+05   1.7522e+05   9.1662e+05
  2.8050e+01   2.8359e+01   3.3430e+00   3.6174e-03   9.0371e-04   2.7543e+05   2.7443e+05   1.4451e+06
  3.5313e+01   3.5687e+01   3.5728e+00   9.9996e-03   7.2521e-04   4.3041e+05   4.2615e+05   2.2616e+06
  4.4457e+01   4.4916e+01   3.8028e+00   1.8336e-02   5.8537e-04   6.6607e+05   6.5408e+05   3.4960e+06
  5.5968e+01   5.6533e+01   4.0328e+00   2.5725e-02   4.7639e-04   1.0130e+06   9.8755e+05   5.2895e+06
  7.0460e+01   7.1106e+01   4.2622e+00   3.9057e-02   3.9294e-04   1.5082e+06   1.4515e+06   7.8309e+06
  8.8703e+01   8.9479e+01   4.4920e+00   3.1469e-02   3.2759e-04   2.1542e+06   2.0884e+06   1.1267e+07
  1.1167e+02   1.1272e+02   4.7229e+00   2.6073e-02   2.7410e-04   3.0609e+06   2.9831e+06   1.6006e+07
  1.4059e+02   1.4207e+02   4.9543e+00   1.4186e-02   2.2296e-04   4.5724e+06   4.5084e+06   2.4012e+07
  1.7699e+02   1.7885e+02   5.1845e+00   1.3461e-02   1.7733e-04   7.2231e+06   7.1271e+06   3.7916e+07
  2.2281e+02   2.2389e+02   5.4091e+00  -6.7217e-04   1.5380e-04   9.4685e+06   9.4749e+06   4.9650e+07
