## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log', 'tot': 309467875.6544921}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR         npairs   
  2.8050e+00   2.8341e+00   1.0397e+00   1.0118e-01   4.8405e-03   1.1160e+04   1.0134e+04   5.4906e+04
  3.5313e+00   3.5686e+00   1.2702e+00   9.2968e-02   3.8748e-03   1.7286e+04   1.5816e+04   8.5172e+04
  4.4457e+00   4.4891e+00   1.4998e+00   7.7607e-02   3.0934e-03   2.6740e+04   2.4814e+04   1.3278e+05
  5.5968e+00   5.6519e+00   1.7301e+00   6.5981e-02   2.4710e-03   4.1458e+04   3.8892e+04   2.0615e+05
  7.0460e+00   7.1195e+00   1.9609e+00   5.9651e-02   1.9725e-03   6.4673e+04   6.1032e+04   3.2239e+05
  8.8703e+00   8.9668e+00   2.1916e+00   5.5696e-02   1.5737e-03   1.0122e+05   9.5879e+04   5.0648e+05
  1.1167e+01   1.1285e+01   2.4216e+00   4.8532e-02   1.2530e-03   1.5859e+05   1.5125e+05   7.9469e+05
  1.4059e+01   1.4204e+01   2.6516e+00   3.5371e-02   1.0038e-03   2.4398e+05   2.3565e+05   1.2294e+06
  1.7699e+01   1.7887e+01   2.8821e+00   3.5217e-02   8.0558e-04   3.7879e+05   3.6591e+05   1.9074e+06
  2.2281e+01   2.2505e+01   3.1118e+00   2.8150e-02   6.4761e-04   5.8213e+05   5.6619e+05   2.9405e+06
  2.8050e+01   2.8336e+01   3.3422e+00   2.0958e-02   5.2349e-04   8.8465e+05   8.6649e+05   4.4634e+06
  3.5313e+01   3.5669e+01   3.5723e+00   1.2584e-02   4.2315e-04   1.3428e+06   1.3262e+06   6.8025e+06
  4.4457e+01   4.4900e+01   3.8025e+00   1.1888e-02   3.4294e-04   2.0431e+06   2.0191e+06   1.0370e+07
  5.5968e+01   5.6515e+01   4.0325e+00   1.8442e-03   2.7863e-04   3.0643e+06   3.0586e+06   1.5609e+07
  7.0460e+01   7.1172e+01   4.2631e+00  -1.5323e-02   2.2576e-04   4.5877e+06   4.6591e+06   2.3405e+07
  8.8703e+01   8.9682e+01   4.4943e+00  -2.2907e-02   1.7987e-04   7.1710e+06   7.3391e+06   3.6616e+07
  1.1167e+02   1.1299e+02   4.7253e+00  -2.3477e-02   1.4017e-04   1.1803e+07   1.2087e+07   6.0395e+07
  1.4059e+02   1.4222e+02   4.9554e+00  -2.1688e-02   1.0940e-04   1.9412e+07   1.9842e+07   9.9305e+07
  1.7699e+02   1.7888e+02   5.1848e+00  -1.5978e-02   8.6522e-05   3.1213e+07   3.1720e+07   1.6006e+08
  2.2281e+02   2.2482e+02   5.4133e+00   1.0610e-02   7.1142e-05   4.7415e+07   4.6917e+07   2.4074e+08
