# filename: cov_2x2pt.txt 
# description: Combined covariance matrix of DMASS angular galaxy custering (w) and 
# galaxy-galaxy lensing. 
# Consists of auto-covariance of 4 galaxy-galaxy lensing spectra (80 bins) and 
# 1 angular clustering spectra (20 bins), and cross-covariance of them 
# Each sub-block has a size of 20x20. Total size is 100x100. 
# 
# if you use this file, cite these papers below:
# http://arxiv.org/abs/1906.01136 
# http://arxiv.org/abs/2104.11319 
# https://arxiv.org/abs/1601.05779 
# 
# bin-index1 	 bin-index2 	 cov-mat 
52 	 10 	 9.5274250e-12
52 	 11 	 1.5081450e-11
52 	 12 	 2.1101450e-11
52 	 13 	 1.6214780e-11
52 	 14 	 1.1633690e-11
52 	 15 	 8.4684860e-12
52 	 16 	 6.0517260e-12
52 	 17 	 4.1879380e-12
52 	 18 	 2.7754490e-12
52 	 19 	 1.7340620e-12
52 	 20 	 9.5274360e-13
52 	 21 	 2.3594510e-13
52 	 22 	 3.7314660e-13
52 	 23 	 5.9112240e-13
52 	 24 	 9.3590120e-13
52 	 25 	 1.4800370e-12
52 	 26 	 2.3398210e-12
52 	 27 	 3.6922380e-12
52 	 28 	 5.8134870e-12
52 	 29 	 9.1245820e-12
52 	 30 	 1.4283070e-11
52 	 31 	 2.2532430e-11
52 	 32 	 3.1659320e-11
52 	 33 	 2.4523620e-11
52 	 34 	 1.7914280e-11
52 	 35 	 1.3203690e-11
52 	 36 	 9.4934710e-12
52 	 37 	 6.5663800e-12
52 	 38 	 4.3211210e-12
52 	 39 	 2.6627160e-12
52 	 40 	 1.4241890e-12
52 	 41 	 1.3200210e-12
52 	 42 	 2.0729260e-12
52 	 43 	 3.2845680e-12
52 	 44 	 5.2404590e-12
52 	 45 	 8.2628390e-12
52 	 46 	 1.3122590e-11
52 	 47 	 2.0853020e-11
52 	 48 	 3.3135150e-11
52 	 49 	 5.2889440e-11
52 	 50 	 8.5330300e-11
52 	 51 	 1.4654070e-10
52 	 52 	 3.8126410e-10
52 	 53 	 1.3770280e-10
52 	 54 	 7.9757220e-11
52 	 55 	 4.8223490e-11
52 	 56 	 2.8990360e-11
52 	 57 	 1.7155970e-11
52 	 58 	 9.8790270e-12
52 	 59 	 5.5004950e-12
52 	 60 	 2.5281310e-12
52 	 61 	 4.5682990e-13
52 	 62 	 7.2228700e-13
52 	 63 	 1.1437130e-12
52 	 64 	 1.8107730e-12
52 	 65 	 2.8614650e-12
52 	 66 	 4.5203750e-12
52 	 67 	 7.1240050e-12
52 	 68 	 1.1191630e-11
52 	 69 	 1.7498420e-11
52 	 70 	 2.7205970e-11
52 	 71 	 4.2428660e-11
52 	 72 	 5.9485670e-11
52 	 73 	 4.7224790e-11
52 	 74 	 3.5520930e-11
52 	 75 	 2.6553270e-11
52 	 76 	 1.9128090e-11
52 	 77 	 1.3121360e-11
52 	 78 	 8.4757890e-12
52 	 79 	 5.0643220e-12
52 	 80 	 2.5445100e-12
52 	 81 	 8.0129090e-09
52 	 82 	 7.9844900e-09
52 	 83 	 7.9401010e-09
52 	 84 	 7.8694500e-09
52 	 85 	 7.7574840e-09
52 	 86 	 7.5819600e-09
52 	 87 	 7.3057800e-09
52 	 88 	 6.8740180e-09
52 	 89 	 6.2070390e-09
52 	 90 	 5.1852870e-09
52 	 91 	 3.6245520e-09
52 	 92 	 1.4861060e-09
52 	 93 	 7.9735690e-10
52 	 94 	 3.4752060e-10
52 	 95 	 5.1352820e-11
52 	 96 	 -1.0006600e-10
52 	 97 	 -1.4999210e-10
52 	 98 	 -1.4071860e-10
52 	 99 	 -1.0433350e-10
52 	 100 	 -4.3469440e-11
53 	 1 	 1.1023900e-13
53 	 2 	 1.7489430e-13
53 	 3 	 2.7658590e-13
53 	 4 	 4.3823070e-13
53 	 5 	 6.9318370e-13
53 	 6 	 1.0963000e-12
53 	 7 	 1.7322260e-12
53 	 8 	 2.7308440e-12
53 	 9 	 4.2918170e-12
53 	 10 	 6.7156980e-12
53 	 11 	 1.0442000e-11
53 	 12 	 1.6214780e-11
53 	 13 	 2.2393870e-11
53 	 14 	 1.7763870e-11
53 	 15 	 1.3014570e-11
53 	 16 	 9.4139270e-12
53 	 17 	 6.5698670e-12
53 	 18 	 4.3768430e-12
53 	 19 	 2.7431250e-12
53 	 20 	 1.5107370e-12
53 	 21 	 1.6908420e-13
53 	 22 	 2.6827250e-13
53 	 23 	 4.2415990e-13
53 	 24 	 6.7200640e-13
53 	 25 	 1.0627150e-12
53 	 26 	 1.6801950e-12
53 	 27 	 2.6537260e-12
53 	 28 	 4.1804740e-12
53 	 29 	 6.5630630e-12
53 	 30 	 1.0247400e-11
53 	 31 	 1.5878070e-11
53 	 32 	 2.4523620e-11
53 	 33 	 3.3896700e-11
53 	 34 	 2.7185580e-11
53 	 35 	 2.0230240e-11
53 	 36 	 1.4748100e-11
53 	 37 	 1.0297350e-11
53 	 38 	 6.8155140e-12
53 	 39 	 4.2136140e-12
53 	 40 	 2.2612590e-12
53 	 41 	 8.1452340e-13
53 	 42 	 1.2893540e-12
53 	 43 	 2.0160850e-12
53 	 44 	 3.2228840e-12
53 	 45 	 5.0796540e-12
53 	 46 	 8.0550560e-12
53 	 47 	 1.2787320e-11
53 	 48 	 2.0279320e-11
53 	 49 	 3.2224140e-11
53 	 50 	 5.1342330e-11
53 	 51 	 8.2318580e-11
53 	 52 	 1.3770280e-10
53 	 53 	 3.0907670e-10
53 	 54 	 1.3114840e-10
53 	 55 	 7.7104050e-11
53 	 56 	 4.6203730e-11
53 	 57 	 2.7309710e-11
53 	 58 	 1.5731470e-11
53 	 59 	 8.7431060e-12
53 	 60 	 3.9977790e-12
53 	 61 	 3.3446480e-13
53 	 62 	 5.3068840e-13
53 	 63 	 8.3882890e-13
53 	 64 	 1.3287960e-12
53 	 65 	 2.1008010e-12
53 	 66 	 3.3200380e-12
53 	 67 	 5.2395030e-12
53 	 68 	 8.2439400e-12
53 	 69 	 1.2917020e-11
53 	 70 	 2.0099350e-11
53 	 71 	 3.0949640e-11
53 	 72 	 4.7224790e-11
53 	 73 	 6.4874920e-11
53 	 74 	 5.3301870e-11
53 	 75 	 4.0511880e-11
53 	 76 	 2.9676490e-11
53 	 77 	 2.0577750e-11
53 	 78 	 1.3377210e-11
53 	 79 	 8.0186380e-12
53 	 80 	 4.0488830e-12
53 	 81 	 8.9345650e-09
53 	 82 	 8.9131810e-09
53 	 83 	 8.8800330e-09
53 	 84 	 8.8270820e-09
53 	 85 	 8.7429850e-09
53 	 86 	 8.6113970e-09
53 	 87 	 8.4030300e-09
53 	 88 	 8.0768340e-09
53 	 89 	 7.5681370e-09
53 	 90 	 6.7846150e-09
53 	 91 	 5.5982680e-09
53 	 92 	 3.8390990e-09
53 	 93 	 1.5351960e-09
53 	 94 	 6.4667020e-10
53 	 95 	 1.3683570e-10
53 	 96 	 -1.3414980e-10
53 	 97 	 -2.2875170e-10
53 	 98 	 -2.2057180e-10
53 	 99 	 -1.6407720e-10
53 	 100 	 -6.8718510e-11
54 	 1 	 7.8719230e-14
54 	 2 	 1.2457480e-13
54 	 3 	 1.9769850e-13
54 	 4 	 3.1298630e-13
54 	 5 	 4.9548360e-13
54 	 6 	 7.8398170e-13
54 	 7 	 1.2390340e-12
54 	 8 	 1.9564000e-12
54 	 9 	 3.0810350e-12
54 	 10 	 4.8331870e-12
54 	 11 	 7.5363140e-12
54 	 12 	 1.1633690e-11
54 	 13 	 1.7763870e-11
54 	 14 	 2.4145370e-11
54 	 15 	 1.9623550e-11
54 	 16 	 1.4442990e-11
54 	 17 	 1.0232110e-11
54 	 18 	 6.8805260e-12
54 	 19 	 4.3267740e-12
54 	 20 	 2.4003680e-12
54 	 21 	 1.2222230e-13
54 	 22 	 1.9345430e-13
54 	 23 	 3.0694040e-13
54 	 24 	 4.8588480e-13
54 	 25 	 7.6911640e-13
54 	 26 	 1.2166350e-12
54 	 27 	 1.9224300e-12
54 	 28 	 3.0341180e-12
54 	 29 	 4.7751990e-12
54 	 30 	 7.4830520e-12
54 	 31 	 1.1644560e-11
54 	 32 	 1.7914280e-11
54 	 33 	 2.7185580e-11
54 	 34 	 3.6881690e-11
54 	 35 	 3.0317500e-11
54 	 36 	 2.2567570e-11
54 	 37 	 1.6025560e-11
54 	 38 	 1.0716130e-11
54 	 39 	 6.6535680e-12
54 	 40 	 3.5957020e-12
54 	 41 	 5.0101770e-13
54 	 42 	 7.8131630e-13
54 	 43 	 1.2354400e-12
54 	 44 	 1.9779660e-12
54 	 45 	 3.1140550e-12
54 	 46 	 4.9365020e-12
54 	 47 	 7.8268510e-12
54 	 48 	 1.2418650e-11
54 	 49 	 1.9714770e-11
54 	 50 	 3.1326390e-11
54 	 51 	 4.9864860e-11
54 	 52 	 7.9757220e-11
54 	 53 	 1.3114840e-10
54 	 54 	 2.6028750e-10
54 	 55 	 1.2561290e-10
54 	 56 	 7.3963540e-11
54 	 57 	 4.3614960e-11
54 	 58 	 2.5101320e-11
54 	 59 	 1.3913860e-11
54 	 60 	 6.3644710e-12
54 	 61 	 2.5122200e-13
54 	 62 	 3.8834610e-13
54 	 63 	 6.1617770e-13
54 	 64 	 9.7529050e-13
54 	 65 	 1.5435650e-12
54 	 66 	 2.4412030e-12
54 	 67 	 3.8556870e-12
54 	 68 	 6.0817000e-12
54 	 69 	 9.5620960e-12
54 	 70 	 1.4959650e-11
54 	 71 	 2.3212470e-11
54 	 72 	 3.5520930e-11
54 	 73 	 5.3301870e-11
54 	 74 	 7.1673310e-11
54 	 75 	 6.0129950e-11
54 	 76 	 4.5285260e-11
54 	 77 	 3.2018810e-11
54 	 78 	 2.1052200e-11
54 	 79 	 1.2674260e-11
54 	 80 	 6.4573730e-12
54 	 81 	 9.8434280e-09
54 	 82 	 9.8270190e-09
54 	 83 	 9.8028650e-09
54 	 84 	 9.7637500e-09
54 	 85 	 9.7009960e-09
54 	 86 	 9.6029430e-09
54 	 87 	 9.4484800e-09
54 	 88 	 9.2043020e-09
54 	 89 	 8.8222280e-09
54 	 90 	 8.2265450e-09
54 	 91 	 7.3122780e-09
54 	 92 	 5.9342180e-09
54 	 93 	 3.9337550e-09
54 	 94 	 1.4226030e-09
54 	 95 	 3.6339850e-10
54 	 96 	 -1.4534410e-10
54 	 97 	 -3.3791580e-10
54 	 98 	 -3.4269840e-10
54 	 99 	 -2.5659530e-10
54 	 100 	 -1.0891110e-10
55 	 1 	 5.5905440e-14
55 	 2 	 8.8791420e-14
55 	 3 	 1.4053930e-13
55 	 4 	 2.2301900e-13
55 	 5 	 3.5300050e-13
55 	 6 	 5.5893670e-13
55 	 7 	 8.8423520e-13
55 	 8 	 1.3972930e-12
55 	 9 	 2.2056840e-12
55 	 10 	 3.4719030e-12
55 	 11 	 5.4418440e-12
55 	 12 	 8.4684860e-12
55 	 13 	 1.3014570e-11
55 	 14 	 1.9623550e-11
55 	 15 	 2.6240000e-11
55 	 16 	 2.1603660e-11
55 	 17 	 1.5713580e-11
55 	 18 	 1.0747520e-11
55 	 19 	 6.8138050e-12
55 	 20 	 3.8207360e-12
55 	 21 	 8.7624800e-14
55 	 22 	 1.3905220e-13
55 	 23 	 2.2006670e-13
55 	 24 	 3.4924640e-13
55 	 25 	 5.5274510e-13
55 	 26 	 8.7512970e-13
55 	 27 	 1.3842260e-12
55 	 28 	 2.1868290e-12
55 	 29 	 3.4506130e-12
55 	 30 	 5.4283390e-12
55 	 31 	 8.4996150e-12
55 	 32 	 1.3203690e-11
55 	 33 	 2.0230240e-11
55 	 34 	 3.0317500e-11
55 	 35 	 4.0387150e-11
55 	 36 	 3.3573990e-11
55 	 37 	 2.4570140e-11
55 	 38 	 1.6739770e-11
55 	 39 	 1.0479120e-11
55 	 40 	 5.7305500e-12
55 	 41 	 3.0702840e-13
55 	 42 	 4.7624770e-13
55 	 43 	 7.5360290e-13
55 	 44 	 1.2056970e-12
55 	 45 	 1.8973460e-12
55 	 46 	 3.0147300e-12
55 	 47 	 4.7751900e-12
55 	 48 	 7.5716240e-12
55 	 49 	 1.2002880e-11
55 	 50 	 1.9063190e-11
55 	 51 	 3.0282800e-11
55 	 52 	 4.8223490e-11
55 	 53 	 7.7104050e-11
55 	 54 	 1.2561290e-10
55 	 55 	 2.2639890e-10
55 	 56 	 1.2009660e-10
55 	 57 	 7.0021970e-11
55 	 58 	 4.0256810e-11
55 	 59 	 2.2154940e-11
55 	 60 	 1.0213250e-11
55 	 61 	 1.7712590e-13
55 	 62 	 2.8108720e-13
55 	 63 	 4.4489940e-13
55 	 64 	 7.0595100e-13
55 	 65 	 1.1172010e-12
55 	 66 	 1.7686290e-12
55 	 67 	 2.8009300e-12
55 	 68 	 4.4175470e-12
55 	 69 	 6.9690590e-12
55 	 70 	 1.0953080e-11
55 	 71 	 1.7129810e-11
55 	 72 	 2.6553270e-11
55 	 73 	 4.0511880e-11
55 	 74 	 6.0129950e-11
55 	 75 	 7.9311600e-11
55 	 76 	 6.6881900e-11
55 	 77 	 4.9036880e-11
55 	 78 	 3.2923280e-11
55 	 79 	 1.9994970e-11
55 	 80 	 1.0345490e-11
55 	 81 	 1.0602480e-08
55 	 82 	 1.0590400e-08
55 	 83 	 1.0573450e-08
55 	 84 	 1.0544860e-08
55 	 85 	 1.0499390e-08
55 	 86 	 1.0429060e-08
55 	 87 	 1.0317030e-08
55 	 88 	 1.0138720e-08
55 	 89 	 9.8606970e-09
55 	 90 	 9.4239060e-09
55 	 91 	 8.7420140e-09
55 	 92 	 7.6950170e-09
55 	 93 	 6.1208870e-09
55 	 94 	 3.8607670e-09
55 	 95 	 1.1300450e-09
55 	 96 	 -3.7858560e-11
55 	 97 	 -4.6432350e-10
55 	 98 	 -5.2262810e-10
55 	 99 	 -3.9724840e-10
55 	 100 	 -1.7459460e-10
56 	 1 	 3.9335280e-14
56 	 2 	 6.2062080e-14
56 	 3 	 9.8725590e-14
56 	 4 	 1.5632830e-13
56 	 5 	 2.4799000e-13
56 	 6 	 3.9250820e-13
56 	 7 	 6.2151170e-13
56 	 8 	 9.8328860e-13
56 	 9 	 1.5539090e-12
56 	 10 	 2.4529080e-12
56 	 11 	 3.8611870e-12
56 	 12 	 6.0517260e-12
56 	 13 	 9.4139270e-12
56 	 14 	 1.4442990e-11
56 	 15 	 2.1603660e-11
56 	 16 	 2.8458390e-11
56 	 17 	 2.3439810e-11
56 	 18 	 1.6563330e-11
56 	 19 	 1.0666950e-11
56 	 20 	 6.1057300e-12
56 	 21 	 6.3229630e-14
56 	 22 	 9.7580050e-14
56 	 23 	 1.5513740e-13
56 	 24 	 2.4567920e-13
56 	 25 	 3.8970160e-13
56 	 26 	 6.1674760e-13
56 	 27 	 9.7658260e-13
56 	 28 	 1.5470910e-12
56 	 29 	 2.4410680e-12
56 	 30 	 3.8533520e-12
56 	 31 	 6.0616950e-12
56 	 32 	 9.4934710e-12
56 	 33 	 1.4748100e-11
56 	 34 	 2.2567570e-11
56 	 35 	 3.3573990e-11
56 	 36 	 4.4012940e-11
56 	 37 	 3.6492630e-11
56 	 38 	 2.5786180e-11
56 	 39 	 1.6421010e-11
56 	 40 	 9.1776100e-12
56 	 41 	 1.8059790e-13
56 	 42 	 2.8345700e-13
56 	 43 	 4.5334350e-13
56 	 44 	 7.2961360e-13
56 	 45 	 1.1447000e-12
56 	 46 	 1.8133160e-12
56 	 47 	 2.8824470e-12
56 	 48 	 4.5337290e-12
56 	 49 	 7.2350970e-12
56 	 50 	 1.1475990e-11
56 	 51 	 1.8231880e-11
56 	 52 	 2.8990360e-11
56 	 53 	 4.6203730e-11
56 	 54 	 7.3963540e-11
56 	 55 	 1.2009660e-10
56 	 56 	 2.0155600e-10
56 	 57 	 1.1388060e-10
56 	 58 	 6.4963570e-11
56 	 59 	 3.5386010e-11
56 	 60 	 1.6655800e-11
56 	 61 	 1.2474620e-13
56 	 62 	 1.9683950e-13
56 	 63 	 3.1307100e-13
56 	 64 	 4.9581380e-13
56 	 65 	 7.8650680e-13
56 	 66 	 1.2446560e-12
56 	 67 	 1.9706520e-12
56 	 68 	 3.1229900e-12
56 	 69 	 4.9245560e-12
56 	 70 	 7.7717160e-12
56 	 71 	 1.2221660e-11
56 	 72 	 1.9128090e-11
56 	 73 	 2.9676490e-11
56 	 74 	 4.5285260e-11
56 	 75 	 6.6881900e-11
56 	 76 	 8.6803180e-11
56 	 77 	 7.2485000e-11
56 	 78 	 5.0761910e-11
56 	 79 	 3.1421280e-11
56 	 80 	 1.6690680e-11
56 	 81 	 1.1057120e-08
56 	 82 	 1.1049800e-08
56 	 83 	 1.1037390e-08
56 	 84 	 1.1017640e-08
56 	 85 	 1.0986630e-08
56 	 86 	 1.0937460e-08
56 	 87 	 1.0859760e-08
56 	 88 	 1.0735000e-08
56 	 89 	 1.0541450e-08
56 	 90 	 1.0235040e-08
56 	 91 	 9.7514300e-09
56 	 92 	 9.0003990e-09
56 	 93 	 7.8424640e-09
56 	 94 	 6.0949750e-09
56 	 95 	 3.5961660e-09
56 	 96 	 6.6844500e-10
56 	 97 	 -5.1383260e-10
56 	 98 	 -7.6188660e-10
56 	 99 	 -6.0454580e-10
56 	 100 	 -2.8567880e-10
57 	 1 	 2.6874960e-14
57 	 2 	 4.2702540e-14
57 	 3 	 6.7299550e-14
57 	 4 	 1.0693310e-13
57 	 5 	 1.6921450e-13
57 	 6 	 2.6847150e-13
57 	 7 	 4.2508640e-13
57 	 8 	 6.7310690e-13
57 	 9 	 1.0657640e-12
57 	 10 	 1.6836360e-12
57 	 11 	 2.6593030e-12
57 	 12 	 4.1879380e-12
57 	 13 	 6.5698670e-12
57 	 14 	 1.0232110e-11
57 	 15 	 1.5713580e-11
57 	 16 	 2.3439810e-11
57 	 17 	 3.0487880e-11
57 	 18 	 2.4731640e-11
57 	 19 	 1.6524340e-11
57 	 20 	 9.7914960e-12
57 	 21 	 4.1951110e-14
57 	 22 	 6.6972930e-14
57 	 23 	 1.0555450e-13
57 	 24 	 1.6774550e-13
57 	 25 	 2.6545770e-13
57 	 26 	 4.2114300e-13
57 	 27 	 6.6671330e-13
57 	 28 	 1.0558130e-12
57 	 29 	 1.6735350e-12
57 	 30 	 2.6404660e-12
57 	 31 	 4.1704290e-12
57 	 32 	 6.5663800e-12
57 	 33 	 1.0297350e-11
57 	 34 	 1.6025560e-11
57 	 35 	 2.4570140e-11
57 	 36 	 3.6492630e-11
57 	 37 	 4.7215740e-11
57 	 38 	 3.8398760e-11
57 	 39 	 2.5464970e-11
57 	 40 	 1.4767190e-11
57 	 41 	 1.1050790e-13
57 	 42 	 1.7072170e-13
57 	 43 	 2.7072830e-13
57 	 44 	 4.3182880e-13
57 	 45 	 6.7844790e-13
57 	 46 	 1.0726650e-12
57 	 47 	 1.7048290e-12
57 	 48 	 2.7078690e-12
57 	 49 	 4.2815350e-12
57 	 50 	 6.7974600e-12
57 	 51 	 1.0787860e-11
57 	 52 	 1.7155970e-11
57 	 53 	 2.7309710e-11
57 	 54 	 4.3614960e-11
57 	 55 	 7.0021970e-11
57 	 56 	 1.1388060e-10
57 	 57 	 1.8187280e-10
57 	 58 	 1.0610830e-10
57 	 59 	 5.7074870e-11
57 	 60 	 2.7780880e-11
57 	 61 	 8.4110750e-14
57 	 62 	 1.3380540e-13
57 	 63 	 2.1148850e-13
57 	 64 	 3.3500670e-13
57 	 65 	 5.3027140e-13
57 	 66 	 8.4104780e-13
57 	 67 	 1.3328830e-12
57 	 68 	 2.1092950e-12
57 	 69 	 3.3388750e-12
57 	 70 	 5.2752020e-12
57 	 71 	 8.3324960e-12
57 	 72 	 1.3121360e-11
57 	 73 	 2.0577750e-11
57 	 74 	 3.2018810e-11
57 	 75 	 4.9036880e-11
57 	 76 	 7.2485000e-11
57 	 77 	 9.2906940e-11
57 	 78 	 7.5459070e-11
57 	 79 	 4.8925450e-11
57 	 80 	 2.7131470e-11
57 	 81 	 1.1062440e-08
57 	 82 	 1.1057560e-08
57 	 83 	 1.1049820e-08
57 	 84 	 1.1036750e-08
57 	 85 	 1.1016200e-08
57 	 86 	 1.0984430e-08
57 	 87 	 1.0933120e-08
57 	 88 	 1.0850270e-08
57 	 89 	 1.0723530e-08
57 	 90 	 1.0520890e-08
57 	 91 	 1.0199270e-08
57 	 92 	 9.6968750e-09
57 	 93 	 8.9074830e-09
57 	 94 	 7.6821170e-09
57 	 95 	 5.8222860e-09
57 	 96 	 3.1453810e-09
57 	 97 	 8.8206660e-11
57 	 98 	 -9.6893400e-10
57 	 99 	 -8.9068550e-10
57 	 100 	 -4.8002390e-10
58 	 1 	 1.7701310e-14
58 	 2 	 2.7854870e-14
58 	 3 	 4.4467740e-14
58 	 4 	 7.0065840e-14
58 	 5 	 1.1132090e-13
58 	 6 	 1.7616270e-13
58 	 7 	 2.7955810e-13
58 	 8 	 4.4270580e-13
58 	 9 	 7.0115650e-13
58 	 10 	 1.1117660e-12
58 	 11 	 1.7554220e-12
58 	 12 	 2.7754490e-12
58 	 13 	 4.3768430e-12
58 	 14 	 6.8805260e-12
58 	 15 	 1.0747520e-11
58 	 16 	 1.6563330e-11
58 	 17 	 2.4731640e-11
58 	 18 	 3.1769050e-11
58 	 19 	 2.4909640e-11
58 	 20 	 1.5664720e-11
58 	 21 	 2.7560280e-14
58 	 22 	 4.3346010e-14
58 	 23 	 6.9235930e-14
58 	 24 	 1.0928480e-13
58 	 25 	 1.7328610e-13
58 	 26 	 2.7423630e-13
58 	 27 	 4.3500230e-13
58 	 28 	 6.8957260e-13
58 	 29 	 1.0915090e-12
58 	 30 	 1.7309000e-12
58 	 31 	 2.7328860e-12
58 	 32 	 4.3211210e-12
58 	 33 	 6.8155140e-12
58 	 34 	 1.0716130e-11
58 	 35 	 1.6739770e-11
58 	 36 	 2.5786180e-11
58 	 37 	 3.8398760e-11
58 	 38 	 4.9068340e-11
58 	 39 	 3.8370760e-11
58 	 40 	 2.3735940e-11
58 	 41 	 6.4452830e-14
58 	 42 	 9.7600570e-14
58 	 43 	 1.5597300e-13
58 	 44 	 2.5103680e-13
58 	 45 	 3.8623370e-13
58 	 46 	 6.2007800e-13
58 	 47 	 9.8037490e-13
58 	 48 	 1.5552920e-12
58 	 49 	 2.4746030e-12
58 	 50 	 3.9127650e-12
58 	 51 	 6.2161800e-12
58 	 52 	 9.8790270e-12
58 	 53 	 1.5731470e-11
58 	 54 	 2.5101320e-11
58 	 55 	 4.0256810e-11
58 	 56 	 6.4963570e-11
58 	 57 	 1.0610830e-10
58 	 58 	 1.6331820e-10
58 	 59 	 9.4317450e-11
58 	 60 	 4.7414590e-11
58 	 61 	 5.4014080e-14
58 	 62 	 8.5294430e-14
58 	 63 	 1.3521770e-13
58 	 64 	 2.1417170e-13
58 	 65 	 3.3898710e-13
58 	 66 	 5.3743590e-13
58 	 67 	 8.5192860e-13
58 	 68 	 1.3513250e-12
58 	 69 	 2.1391920e-12
58 	 70 	 3.3854310e-12
58 	 71 	 5.3582470e-12
58 	 72 	 8.4757890e-12
58 	 73 	 1.3377210e-11
58 	 74 	 2.1052200e-11
58 	 75 	 3.2923280e-11
58 	 76 	 5.0761910e-11
58 	 77 	 7.5459070e-11
58 	 78 	 9.5622000e-11
58 	 79 	 7.3988820e-11
58 	 80 	 4.4183920e-11
58 	 81 	 1.0520930e-08
58 	 82 	 1.0516720e-08
58 	 83 	 1.0512130e-08
58 	 84 	 1.0504810e-08
58 	 85 	 1.0490420e-08
58 	 86 	 1.0472450e-08
58 	 87 	 1.0440870e-08
58 	 88 	 1.0390030e-08
58 	 89 	 1.0313210e-08
58 	 90 	 1.0187650e-08
58 	 91 	 9.9894320e-09
58 	 92 	 9.6795570e-09
58 	 93 	 9.1841950e-09
58 	 94 	 8.4043030e-09
58 	 95 	 7.1864040e-09
58 	 96 	 5.3107890e-09
58 	 97 	 2.5805320e-09
58 	 98 	 -4.5190540e-10
58 	 99 	 -1.1966510e-09
58 	 100 	 -8.1602940e-10
59 	 1 	 1.1246090e-14
59 	 2 	 1.7407730e-14
59 	 3 	 2.7617490e-14
59 	 4 	 4.3783650e-14
59 	 5 	 6.9184430e-14
59 	 6 	 1.0977750e-13
59 	 7 	 1.7387790e-13
59 	 8 	 2.7584600e-13
59 	 9 	 4.3718780e-13
59 	 10 	 6.9215370e-13
59 	 11 	 1.0971560e-12
59 	 12 	 1.7340620e-12
59 	 13 	 2.7431250e-12
59 	 14 	 4.3267740e-12
59 	 15 	 6.8138050e-12
59 	 16 	 1.0666950e-11
59 	 17 	 1.6524340e-11
59 	 18 	 2.4909640e-11
59 	 19 	 3.2039390e-11
59 	 20 	 2.4441830e-11
59 	 21 	 1.7225830e-14
59 	 22 	 2.6768770e-14
59 	 23 	 4.2191170e-14
59 	 24 	 6.6980630e-14
59 	 25 	 1.0620880e-13
59 	 26 	 1.6848250e-13
59 	 27 	 2.6692320e-13
59 	 28 	 4.2314480e-13
59 	 29 	 6.7107840e-13
59 	 30 	 1.0625190e-12
59 	 31 	 1.6825070e-12
59 	 32 	 2.6627160e-12
59 	 33 	 4.2136140e-12
59 	 34 	 6.6535680e-12
59 	 35 	 1.0479120e-11
59 	 36 	 1.6421010e-11
59 	 37 	 2.5464970e-11
59 	 38 	 3.8370760e-11
59 	 39 	 4.9141810e-11
59 	 40 	 3.7199380e-11
59 	 41 	 3.3530960e-14
59 	 42 	 5.3281420e-14
59 	 43 	 8.3156310e-14
59 	 44 	 1.3741420e-13
59 	 45 	 2.1729780e-13
59 	 46 	 3.1294870e-13
59 	 47 	 5.4925490e-13
59 	 48 	 8.6541970e-13
59 	 49 	 1.3740090e-12
59 	 50 	 2.1983440e-12
59 	 51 	 3.4617670e-12
59 	 52 	 5.5004950e-12
59 	 53 	 8.7431060e-12
59 	 54 	 1.3913860e-11
59 	 55 	 2.2154940e-11
59 	 56 	 3.5386010e-11
59 	 57 	 5.7074870e-11
59 	 58 	 9.4317450e-11
59 	 59 	 1.4401960e-10
59 	 60 	 8.2793940e-11
59 	 61 	 3.2223370e-14
59 	 62 	 5.0856300e-14
59 	 63 	 8.0279660e-14
59 	 64 	 1.2741860e-13
59 	 65 	 2.0198380e-13
59 	 66 	 3.1971340e-13
59 	 67 	 5.0752760e-13
59 	 68 	 8.0410320e-13
59 	 69 	 1.2716300e-12
59 	 70 	 2.0196660e-12
59 	 71 	 3.1964010e-12
59 	 72 	 5.0643220e-12
59 	 73 	 8.0186380e-12
59 	 74 	 1.2674260e-11
59 	 75 	 1.9994970e-11
59 	 76 	 3.1421280e-11
59 	 77 	 4.8925450e-11
59 	 78 	 7.3988820e-11
59 	 79 	 9.4340620e-11
59 	 80 	 7.0205360e-11
59 	 81 	 9.4152380e-09
59 	 82 	 9.4128280e-09
59 	 83 	 9.4097500e-09
59 	 84 	 9.4058400e-09
59 	 85 	 9.3984090e-09
59 	 86 	 9.3874260e-09
59 	 87 	 9.3698340e-09
59 	 88 	 9.3418590e-09
59 	 89 	 9.2988100e-09
59 	 90 	 9.2280320e-09
59 	 91 	 9.1177500e-09
59 	 92 	 8.9433550e-09
59 	 93 	 8.6647690e-09
59 	 94 	 8.2248000e-09
59 	 95 	 7.5288090e-09
59 	 96 	 6.4318970e-09
59 	 97 	 4.7128410e-09
59 	 98 	 2.1222630e-09
59 	 99 	 -7.9281020e-10
59 	 100 	 -1.3056970e-09
60 	 1 	 6.0113950e-15
60 	 2 	 9.7084350e-15
60 	 3 	 1.5173570e-14
60 	 4 	 2.4585020e-14
60 	 5 	 3.7969850e-14
60 	 6 	 6.0140580e-14
60 	 7 	 9.5267200e-14
60 	 8 	 1.5094760e-13
60 	 9 	 2.3915140e-13
60 	 10 	 3.7948230e-13
60 	 11 	 6.0103840e-13
60 	 12 	 9.5274360e-13
60 	 13 	 1.5107370e-12
60 	 14 	 2.4003680e-12
60 	 15 	 3.8207360e-12
